"Condition","Line","EvoTime","Area","Major","Minor","AR","Volume"
"PM",4,"t600",27.022,6.676,5.153,1.296,92.818647371849
"PM",4,"t600",22.163,5.712,4.941,1.156,73.0157463553626
"PM",4,"t600",40.023,8.303,6.137,1.353,163.736652331747
"PM",4,"t600",15,4.749,4.022,1.181,40.2239692882401
"PM",4,"t600",24.039,6.275,4.878,1.286,78.1800501025948
"PM",4,"t600",23.868,6.989,4.349,1.607,69.2137656450686
"PM",4,"t600",26.552,6.547,5.163,1.268,91.3787500891676
"PM",4,"t600",42.92,8.584,6.366,1.348,182.14682264227
"PM",4,"t600",48.341,9.271,6.639,1.396,213.958990765296
"PM",4,"t600",52.901,9.855,6.835,1.442,241.063961231147
"PM",4,"t600",41.295,8.417,6.247,1.347,171.988322810758
"PM",4,"t600",42.717,8.877,6.127,1.449,174.486006455455
"PM",4,"t600",44.46,9.017,6.278,1.436,186.081549905532
"PM",4,"t600",23.836,5.983,5.072,1.18,80.5890645942902
"PM",4,"t600",17.379,5.749,3.849,1.494,44.5950600582473
"PM",4,"t600",40.894,8.294,6.278,1.321,171.161181647608
"PM",4,"t600",38.601,7.656,6.42,1.193,165.223037934906
"PM",4,"t600",14.064,4.455,4.019,1.108,37.6775229518797
"PM",4,"t600",42.209,8.926,6.021,1.482,169.430955185162
"PM",4,"t600",48.196,10.081,6.087,1.656,195.572974273113
"PM",4,"t600",22.233,6.193,4.571,1.355,67.7520039063897
"PM",4,"t600",38.232,8.746,5.566,1.572,141.871283999618
"PM",4,"t600",50.019,9.791,6.504,1.505,216.863637518762
"PM",4,"t600",35.864,8.548,5.342,1.6,127.723527114053
"PM",4,"t600",19.763,5.455,4.613,1.183,60.7799427190769
"PM",4,"t600",25.109,6.547,4.883,1.341,81.736194119162
"PM",4,"t600",9.489,3.712,3.255,1.141,20.5924763399127
"PM",4,"t600",21.399,6.637,4.105,1.617,58.5594194941341
"PM",4,"t600",27.466,7.753,4.511,1.719,82.6064693353079
"PM",4,"t600",12.439,4.209,3.763,1.119,31.2065662571489
"PM",4,"t600",43.76,9.762,5.708,1.71,166.534936013242
"PM",4,"t600",24.708,6.232,5.048,1.235,83.1504797792689
"PM",4,"t600",25.125,7.158,4.469,1.602,74.8533127847706
"PM",4,"t600",32.021,7.846,5.196,1.51,110.913704501201
"PM",4,"t600",50.607,9.371,6.876,1.363,231.98307253757
"PM",4,"t600",45.796,8.979,6.494,1.383,198.267331972091
"PM",4,"t600",61.871,9.952,7.915,1.257,326.445606551689
"PM",4,"t600",21.372,6.042,4.504,1.342,64.1765116280584
"PM",4,"t600",53.788,9.376,7.304,1.284,261.901357831317
"PM",4,"t600",47.213,9.732,6.177,1.576,194.42670907892
"PM",4,"t600",67.596,10.849,7.933,1.367,357.489458541239
"PM",4,"t600",23.189,6.047,4.883,1.239,75.4939309360886
"PM",4,"t600",25.488,6.092,5.327,1.144,90.515699203566
"PM",4,"t600",31.539,7.218,5.563,1.298,116.958992864909
"PM",4,"t600",54.761,9.453,7.376,1.282,269.283718817669
"PM",4,"t600",44.508,9.486,5.974,1.588,177.260585376293
"PM",4,"t600",54.558,9.53,7.289,1.307,265.110801929691
"PM",4,"t600",31.171,7.261,5.466,1.328,113.588486740005
"PM",4,"t600",62.207,10.226,7.745,1.32,321.17908379793
"PM",4,"t600",16.47,5.199,4.033,1.289,44.2766631833809
"PM",4,"t600",57.108,9.754,7.455,1.308,283.842007102577
"PM",4,"t600",43.353,9.014,6.124,1.472,177.005409894185
"PM",4,"t600",54.285,9.569,7.223,1.325,261.396884226181
"PM",4,"t600",24.184,6.539,4.709,1.388,75.921947632753
"PM",4,"t600",14.749,4.98,3.771,1.321,37.0801113704179
"PM",4,"t600",52.639,8.984,7.46,1.204,261.785760826855
"PM",4,"t600",44.332,9.276,6.085,1.524,179.837612134194
"PM",4,"t600",24.686,7.452,4.218,1.767,69.4200015994516
"PM",4,"t600",12.103,4.177,3.689,1.132,29.7632538208268
"PM",4,"t600",32.315,7.092,5.802,1.222,125.003679920345
"PM",4,"t600",15.796,4.582,4.39,1.044,46.2362653674189
"PM",4,"t600",33.678,8.184,5.239,1.562,117.614546921058
"PM",4,"t600",45.395,9.173,6.301,1.456,190.690463801009
"PM",4,"t600",60.679,10.613,7.28,1.458,294.509660561423
"PM",4,"t600",17.673,4.893,4.599,1.064,54.1876924474184
"PM",4,"t600",51.297,10.601,6.161,1.721,210.691916895444
"PM",4,"t600",14.802,4.814,3.915,1.229,38.6338723953407
"PM",4,"t600",38.28,7.742,6.295,1.23,160.63613942801
"PM",4,"t600",9.515,4.242,2.856,1.485,18.1169753196741
"PM",4,"t600",45.321,9.317,6.193,1.504,187.101331356218
"PM",4,"t600",48.111,9.733,6.294,1.546,201.882569116612
"PM",4,"t600",20.297,5.983,4.32,1.385,58.4635413719288
"PM",4,"t600",52.409,9.884,6.751,1.464,235.867212757518
"PM",4,"t600",63.191,11.681,6.888,1.696,290.178294024672
"PM",4,"t600",17.828,4.812,4.717,1.02,56.0603743475835
"PM",4,"t600",20.827,6.059,4.376,1.385,60.7511077622259
"PM",4,"t600",21.03,5.664,4.728,1.198,66.2943936457434
"PM",4,"t600",45.978,8.716,6.717,1.298,205.904832990819
"PM",4,"t600",33.619,8.115,5.275,1.539,118.231193707789
"PM",4,"t600",14.834,5.265,3.587,1.468,35.4698826130112
"PM",4,"t600",41.071,8.046,6.499,1.238,177.939237200746
"PM",4,"t600",22.409,5.927,4.814,1.231,71.9193446668987
"PM",4,"t600",11.948,4.538,3.352,1.354,26.6975331090614
"PM",4,"t600",55.499,9.822,7.194,1.365,266.15793542486
"PM",4,"t600",33.945,7.25,5.961,1.216,134.888483640149
"PM",4,"t600",42.744,8.35,6.518,1.281,185.743579238154
"PM",4,"t600",13.583,4.311,4.012,1.075,36.3327686822846
"PM",4,"t600",26.135,5.938,5.604,1.06,97.6416407941988
"PM",4,"t600",47.924,9.629,6.337,1.52,202.463725175103
"PM",4,"t600",20.816,5.74,4.617,1.243,64.0663915736038
"PM",4,"t600",22.96,6.217,4.702,1.322,71.968879192899
"PM",4,"t600",56.322,9.148,7.839,1.167,294.337845868549
"PM",4,"t600",57.963,9.748,7.571,1.288,292.563831620662
"PM",4,"t600",12.947,4.86,3.392,1.433,29.2783486926288
"PM",4,"t600",17.726,5.842,3.864,1.512,45.6703574189531
"PM",4,"t600",25.942,6.289,5.252,1.197,90.8300706248657
"PM",4,"t600",25.793,6.871,4.78,1.438,82.2004819905562
"PM",4,"t600",53.35,9.669,7.026,1.376,249.917388139392
"PM",4,"t600",26.819,6.604,5.171,1.277,92.4601859323758
"PM",4,"t600",45.059,9.035,6.35,1.423,190.754253068579
"PM",4,"t600",46.299,8.695,6.78,1.283,209.279937229271
"PM",4,"t600",24.611,6.594,4.752,1.387,77.965133893676
"PM",4,"t600",24.852,7.309,4.329,1.688,71.7185921719025
"PM",4,"t600",49.538,9.165,6.882,1.332,227.27958524112
"PM",4,"t600",45.454,9.07,6.381,1.422,193.36746270413
"PM",4,"t600",32.903,7.152,5.857,1.221,128.462561116904
"PM",4,"t600",22.735,6.666,4.343,1.535,65.8329915235511
"PM",4,"t600",38.494,8.602,5.698,1.51,146.232178625425
"PM",4,"t600",47.389,9.198,6.56,1.402,207.252465799661
"PM",4,"t600",45.347,9.721,5.94,1.637,179.590126104324
"PM",4,"t600",46.299,8.585,6.867,1.25,211.969324881546
"PM",4,"t600",60.748,9.394,8.234,1.141,333.480852835893
"PM",4,"t600",41.648,8.168,6.492,1.258,180.248381474624
"PM",4,"t600",43.043,8.799,6.228,1.413,178.701890845942
"PM",4,"t600",53.131,9.657,7.005,1.379,248.117349367837
"PM",4,"t600",37.019,9.21,5.118,1.8,126.316131182882
"PM",4,"t600",53.911,9.7,7.076,1.371,254.299792058387
"PM",4,"t600",26.637,6.774,5.007,1.353,88.9199065110323
"PM",4,"t600",48.287,8.974,6.851,1.31,220.542667201775
"PM",4,"t600",41.552,8.269,6.398,1.292,177.231162340001
"PM",4,"t600",25.509,7.153,4.541,1.575,77.230678653733
"PM",4,"t600",14.925,4.538,4.188,1.084,41.6750816980297
"PM",4,"t600",39.793,8.858,5.72,1.548,151.749181002324
"PM",4,"t600",28.626,7.036,5.18,1.358,98.8516613288556
"PM",4,"t600",47.421,9.858,6.125,1.609,193.642027943205
"PM",4,"t600",58.102,10.094,7.329,1.377,283.89083101498
"PM",4,"t600",27.461,7.268,4.811,1.511,88.0814093067307
"PM",4,"t600",26.905,7.586,4.516,1.68,81.006399073779
"PM",4,"t600",25.087,6.271,5.094,1.231,85.2026895901704
"PM",4,"t600",40.718,8.427,6.152,1.37,166.995308267956
"PM",4,"t600",50.281,9.013,7.103,1.269,238.095738699133
"PM",4,"t600",25.403,6.248,5.177,1.207,87.6790777689472
"PM",4,"t600",22.922,6.846,4.263,1.606,65.142764108267
"PM",4,"t600",28.311,6.958,5.181,1.343,97.7935544076267
"PM",4,"t600",42.723,9.193,5.917,1.554,168.522937629382
"PM",4,"t600",32.972,7.784,5.393,1.443,118.539281395573
"PM",4,"t600",50.95,9.872,6.571,1.502,223.185873920089
"PM",4,"t600",49.891,9.492,6.693,1.418,222.637338625045
"PM",4,"t600",20.126,5.774,4.438,1.301,59.5456441412234
"PM",4,"t600",19.218,5.432,4.505,1.206,57.7228777076826
"PM",4,"t600",33.325,7.387,5.744,1.286,127.613195511033
"PM",4,"t600",29.583,7.881,4.78,1.649,94.2835101975801
"PM",4,"t600",32.764,7.555,5.522,1.368,120.621825155935
"PM",4,"t600",23.334,6.114,4.859,1.258,75.5819086470621
"PM",4,"t600",50.533,9.491,6.779,1.4,228.371478477614
"PM",4,"t600",27.418,6.591,5.297,1.244,96.8299883991148
"PM",4,"t600",63.929,10.847,7.504,1.445,319.811379865704
"PM",4,"t600",53.906,9.068,7.569,1.198,272.011424137819
"PM",4,"t600",49.159,9.61,6.513,1.475,213.444105772357
"PM",4,"t600",41.151,8.225,6.37,1.291,174.748474671051
"PM",4,"t600",43.508,9.6,5.77,1.664,167.348368090719
"PM",4,"t600",51.26,9.292,7.024,1.323,240.036247741769
"PM",4,"t600",30.518,7.813,4.974,1.571,101.211068195973
"PM",4,"t600",18.667,5.424,4.382,1.238,54.5334595293633
"PM",4,"t600",19.725,6.134,4.094,1.498,53.8316969754423
"PM",4,"t600",43.278,9.186,5.999,1.531,173.094308164802
"PM",4,"t600",66.938,11.525,7.395,1.559,330.001499315195
"PM",4,"t600",55.937,9.929,7.173,1.384,267.48891840682
"PM",4,"t600",12.413,4.143,3.814,1.086,31.5554903381178
"PM",4,"t600",16.47,4.672,4.489,1.041,49.294749863995
"PM",4,"t600",47.812,9.608,6.336,1.517,201.958415111499
"PM",4,"t600",22.414,6.513,4.382,1.487,65.4823786715972
"PM",4,"t600",23.665,6.371,4.729,1.347,74.6010354454475
"PM",4,"t600",43.754,9.318,5.979,1.559,174.412832534345
"PM",4,"t600",19.565,5.895,4.226,1.395,55.1240879771755
"PM",4,"t600",55.953,10.032,7.101,1.413,264.865364638157
"PM",4,"t600",42.225,8.837,6.084,1.453,171.270232808673
"PM",4,"t600",40.894,8.123,6.41,1.267,174.755613312038
"PM",4,"t600",46.994,9.133,6.551,1.394,205.223589205296
"PM",4,"t600",21.901,6.433,4.335,1.484,63.2980567429389
"PM",4,"t600",15.401,4.891,4.01,1.22,41.1798756042977
"PM",4,"t600",27.193,6.345,5.457,1.163,98.9323115126784
"PM",4,"t600",20.196,5.373,4.785,1.123,64.4138632742978
"PM",4,"t600",27.76,7.419,4.764,1.557,88.163231247541
"PM",4,"t600",42.68,8.63,6.297,1.371,179.174748949109
"PM",4,"t600",49.068,9.499,6.577,1.444,215.145463800094
"PM",4,"t600",17.844,5.486,4.141,1.325,49.2566516934395
"PM",4,"t600",41.418,8.695,6.065,1.434,167.467223114735
"PM",4,"t600",51.682,9.676,6.801,1.423,234.336549958524
"PM",4,"t600",15.893,4.775,4.237,1.127,44.8837284544286
"PM",4,"t600",55.9,9.893,7.194,1.375,268.081903396268
"PM",4,"t600",19.383,5.819,4.241,1.372,54.8003742483874
"PM",4,"t600",22.003,6.41,4.371,1.466,64.1236544039184
"PM",4,"t600",56.338,11.062,6.485,1.706,243.585951480306
"PM",4,"t600",40.007,8.101,6.288,1.288,167.711298144149
"PM",4,"t600",24.782,6.782,4.653,1.458,76.8816176789114
"PM",4,"t600",23.676,6.161,4.893,1.259,77.232530149269
"PM",4,"t600",41.194,9.042,5.801,1.559,159.319471082084
"PM",4,"t600",18.074,4.879,4.717,1.034,56.8409323445261
"PM",4,"t600",20.175,5.732,4.481,1.279,60.2635472787592
"PM",4,"t600",45.214,9.743,5.909,1.649,178.12271445159
"PM",4,"t600",22.81,6.251,4.646,1.345,70.6490834731683
"PM",4,"t600",15.16,4.826,3.999,1.207,40.4099904819576
"PM",4,"t600",30.55,8.198,4.745,1.728,96.6449064059886
"PM",4,"t600",35.035,9.001,4.956,1.816,115.75825714293
"PM",4,"t600",45.492,9.797,5.912,1.657,179.291863490477
"PM",4,"t600",38.938,9.456,5.243,1.803,136.10240556269
"PM",4,"t600",48.758,10.489,5.918,1.772,192.34576533798
"PM",4,"t600",35.009,7.748,5.753,1.347,134.269379653059
"PM",4,"t600",27.995,7.737,4.607,1.679,85.9820199542822
"PM",4,"t600",36.35,8.294,5.58,1.486,135.216923721773
"PM",4,"t600",23.382,6.36,4.681,1.358,72.9680970279043
"PM",4,"t600",54.606,10.826,6.422,1.686,233.779942525463
"PM",4,"t600",55.488,9.812,7.2,1.363,266.330653491079
"PM",4,"t600",52.179,10.305,6.447,1.598,224.265236664004
"PM",4,"t600",47.544,8.854,6.837,1.295,216.705183580668
"PM",4,"t600",45.999,10.263,5.707,1.798,175.020409772422
"PM",4,"t600",37.19,9.168,5.165,1.775,128.060112391431
"PM",4,"t600",43.156,9.436,5.823,1.621,167.525196007297
"PM",4,"t600",50.944,9.604,6.754,1.422,229.389157484437
"PM",4,"t600",63.678,11.294,7.179,1.573,304.771471825999
"PM",4,"t600",60.85,9.974,7.767,1.284,315.046454520415
"PM",4,"t600",28.279,6.706,5.369,1.249,101.215955507785
"PM",4,"t600",34.089,7.661,5.665,1.352,128.731228276001
"PM",4,"t600",45.395,9.949,5.809,1.713,175.784592332326
"PM",4,"t600",44.46,10.635,5.323,1.998,157.778945400086
"PM",4,"t600",49.656,10.104,6.257,1.615,207.121064653119
"PM",4,"t600",45.513,8.414,6.887,1.222,208.959103318357
"PM",4,"t600",51.158,9.765,6.67,1.464,227.469167288739
"PM",4,"t600",34.014,8.832,4.904,1.801,111.213780936606
"PM",4,"t600",30.722,7.372,5.306,1.389,108.672195241507
"PM",4,"t600",44.968,9.856,5.809,1.697,174.141415421389
"PM",4,"t600",40.103,9.494,5.378,1.765,143.777009247235
"PM",4,"t600",31.438,7.066,5.665,1.247,118.733175694847
"PM",4,"t600",52.329,9.442,7.056,1.338,246.138620736278
"PM",4,"t600",62.881,10.63,7.531,1.411,315.672814238792
"PM",4,"t600",14.893,5.068,3.741,1.355,37.137327274763
"PM",4,"t600",32.951,7.125,5.888,1.21,129.335901230002
"PM",4,"t600",52.965,10.02,6.731,1.489,237.697998567073
"PM",4,"t600",34.234,7.862,5.544,1.418,126.525512464749
"PM",4,"t600",41.108,7.877,6.644,1.186,182.061751019169
"PM",4,"t600",42.044,8.013,6.681,1.199,187.273664447484
"PM",4,"t600",45.454,8.714,6.641,1.312,201.225557082917
"PM",4,"t600",49.784,10.036,6.316,1.589,209.625213349922
"PM",4,"t600",39.97,8.648,5.885,1.47,156.822090045016
"PM",4,"t600",36.602,7.421,6.28,1.182,153.242892698497
"PM",4,"t600",24.766,6.588,4.786,1.377,79.0128271211726
"PM",4,"t600",31.844,6.974,5.814,1.2,123.432811198689
"PM",4,"t600",49.34,10.015,6.273,1.596,206.347946367507
"PM",4,"t600",29.423,7.031,5.328,1.32,104.506704403119
"PM",4,"t600",61.251,10.955,7.119,1.539,290.702649552869
"PM",4,"t600",43.642,8.17,6.801,1.201,197.863746709502
"PM",4,"t600",46.855,8.331,7.16,1.164,223.62574550669
"PM",4,"t600",38.542,8.52,5.759,1.479,147.955929313509
"PM",4,"t600",38.221,9.002,5.406,1.665,137.749399296643
"PM",4,"t600",37.291,8.276,5.738,1.442,142.672473990052
"PM",4,"t600",39.756,8.197,6.175,1.327,163.654322769254
"PM",4,"t600",7.794,3.745,2.65,1.413,13.7702616441383
"PM",4,"t600",47.683,9.42,6.445,1.462,204.878020069868
"PM",4,"t600",30.7,7.38,5.297,1.393,108.421379818763
"PM",4,"t600",41.862,8.466,6.295,1.345,175.658170549926
"PM",4,"t600",35.271,8.431,5.326,1.583,125.221826976659
"PM",4,"t600",10.29,3.979,3.293,1.208,22.5920698894487
"PM",4,"t600",46.571,9.798,6.052,1.619,187.903078817556
"PM",4,"t600",53.259,8.891,7.627,1.166,270.805029096903
"PM",4,"t600",39.387,7.219,6.947,1.039,182.419080322374
"PM",4,"t600",43.391,7.966,6.936,1.148,200.658283730217
"PM",4,"t600",36.735,8.373,5.586,1.499,136.798575878531
"PM",4,"t600",15.561,4.986,3.974,1.255,41.2293627236649
"PM",4,"t600",46.08,8.612,6.813,1.264,209.304912381929
"PM",4,"t600",38.66,8.276,5.948,1.391,153.306660695914
"PM",4,"t600",49.597,8.903,7.093,1.255,234.528116304654
"PM",4,"t600",40.274,8.11,6.323,1.283,169.771912143703
"PM",4,"t600",49.961,10.027,6.344,1.58,211.298291689979
"PM",4,"t600",44.299,9.1,6.198,1.468,183.038799386706
"PM",4,"t600",36.949,8.971,5.244,1.711,129.170947434098
"PM",4,"t600",40.59,7.951,6.5,1.223,175.892405787043
"PM",4,"t600",47.48,10.388,5.819,1.785,184.173557768432
"PM",4,"t600",30.315,7.29,5.295,1.377,107.018307798744
"PM",4,"t600",53.157,9.592,7.056,1.359,250.0488932538
"PM",4,"t600",47.833,10.54,5.778,1.824,184.244404919732
"PM",4,"t600",36.115,7.747,5.936,1.305,142.92887086893
"PM",4,"t600",50.688,9.069,7.117,1.274,240.520421283097
"PM",4,"t600",32.774,7.793,5.354,1.456,116.966106135441
"PM",4,"t600",46.122,9.697,6.056,1.601,186.212036984747
"PM",4,"t600",39.51,8.614,5.84,1.475,153.825800554605
"PM",4,"t600",35.656,8.842,5.134,1.722,122.028384428622
"PM",4,"t600",54.734,9.58,7.275,1.317,265.478971649682
"PM",4,"t600",33.993,8.152,5.309,1.536,120.306264997863
"PM",4,"t600",40.568,7.823,6.603,1.185,178.58893487737
"PM",4,"t600",53.564,9.351,7.293,1.282,260.416865025165
"PM",4,"t600",38.018,9.256,5.23,1.77,132.563922448524
"PM",4,"t600",46.678,9.236,6.435,1.435,200.25328498027
"PM",4,"t600",49.608,10.081,6.266,1.609,207.244502090573
"PM",4,"t600",31.94,7.897,5.15,1.534,109.666811908289
"PM",4,"t600",38.425,8.943,5.471,1.635,140.157157998983
"PM",4,"t600",47.512,8.982,6.735,1.334,213.327514388895
"PM",4,"t600",51.115,9.521,6.836,1.393,232.962112356501
"PM",4,"t600",37.89,8.169,5.905,1.383,149.144527387028
"PM",4,"t600",59.925,10.729,7.112,1.509,284.145880126523
"PM",4,"t600",31.555,7.143,5.625,1.27,118.338027492965
"PM",4,"t600",31.801,7.931,5.105,1.553,108.222625312816
"PM",4,"t600",38.302,9.127,5.343,1.708,136.425960849441
"PM",4,"t600",31.138,7.52,5.272,1.427,109.437777855318
"PM",4,"t600",49.239,10.072,6.224,1.618,204.293010054735
"PM",4,"t600",33.33,8.284,5.123,1.617,113.838043822944
"PM",4,"t600",35.105,8.865,5.042,1.758,118.000281927507
"PM",4,"t600",52.553,9.604,6.967,1.378,244.085732693222
"PM",4,"t600",12.963,4.405,3.747,1.176,32.382615353481
"PM",4,"t600",26.803,7.381,4.623,1.596,82.5964942738836
"PM",4,"t600",37.254,8.078,5.872,1.376,145.839297930349
"PM",4,"t600",38.884,8.487,5.833,1.455,151.194773016606
"PM",4,"t600",60.171,10.017,7.648,1.31,306.783540086518
"PM",4,"t600",18.437,5.942,3.951,1.504,48.5674530638792
"PM",4,"t600",43.717,9.492,5.864,1.619,170.900870608178
"PM",4,"t600",41.958,9.229,5.789,1.594,161.942323991794
"PM",4,"t600",42.124,9.24,5.804,1.592,162.976655428309
"PM",4,"t600",25.942,7.21,4.582,1.574,79.2581729368586
"PM",4,"t600",17.614,5.517,4.065,1.357,47.7334369650305
"PM",4,"t600",47.812,8.379,7.265,1.153,231.559205075841
"PM",4,"t600",37.318,7.889,6.023,1.31,149.846396914273
"PM",4,"t600",38.28,7.822,6.231,1.255,159.012745610342
"PM",4,"t600",51.222,10.181,6.406,1.589,218.757488352491
"PM",4,"t600",47.796,9.438,6.448,1.464,205.460647723138
"PM",4,"t600",62.379,10.512,7.555,1.391,314.161463845518
"PM",4,"t600",44.011,8.966,6.25,1.435,183.382289922435
"PM",4,"t600",45.16,8.549,6.726,1.271,202.501229939123
"PM",4,"t600",46.021,9.436,6.21,1.52,190.532802254787
"PM",4,"t600",53.884,10.055,6.824,1.474,245.165148808084
"PM",4,"t600",12.632,4.869,3.303,1.474,27.8134936669486
"PM",4,"t600",17.705,5.154,4.374,1.178,51.6298179771612
"PM",4,"t600",17.464,5.009,4.439,1.128,51.6796952556324
"PM",4,"t600",21.955,6.078,4.599,1.321,67.3110146526485
"PM",4,"t600",51.361,9.083,7.199,1.262,246.474664216158
"PM",4,"t600",47.758,8.857,6.866,1.29,218.62149769513
"PM",4,"t600",37.858,8.534,5.648,1.511,142.541274269865
"PM",4,"t600",57.327,9.821,7.432,1.321,284.030995082355
"PM",4,"t600",17.764,5.207,4.344,1.199,51.4476844823613
"PM",4,"t600",50.041,9.83,6.482,1.517,216.257009729152
"PM",4,"t600",39.109,9.108,5.467,1.666,142.534432863337
"PM",4,"t600",39.104,7.701,6.465,1.191,168.532166658893
"PM",4,"t600",12.3,4.381,3.574,1.226,29.3009007809498
"PM",4,"t600",29.626,7.086,5.323,1.331,105.12662032017
"PM",4,"t600",53.237,9.076,7.469,1.215,265.105066903083
"PM",4,"t600",16.486,4.775,4.396,1.086,48.315598732153
"PM",4,"t600",12.712,5.19,3.119,1.664,26.436060047916
"PM",4,"t600",31.561,7.141,5.627,1.269,118.389036388294
"PM",4,"t600",50.233,10.431,6.131,1.701,205.299173022757
"PM",4,"t600",48.234,8.728,7.036,1.241,226.237723176107
"PM",4,"t600",29.85,7.218,5.265,1.371,104.764043224675
"PM",4,"t600",43.129,9.343,5.877,1.59,168.964844351224
"PM",4,"t600",16.085,4.994,4.101,1.218,43.9771113201222
"PM",4,"t600",36.661,8.62,5.415,1.592,132.34355914939
"PM",4,"t600",32.47,7.918,5.221,1.517,113.01120512134
"PM",4,"t600",24.424,6.872,4.526,1.518,73.7073627420626
"PM",4,"t600",30.401,6.453,5.998,1.076,121.555107087247
"PM",4,"t600",35.522,8.846,5.113,1.73,121.086894989114
"PM",4,"t600",49.677,10.125,6.247,1.621,206.88865016739
"PM",4,"t600",14.893,4.76,3.983,1.195,39.5390461296148
"PM",4,"t600",50.009,9.762,6.522,1.497,217.41976128269
"PM",4,"t600",17.828,5.376,4.222,1.273,50.1758040112463
"PM",4,"t600",20.95,6.197,4.305,1.44,60.1348774208281
"PM",4,"t600",35.297,8.312,5.407,1.537,127.238018168082
"PM",4,"t600",44.07,8.725,6.431,1.357,188.938767108985
"PM",4,"t600",52.965,8.682,7.767,1.118,274.236346315043
"PM",4,"t600",19.661,5.456,4.588,1.189,60.1339597296745
"PM",4,"t600",15.294,4.935,3.946,1.251,40.2346234468044
"PM",4,"t600",48.116,9.423,6.502,1.449,208.584361227361
"PM",4,"t600",34.683,7.197,6.135,1.173,141.833643399415
"PM",4,"t600",32.641,8.337,4.985,1.672,108.477270534924
"PM",4,"t600",26.99,6.117,5.618,1.089,101.088225388705
"PM",4,"t600",15.47,4.814,4.092,1.176,42.2061714044373
"PM",4,"t600",40.424,8.582,5.998,1.431,161.659062300132
"PM",4,"t600",28.182,7.035,5.101,1.379,95.8458627794062
"PM",4,"t600",38.147,8.073,6.016,1.342,152.985133549647
"PM",4,"t600",28.375,7.993,4.52,1.768,85.503778072893
"PM",4,"t600",22.457,6.584,4.343,1.516,65.0231647451336
"PM",4,"t600",43.252,9.059,6.079,1.49,175.284360591985
"PM",4,"t600",42.434,9.366,5.769,1.623,163.212664060968
"PM",4,"t600",16.31,5.001,4.153,1.204,45.16264189545
"PM",4,"t600",50.869,9.086,7.128,1.275,241.716744730871
"PM",4,"t600",54.601,9.566,7.267,1.316,264.50830909386
"PM",4,"t600",15.577,5.096,3.892,1.309,40.4178962569353
"PM",4,"t600",47.074,8.738,6.859,1.274,215.244601786491
"PM",4,"t600",44.839,9.048,6.31,1.434,188.629638619932
"PM",4,"t600",48.838,8.888,6.997,1.27,227.838134513544
"PM",4,"t600",48.581,8.829,7.006,1.26,226.908312022381
"PM",4,"t600",17.266,5.106,4.306,1.186,49.5709775941088
"PM",4,"t600",21.516,5.569,4.919,1.132,70.5552744133095
"PM",4,"t600",46.507,8.984,6.591,1.363,204.348281053522
"PM",4,"t600",29.941,8.118,4.696,1.729,93.7354450586316
"PM",4,"t600",22.58,6.724,4.276,1.573,64.3726992470336
"PM",4,"t600",21.794,5.996,4.628,1.295,67.2429792676144
"PM",4,"t600",25.258,5.724,5.619,1.019,94.6272701583902
"PM",4,"t600",15.641,5.114,3.894,1.313,40.602356524163
"PM",4,"t600",42.188,7.965,6.744,1.181,189.679119815772
"PM",4,"t600",46.112,8.793,6.677,1.317,205.257222553797
"PM",4,"t600",33.549,7.739,5.52,1.402,123.470050117474
"PM",4,"t600",44.155,9.474,5.934,1.597,174.673525822873
"PM",4,"t600",44.342,8.967,6.296,1.424,186.112366229789
"PM",4,"t600",30.107,7.553,5.075,1.488,101.85684038765
"PM",4,"t600",44.775,9.086,6.274,1.448,187.26662499862
"PM",4,"t600",50.618,9.37,6.878,1.362,232.093274677652
"PM",4,"t600",43.482,8.738,6.336,1.379,183.671173110354
"PM",4,"t600",55.654,10.129,6.996,1.448,259.576154968345
"PM",4,"t600",48.817,10.243,6.068,1.688,197.477190206943
"PM",4,"t600",52.013,9.7,6.827,1.421,236.717389208453
"PM",4,"t600",26.397,7.346,4.575,1.606,80.5066477269375
"PM",4,"t600",41.985,8.45,6.326,1.336,177.057246663058
"PM",4,"t600",31.053,8.48,4.663,1.819,96.5440037749548
"PM",4,"t600",36.42,8.215,5.645,1.455,137.067370895213
"PM",4,"t600",19.816,5.414,4.66,1.162,61.5585961474644
"PM",4,"t600",38.04,8.615,5.622,1.532,142.572441447189
"PM",4,"t600",44.38,8.486,6.659,1.274,197.02424843356
"PM",4,"t600",51.382,9.206,7.106,1.296,243.399677899413
"PM",4,"t600",36.27,8.164,5.657,1.443,136.796181842511
"PM",4,"t600",41.119,8.145,6.428,1.267,176.214420960879
"PM",4,"t600",33.426,7.974,5.337,1.494,118.923931816377
"PM",4,"t600",33.619,7.038,6.082,1.157,136.314079880468
"PM",4,"t600",28.53,6.096,5.959,1.023,113.341864208292
"PM",4,"t600",33.458,7.287,5.846,1.247,130.396223565719
"PM",4,"t600",35.982,8.064,5.682,1.419,136.317496060886
"PM",4,"t600",45.973,8.885,6.588,1.349,201.912513653096
"PM",4,"t600",54.884,10.384,6.73,1.543,246.259747714548
"PM",4,"t600",17.758,5.19,4.356,1.191,51.563420906516
"PM",4,"t600",28.818,7.103,5.166,1.375,99.2542793966443
"PM",4,"t600",47.844,8.559,7.117,1.203,226.99462848848
"PM",4,"t600",36.393,9.241,5.014,1.843,121.642756173491
"PM",4,"t600",48.009,8.371,7.302,1.146,233.70048918634
