"Condition","Line","EvoTime","Area","Major","Minor","AR","Volume"
"PM",2,"t1000",16.427,5.172,4.044,1.279,44.2873232779845
"PM",2,"t1000",48.715,9.785,6.339,1.544,205.873740784986
"PM",2,"t1000",27.963,6.65,5.354,1.242,99.8106769922599
"PM",2,"t1000",26.37,6.469,5.19,1.246,91.2368933876955
"PM",2,"t1000",43.61,9.2,6.035,1.524,175.445001105269
"PM",2,"t1000",13.674,4.235,4.111,1.03,37.4754615662352
"PM",2,"t1000",36.714,7.936,5.89,1.347,144.155385234162
"PM",2,"t1000",11.573,4.071,3.62,1.125,27.9329539732429
"PM",2,"t1000",56.354,10.759,6.669,1.613,250.548590942763
"PM",2,"t1000",22.345,5.901,4.821,1.224,71.8122443432422
"PM",2,"t1000",12.781,4.332,3.757,1.153,32.0161761237781
"PM",2,"t1000",43.84,9.687,5.762,1.681,168.39703089539
"PM",2,"t1000",35.276,7.639,5.88,1.299,138.289684080323
"PM",2,"t1000",41.14,8.489,6.171,1.376,169.264642664572
"PM",2,"t1000",39.841,8.853,5.73,1.545,152.194280016889
"PM",2,"t1000",33.052,7.308,5.759,1.269,126.90867739708
"PM",2,"t1000",56.044,10.617,6.721,1.58,251.112441425548
"PM",2,"t1000",37.788,7.468,6.442,1.159,162.272292821099
"PM",2,"t1000",28.781,6.964,5.262,1.324,100.962262031171
"PM",2,"t1000",45.754,9.294,6.268,1.483,191.187399504336
"PM",2,"t1000",20.196,5.449,4.719,1.155,63.5353438875687
"PM",2,"t1000",53.403,10.21,6.66,1.533,237.122531457974
"PM",2,"t1000",30.572,8.135,4.785,1.7,97.5259217823214
"PM",2,"t1000",36.308,7.38,6.264,1.178,151.620694721789
"PM",2,"t1000",53.58,8.362,8.159,1.025,291.462477229182
"PM",2,"t1000",54.83,9.95,7.016,1.418,256.448913704805
"PM",2,"t1000",38.644,8.475,5.806,1.46,149.58649704806
"PM",2,"t1000",44.871,8.758,6.523,1.343,195.118442308781
"PM",2,"t1000",32.261,7.478,5.493,1.362,118.141717770232
"PM",2,"t1000",37.425,8.434,5.65,1.493,140.970783862985
"PM",2,"t1000",36.089,7.605,6.042,1.259,145.364809195035
"PM",2,"t1000",24.104,6.488,4.73,1.372,76.0031767262317
"PM",2,"t1000",11.071,3.902,3.613,1.08,26.6699259897685
"PM",2,"t1000",49.741,9.33,6.788,1.374,225.094007537767
"PM",2,"t1000",38.58,7.898,6.22,1.27,159.991356674132
"PM",2,"t1000",36.586,9.268,5.026,1.844,122.582822238003
"PM",2,"t1000",50.827,9.066,7.138,1.27,241.86187996545
"PM",2,"t1000",41.365,8.151,6.461,1.261,178.159505060914
"PM",2,"t1000",20.052,5.301,4.816,1.101,64.3767996705203
"PM",2,"t1000",11.798,4.167,3.605,1.156,28.3551964744462
"PM",2,"t1000",30.615,6.843,5.696,1.201,116.247901978874
"PM",2,"t1000",46.946,8.762,6.822,1.284,213.513481101112
"PM",2,"t1000",45.497,8.297,6.982,1.188,211.777297210337
"PM",2,"t1000",42.723,8.167,6.661,1.226,189.731764304348
"PM",2,"t1000",32.619,8.204,5.063,1.62,110.113388872551
"PM",2,"t1000",34.474,8.042,5.458,1.473,125.43818277224
"PM",2,"t1000",33.084,7.412,5.683,1.304,125.339900339435
"PM",2,"t1000",43.578,8.657,6.409,1.351,186.185811924843
"PM",2,"t1000",40.766,8.104,6.405,1.265,174.074967523964
"PM",2,"t1000",28.626,7.47,4.879,1.531,93.1066841822432
"PM",2,"t1000",27.749,7.523,4.697,1.602,86.9022066812638
"PM",2,"t1000",41.873,8.071,6.606,1.222,184.417915289334
"PM",2,"t1000",40.007,8.006,6.362,1.258,169.668623946382
"PM",2,"t1000",24.098,5.857,5.239,1.118,84.1725808060405
"PM",2,"t1000",23.125,7.082,4.157,1.704,64.0788329915592
"PM",2,"t1000",38.906,8.976,5.519,1.626,143.153593506957
"PM",2,"t1000",34.945,7.52,5.917,1.271,137.85407276982
"PM",2,"t1000",39.323,7.856,6.373,1.233,167.065945939952
"PM",2,"t1000",31.165,8.702,4.56,1.908,94.7430554594434
"PM",2,"t1000",47.689,8.986,6.757,1.33,214.81909093513
"PM",2,"t1000",43.348,9.12,6.052,1.507,174.900600001644
"PM",2,"t1000",42.38,8.39,6.432,1.304,181.740891725234
"PM",2,"t1000",48.458,9.068,6.804,1.333,219.8055953801
"PM",2,"t1000",40.301,8.109,6.328,1.282,170.019550523015
"PM",2,"t1000",44.455,8.882,6.373,1.394,188.884894582313
"PM",2,"t1000",29.893,7.424,5.127,1.448,102.179369940211
"PM",2,"t1000",26.199,6.518,5.117,1.274,89.360134211822
"PM",2,"t1000",33.164,8.062,5.238,1.539,115.817024818117
"PM",2,"t1000",44.588,8.389,6.767,1.24,201.14126154787
"PM",2,"t1000",32.069,8.042,5.077,1.584,108.53680119877
"PM",2,"t1000",35.746,8.562,5.316,1.611,126.690424213577
"PM",2,"t1000",23.483,6.086,4.913,1.239,76.9173119813082
"PM",2,"t1000",27.616,7.936,4.431,1.791,81.5837721138377
"PM",2,"t1000",21.212,6.107,4.423,1.381,62.554768475951
"PM",2,"t1000",29.578,8.161,4.614,1.769,90.9697875650667
"PM",2,"t1000",43.535,9.239,5.999,1.54,174.093001647573
"PM",2,"t1000",46.972,8.501,7.036,1.208,220.353676067838
"PM",2,"t1000",31.71,8.041,5.021,1.602,106.142454716781
"PM",2,"t1000",45.353,9.365,6.166,1.519,186.428989167711
"PM",2,"t1000",40.199,8.939,5.726,1.561,153.458251997643
"PM",2,"t1000",38.558,8.178,6.004,1.362,154.357272395965
"PM",2,"t1000",47.437,9.165,6.59,1.391,208.402018376827
"PM",2,"t1000",46.62,9.627,6.166,1.561,191.644621325954
"PM",2,"t1000",48.041,8.895,6.876,1.294,220.199491006476
"PM",2,"t1000",33.688,7.266,5.903,1.231,132.568268001061
"PM",2,"t1000",32.999,7.577,5.545,1.366,121.98291588221
"PM",2,"t1000",30.593,7.504,5.191,1.445,105.875020014954
"PM",2,"t1000",41.509,8.258,6.4,1.29,177.106071096965
"PM",2,"t1000",28.418,7.534,4.803,1.569,91.0016803068276
"PM",2,"t1000",20.153,5.859,4.379,1.338,58.8263646504785
"PM",2,"t1000",42.06,8.113,6.601,1.229,185.097078380241
"PM",2,"t1000",23.906,6.907,4.407,1.567,70.238330353305
"PM",2,"t1000",47.844,9.232,6.598,1.399,210.435516652444
"PM",2,"t1000",47.63,9.7,6.252,1.552,198.521841585258
"PM",2,"t1000",31.187,7.418,5.353,1.386,111.296097915973
"PM",2,"t1000",38.585,8.529,5.76,1.481,148.163662038347
"PM",2,"t1000",24.002,6.584,4.642,1.418,74.2845876162342
"PM",2,"t1000",18.079,5.838,3.943,1.48,47.5243589143991
"PM",2,"t1000",24.847,6.322,5.004,1.263,82.8872471047478
"PM",2,"t1000",46.555,8.853,6.695,1.322,207.773544769241
"PM",2,"t1000",34.528,8.161,5.387,1.515,124.004073330528
"PM",2,"t1000",31.454,6.766,5.919,1.143,124.115864243653
"PM",2,"t1000",37.649,7.774,6.166,1.261,154.756963351819
"PM",2,"t1000",38.542,9.451,5.193,1.82,133.448295388392
"PM",2,"t1000",50.18,10.009,6.384,1.568,213.587124167248
"PM",2,"t1000",35.757,8.406,5.416,1.552,129.10567104495
"PM",2,"t1000",36.971,7.96,5.914,1.346,145.772073192458
"PM",2,"t1000",13.439,4.763,3.592,1.326,32.1774674614392
"PM",2,"t1000",20.591,5.827,4.499,1.295,61.7554977849999
"PM",2,"t1000",49.501,10.047,6.273,1.602,207.00727080922
"PM",2,"t1000",22.227,6.166,4.59,1.343,68.0185725915494
"PM",2,"t1000",16.352,5.637,3.694,1.526,40.2754535075852
"PM",2,"t1000",28.45,7.073,5.121,1.381,97.1207062907563
"PM",2,"t1000",42.605,9.243,5.869,1.575,166.701610046324
"PM",2,"t1000",20.436,5.583,4.66,1.198,63.480170353028
"PM",2,"t1000",39.59,9.144,5.512,1.659,145.463240275438
"PM",2,"t1000",24.098,7.219,4.25,1.699,68.2737133213594
"PM",2,"t1000",13.824,5.085,3.461,1.469,31.8928094543642
"PM",2,"t1000",23.729,6.572,4.597,1.429,72.7185456563807
"PM",2,"t1000",40.91,8.058,6.464,1.247,176.290366600802
"PM",2,"t1000",23.473,6.674,4.478,1.49,70.0733698118773
"PM",2,"t1000",12.846,4.275,3.826,1.118,32.7660939942591
"PM",2,"t1000",41.787,9.328,5.704,1.635,158.908157962335
"PM",2,"t1000",34.052,8.208,5.282,1.554,119.903749423487
"PM",2,"t1000",38.916,8.528,5.81,1.468,150.729437619888
"PM",2,"t1000",40.841,8.691,5.983,1.453,162.894483857035
"PM",2,"t1000",16.716,5.529,3.849,1.436,42.8885174920941
"PM",2,"t1000",20.233,5.758,4.474,1.287,60.3479111659613
"PM",2,"t1000",13.225,4.165,4.043,1.03,35.6468460662736
"PM",2,"t1000",12.6,4.038,3.973,1.017,33.3735239717508
"PM",2,"t1000",6.768,3.122,2.76,1.131,12.4523031550185
"PM",2,"t1000",30.123,8.176,4.691,1.743,94.2042228162301
"PM",2,"t1000",16.705,5.64,3.771,1.495,41.9943429978227
"PM",2,"t1000",42.14,8.962,5.987,1.497,168.198484412618
"PM",2,"t1000",48.833,9.557,6.506,1.469,211.810910065182
"PM",2,"t1000",36.639,8.743,5.336,1.638,130.343909364822
"PM",2,"t1000",46.17,9.455,6.218,1.521,191.408663531594
"PM",2,"t1000",40.296,9.024,5.685,1.587,152.706895103892
"PM",2,"t1000",33.64,7.87,5.443,1.446,122.081546814506
"PM",2,"t1000",51.735,10.903,6.042,1.805,208.404012446215
"PM",2,"t1000",36.131,8.08,5.694,1.419,137.165505612949
"PM",2,"t1000",14.433,4.747,3.871,1.226,37.2446756627642
"PM",2,"t1000",38.965,8.522,5.822,1.464,151.246228694058
"PM",2,"t1000",13.332,4.482,3.787,1.183,33.6558904011368
"PM",2,"t1000",16.545,5.125,4.11,1.247,45.3289997460806
"PM",2,"t1000",16.358,4.972,4.189,1.187,45.6825631242588
"PM",2,"t1000",56.113,10.628,6.722,1.581,251.44742026366
"PM",2,"t1000",15.508,5.078,3.888,1.306,40.1923899549039
"PM",2,"t1000",13.001,4.351,3.804,1.144,32.9661873270914
"PM",2,"t1000",37.233,7.735,6.129,1.262,152.138168258269
"PM",2,"t1000",22.489,5.791,4.945,1.171,74.1454967425656
"PM",2,"t1000",39.414,8.089,6.204,1.304,163.018553793955
"PM",2,"t1000",21.687,6.264,4.408,1.421,63.7284774884036
"PM",2,"t1000",25.889,7.431,4.436,1.675,76.5647658267457
"PM",2,"t1000",43.845,8.492,6.574,1.292,192.162219963271
"PM",2,"t1000",46.636,9.294,6.389,1.455,198.640164737113
"PM",2,"t1000",9.307,3.737,3.171,1.179,19.6749756804095
"PM",2,"t1000",13.118,4.414,3.784,1.166,33.0927765296756
"PM",2,"t1000",59.315,11.004,6.863,1.603,271.379602379434
"PM",2,"t1000",11.317,4.767,3.023,1.577,22.8097260111732
"PM",2,"t1000",15.807,5.251,3.833,1.37,40.3941318861287
"PM",2,"t1000",38.724,7.749,6.363,1.218,164.273734285802
"PM",2,"t1000",50.762,10.207,6.332,1.612,214.278476274797
"PM",2,"t1000",45.476,8.316,6.963,1.194,211.108584278153
"PM",2,"t1000",49.512,9.689,6.506,1.489,214.736413897829
"PM",2,"t1000",36.051,7.539,6.089,1.238,146.353904665096
"PM",2,"t1000",40.648,8.943,5.787,1.545,156.815438857211
"PM",2,"t1000",40.59,8.149,6.342,1.285,171.61506750833
"PM",2,"t1000",20.062,5.885,4.341,1.356,58.0663678690392
"PM",2,"t1000",33.234,7.395,5.722,1.292,126.77467550191
"PM",2,"t1000",14.091,4.513,3.975,1.135,37.3368970093434
"PM",2,"t1000",31.454,7.76,5.161,1.503,108.225116430856
"PM",2,"t1000",50.436,9.554,6.721,1.422,225.970449786162
"PM",2,"t1000",47.363,9.15,6.591,1.388,208.124084109498
"PM",2,"t1000",18.972,6.071,3.979,1.526,50.3276594512794
"PM",2,"t1000",47.785,9.756,6.236,1.564,198.647281911598
"PM",2,"t1000",10.285,3.654,3.584,1.02,24.5755455408106
"PM",2,"t1000",47.373,8.906,6.772,1.315,213.852933483911
"PM",2,"t1000",48.801,9.237,6.727,1.373,218.863036994318
"PM",2,"t1000",22.313,6.249,4.547,1.374,67.6486377211257
"PM",2,"t1000",37.922,7.703,6.269,1.229,158.509413794018
"PM",2,"t1000",49.731,10.039,6.307,1.592,209.090710574844
"PM",2,"t1000",42.076,8.637,6.203,1.393,174.006352801494
"PM",2,"t1000",50.853,9.418,6.875,1.37,233.078767772952
"PM",2,"t1000",37.708,8.105,5.924,1.368,148.929846262963
"PM",2,"t1000",41.734,8.141,6.527,1.247,181.594881195295
"PM",2,"t1000",12.974,4.706,3.51,1.34,30.3574143293199
"PM",2,"t1000",16.657,5.673,3.739,1.517,41.526213853967
"PM",2,"t1000",33.619,7.49,5.715,1.311,128.089316872359
"PM",2,"t1000",49.057,9.127,6.844,1.334,223.844627111349
"PM",2,"t1000",16.005,4.811,4.236,1.136,45.2007750952872
"PM",2,"t1000",32.293,8.054,5.105,1.577,109.901024368858
"PM",2,"t1000",51.201,9.253,7.045,1.313,240.460186366855
"PM",2,"t1000",13.097,4.295,3.882,1.106,33.8901001766917
"PM",2,"t1000",42.888,8.918,6.123,1.456,175.063097804085
"PM",2,"t1000",41.702,8.084,6.568,1.231,182.595981438584
"PM",2,"t1000",16.326,5.471,3.799,1.44,41.3431843717064
"PM",2,"t1000",13.647,4.456,3.899,1.143,35.4691086664766
"PM",2,"t1000",20.645,6.151,4.274,1.439,58.8319691768979
"PM",2,"t1000",41.985,8.283,6.454,1.283,180.652595580389
"PM",2,"t1000",43.097,8.636,6.354,1.359,182.560020967892
"PM",2,"t1000",48.009,8.954,6.827,1.312,218.512113708504
"PM",2,"t1000",41.52,8.645,6.115,1.414,169.260859807932
"PM",2,"t1000",20.613,5.813,4.515,1.287,62.0460951567697
"PM",2,"t1000",34.351,7.343,5.957,1.233,136.435488663264
"PM",2,"t1000",36.623,8.323,5.603,1.486,136.81060451268
"PM",2,"t1000",37.008,8.068,5.84,1.381,144.075523435634
"PM",2,"t1000",28.455,7.944,4.561,1.742,86.5282663200002
"PM",2,"t1000",18.822,5.695,4.208,1.353,52.8012024639483
"PM",2,"t1000",26.402,6.685,5.029,1.329,88.5244638550016
"PM",2,"t1000",37.783,8.837,5.444,1.623,137.132284292702
"PM",2,"t1000",50.447,9.008,7.13,1.263,239.77619246568
"PM",2,"t1000",36.709,8.598,5.436,1.582,133.031644337776
"PM",2,"t1000",26.108,7.075,4.698,1.506,81.7619218869405
"PM",2,"t1000",16.604,5.065,4.174,1.214,46.204360263491
"PM",2,"t1000",47.464,8.257,7.319,1.128,231.592452185422
"PM",2,"t1000",25.306,6.672,4.829,1.382,81.4646265087335
"PM",2,"t1000",40.814,8.001,6.495,1.232,176.726307536108
"PM",2,"t1000",50.49,8.503,7.56,1.125,254.45699400374
"PM",2,"t1000",36.543,7.946,5.855,1.357,142.62674858336
"PM",2,"t1000",36.645,7.599,6.14,1.238,150.000189979746
"PM",2,"t1000",40.018,7.78,6.549,1.188,174.714198471012
"PM",2,"t1000",35.565,7.521,6.021,1.249,142.761619308493
"PM",2,"t1000",43.166,8.778,6.261,1.402,180.16963818047
"PM",2,"t1000",35.319,7.914,5.682,1.393,133.78182835142
"PM",2,"t1000",38.601,7.465,6.584,1.134,169.436931894493
"PM",2,"t1000",48.854,10.002,6.219,1.608,202.547359618525
"PM",2,"t1000",38.959,8.532,5.814,1.467,151.007849892058
"PM",2,"t1000",26.782,6.645,5.131,1.295,91.6004562631293
"PM",2,"t1000",35.693,7.455,6.096,1.223,145.056163456199
"PM",2,"t1000",49.549,9.458,6.67,1.418,220.31780688345
"PM",2,"t1000",15.016,4.703,4.065,1.157,40.6906568871739
"PM",2,"t1000",27.53,7.081,4.95,1.431,90.8455407926081
"PM",2,"t1000",20.757,6.51,4.06,1.603,56.1864609812133
"PM",2,"t1000",46.94,8.842,6.759,1.308,211.501779521004
"PM",2,"t1000",13.567,4.617,3.741,1.234,33.8324861932875
"PM",2,"t1000",44.7,9.143,6.225,1.469,185.509456744944
"PM",2,"t1000",47.587,9.291,6.521,1.425,206.86617427421
"PM",2,"t1000",11.279,3.882,3.7,1.049,27.8264370176858
"PM",2,"t1000",20.955,6.32,4.222,1.497,58.9864362632211
"PM",2,"t1000",36.762,8.847,5.291,1.672,129.67915520747
"PM",2,"t1000",32.143,7.44,5.501,1.352,117.883995655523
"PM",2,"t1000",26.734,6.868,4.956,1.386,88.3265981621645
"PM",2,"t1000",27.985,7.944,4.485,1.771,83.6686482449448
"PM",2,"t1000",20.955,6.087,4.383,1.389,61.2272657445738
"PM",2,"t1000",45.625,9.433,6.158,1.532,187.295708227684
"PM",2,"t1000",21.869,6.231,4.469,1.394,65.1594009446641
"PM",2,"t1000",44.941,9.881,5.791,1.706,173.502865364807
"PM",2,"t1000",25.526,6.253,5.198,1.203,88.4625799916502
"PM",2,"t1000",29.791,7.122,5.326,1.337,105.779842453774
"PM",2,"t1000",43.455,8.251,6.706,1.23,194.281884593931
"PM",2,"t1000",37.607,8.721,5.491,1.588,137.679029573702
"PM",2,"t1000",48.956,9.312,6.694,1.391,218.480663311366
"PM",2,"t1000",17.544,5.448,4.1,1.329,47.9516366362147
"PM",2,"t1000",46.721,8.964,6.636,1.351,206.687030091214
"PM",2,"t1000",42.728,8.386,6.487,1.293,184.774176858921
"PM",2,"t1000",19.292,6.043,4.065,1.487,52.2844226173064
"PM",2,"t1000",37.404,8.506,5.599,1.519,139.619132633556
"PM",2,"t1000",54.788,9.83,7.097,1.385,259.239843498569
"PM",2,"t1000",39.371,9.009,5.565,1.619,146.084973655675
"PM",2,"t1000",26.718,7.221,4.711,1.533,83.9116335459271
"PM",2,"t1000",43.327,9.062,6.088,1.489,175.861983718003
"PM",2,"t1000",37.168,8.237,5.745,1.434,142.346815019556
"PM",2,"t1000",38.286,7.931,6.146,1.29,156.859809784557
"PM",2,"t1000",16.657,4.788,4.429,1.081,49.1772370178967
"PM",2,"t1000",26.081,6.446,5.152,1.251,89.5861003225902
"PM",2,"t1000",36.767,7.944,5.893,1.348,144.44773622096
"PM",2,"t1000",39.67,8.2,6.16,1.331,162.919811534611
"PM",2,"t1000",47.608,9.16,6.618,1.384,210.06206072215
"PM",2,"t1000",30.262,7.055,5.462,1.292,110.204424763228
"PM",2,"t1000",44.85,7.851,7.273,1.079,217.445675427547
"PM",2,"t1000",14.551,5.008,3.699,1.354,35.8782791980451
"PM",2,"t1000",47.608,9.25,6.553,1.411,207.979577182978
"PM",2,"t1000",49.234,9.285,6.751,1.375,221.572953303678
"PM",2,"t1000",19.597,6.235,4.002,1.558,52.2864611260934
"PM",2,"t1000",36.981,8.433,5.584,1.51,137.680217015615
"PM",2,"t1000",28.257,7.443,4.834,1.54,91.0667700759466
"PM",2,"t1000",18.614,5.654,4.192,1.349,52.0231894392748
"PM",2,"t1000",21.928,5.845,4.777,1.224,69.8382937479078
"PM",2,"t1000",8.355,3.558,2.99,1.19,16.6550884220384
"PM",2,"t1000",49.223,9.147,6.852,1.335,224.859898340301
"PM",2,"t1000",39.365,8.309,6.032,1.377,158.296038723221
"PM",2,"t1000",45.101,9.122,6.295,1.449,189.269292671442
"PM",2,"t1000",45.598,8.636,6.722,1.285,204.318773183757
"PM",2,"t1000",46.481,9.255,6.395,1.447,198.17832024883
"PM",2,"t1000",56.29,10.085,7.107,1.419,266.714824805914
"PM",2,"t1000",43.498,8.31,6.665,1.247,193.285801966816
"PM",2,"t1000",21.024,5.663,4.727,1.198,66.2546537296562
"PM",2,"t1000",36.58,8.48,5.493,1.544,133.971886425724
"PM",2,"t1000",32.304,7.216,5.7,1.266,122.756601965666
"PM",2,"t1000",53.964,10.292,6.676,1.542,240.176800921574
"PM",2,"t1000",43.498,8.45,6.554,1.289,190.05014502881
"PM",2,"t1000",11.226,4.214,3.392,1.242,25.3866175701106
"PM",2,"t1000",46.486,9.181,6.447,1.424,199.803894984204
"PM",2,"t1000",52.136,9.855,6.736,1.463,234.131263007549
"PM",2,"t1000",31.363,8.472,4.714,1.797,98.5743054611975
"PM",2,"t1000",46.775,8.973,6.637,1.352,206.956907086019
"PM",2,"t1000",15.561,4.637,4.273,1.085,44.3303850785389
"PM",2,"t1000",25.82,5.909,5.563,1.062,95.7482251092751
"PM",2,"t1000",46.614,8.958,6.625,1.352,205.864492336766
"PM",2,"t1000",30.903,7.696,5.113,1.505,105.345324874092
"PM",2,"t1000",43.017,8.572,6.389,1.342,183.208897366746
"PM",2,"t1000",19.458,6.126,4.044,1.515,52.4563307039701
"PM",2,"t1000",40.948,7.713,6.76,1.141,184.550550736213
"PM",2,"t1000",20.752,5.884,4.49,1.31,62.1103488292266
"PM",2,"t1000",51.056,9.629,6.751,1.426,229.782010485849
"PM",2,"t1000",53.446,9.839,6.916,1.423,246.410694112232
"PM",2,"t1000",45.288,8.658,6.66,1.3,201.078048713334
"PM",2,"t1000",42.894,8.134,6.714,1.212,191.984189296323
"PM",2,"t1000",19.052,5.859,4.14,1.415,52.5802688714991
"PM",2,"t1000",37.489,8.341,5.722,1.458,142.992233720275
"PM",2,"t1000",32.592,8.367,4.96,1.687,107.77840302513
"PM",2,"t1000",23.847,6.505,4.668,1.394,74.2177216147144
"PM",2,"t1000",39.007,9.449,5.256,1.798,136.676920297977
"PM",2,"t1000",42.418,9.075,5.951,1.525,168.277153294486
"PM",2,"t1000",38.585,8.205,5.988,1.37,154.042582553306
"PM",2,"t1000",32.753,7.366,5.662,1.301,123.643151717701
"PM",2,"t1000",21.896,6.554,4.254,1.541,62.1012054667582
"PM",2,"t1000",20.618,6.104,4.301,1.419,59.1223968660125
"PM",2,"t1000",37.746,8.253,5.823,1.417,146.522408080566
"PM",2,"t1000",11.066,4.065,3.466,1.173,25.5691498859091
"PM",2,"t1000",28.979,7.148,5.162,1.385,99.7284723572932
"PM",2,"t1000",19.271,5.811,4.222,1.376,54.2357881527813
"PM",2,"t1000",43.899,8.42,6.638,1.268,194.260816573036
"PM",2,"t1000",17.491,5.185,4.295,1.207,50.0810838622908
"PM",2,"t1000",11.744,4.175,3.582,1.166,28.0482819966358
"PM",2,"t1000",14.54,4.648,3.983,1.167,38.6087156324474
"PM",2,"t1000",52.099,9.8,6.769,1.448,235.111420919305
"PM",2,"t1000",37.837,8.057,5.979,1.347,150.809636373602
"PM",2,"t1000",36.489,8.427,5.513,1.529,134.105812333622
"PM",2,"t1000",17.566,5.753,3.888,1.48,45.5350176074364
"PM",2,"t1000",51.04,9.184,7.076,1.298,240.772091779817
"PM",2,"t1000",10.21,3.844,3.382,1.137,23.0212662588669
"PM",2,"t1000",30.064,7.312,5.235,1.397,104.92239056853
"PM",2,"t1000",36.714,8.096,5.774,1.402,141.326199725254
"PM",2,"t1000",13.535,4.68,3.682,1.271,33.2209497065206
"PM",2,"t1000",16.545,5.098,4.132,1.234,45.5742026507167
"PM",2,"t1000",14.465,4.625,3.982,1.162,38.3983772224909
"PM",2,"t1000",39.579,8.173,6.166,1.325,162.699853547005
"PM",2,"t1000",40.846,8.137,6.392,1.273,174.07502688331
"PM",2,"t1000",31.727,7.102,5.688,1.249,120.309096607475
"PM",2,"t1000",45.465,9.05,6.397,1.415,193.909864529607
"PM",2,"t1000",43.711,8.669,6.42,1.35,187.084445644945
"PM",2,"t1000",22.97,6.578,4.446,1.479,68.0818593723702
"PM",2,"t1000",35.714,7.946,5.723,1.389,136.26824881992
"PM",2,"t1000",52.452,9.026,7.399,1.22,258.725959446895
"PM",2,"t1000",41.477,8.185,6.452,1.269,178.404589902927
"PM",2,"t1000",26.835,7.057,4.841,1.458,86.5942200747465
"PM",2,"t1000",20.297,5.868,4.404,1.333,59.5913670021787
"PM",2,"t1000",41.509,8.76,6.033,1.452,166.943448025103
"PM",2,"t1000",42.38,8.807,6.127,1.437,173.110088864841
"PM",2,"t1000",29.562,7.381,5.1,1.447,100.520393455594
"PM",2,"t1000",48.715,9.613,6.452,1.49,209.530033321544
"PM",2,"t1000",36.11,7.393,6.219,1.189,149.713320301915
"PM",2,"t1000",11.146,4.048,3.506,1.155,26.0533125568029
"PM",2,"t1000",24.136,6.659,4.615,1.443,74.2593336613653
"PM",2,"t1000",50.169,9.224,6.925,1.332,231.610088260864
"PM",2,"t1000",25.002,7.146,4.455,1.604,74.260360111315
"PM",2,"t1000",20.068,5.604,4.559,1.229,60.9868122122704
"PM",2,"t1000",19.346,5.446,4.523,1.204,58.3350312435638
"PM",2,"t1000",20.966,6.382,4.183,1.526,58.4697384765501
"PM",2,"t1000",13.22,4.176,4.031,1.036,35.5291410882227
"PM",2,"t1000",36.201,7.666,6.013,1.275,145.127543726347
"PM",2,"t1000",33.614,7.928,5.398,1.469,120.956169306984
"PM",2,"t1000",33.785,8.567,5.021,1.706,113.085736793765
"PM",2,"t1000",18.811,5.898,4.061,1.452,50.9294949564954
"PM",2,"t1000",37.345,8.691,5.471,1.589,136.207744623635
"PM",2,"t1000",44.316,8.41,6.709,1.253,198.202990042348
"PM",2,"t1000",15.973,5.358,3.795,1.412,40.4040492715772
"PM",2,"t1000",47.721,8.884,6.839,1.299,217.566677525938
"PM",2,"t1000",48.694,9.177,6.756,1.358,219.320201294945
"PM",2,"t1000",7.441,3.189,2.971,1.073,14.7386750934628
"PM",2,"t1000",42.231,8.336,6.45,1.292,181.5832385634
"PM",2,"t1000",32.774,8.185,5.098,1.605,111.382501755524
"PM",2,"t1000",35.174,7.681,5.831,1.317,136.74217085119
"PM",2,"t1000",49.127,8.882,7.042,1.261,230.62237092739
"PM",2,"t1000",20.126,6.084,4.212,1.444,56.515106808882
"PM",2,"t1000",39.248,7.953,6.283,1.266,164.385582228783
"PM",2,"t1000",13.375,4.355,3.911,1.113,34.8788705840664
"PM",2,"t1000",34.512,7.257,6.055,1.199,139.310560753039
"PM",2,"t1000",42.68,8.166,6.655,1.227,189.366920857105
"PM",2,"t1000",24.927,6.935,4.576,1.515,76.0356248544498
"PM",2,"t1000",26.237,6.792,4.918,1.381,86.014832577934
"PM",2,"t1000",26.247,6.77,4.936,1.372,86.3649633472592
"PM",2,"t1000",36.008,8.073,5.679,1.421,136.325566842258
"PM",2,"t1000",26.22,6.874,4.857,1.415,84.9071682787598
"PM",2,"t1000",35.773,7.583,6.006,1.263,143.222197854317
"PM",2,"t1000",43.23,8.596,6.403,1.342,184.527897216338
"PM",2,"t1000",43.904,9.173,6.094,1.505,178.367167454394
"PM",2,"t1000",16.935,5.48,3.935,1.393,44.4292164559654
"PM",2,"t1000",18.111,5.582,4.131,1.351,49.8768301146421
"PM",2,"t1000",39.184,8.008,6.23,1.285,162.741674434693
"PM",2,"t1000",47.705,8.809,6.895,1.277,219.277349632382
"PM",2,"t1000",54.569,10.412,6.673,1.56,242.758827624714
"PM",2,"t1000",49.987,9.057,7.027,1.289,234.165493001567
"PM",2,"t1000",53.024,9.875,6.837,1.444,241.694566055918
"PM",2,"t1000",19.137,5.764,4.228,1.363,53.9501369830252
"PM",2,"t1000",27.707,7.703,4.58,1.682,84.6037232968126
"PM",2,"t1000",38.89,8.415,5.885,1.43,152.596888035247
"PM",2,"t1000",35.019,7.976,5.59,1.427,130.499059992591
"PM",2,"t1000",11.477,3.854,3.792,1.016,29.0166312040557
"PM",2,"t1000",42.418,8.488,6.363,1.334,179.940051183106
"PM",2,"t1000",37.265,8.024,5.913,1.357,146.894420517628
"PM",2,"t1000",9.2,3.763,3.113,1.209,19.0937434084514
"PM",2,"t1000",10.488,3.85,3.468,1.11,24.2447399058917
"PM",2,"t1000",37.714,8.806,5.453,1.615,137.103423330271
