"Condition","Line","EvoTime","Replicate","Area","Radius","Volume"
"PM",5,"t1000","anc",8915.768,53.2726674507771,633288.99164304
"PM",5,"t1000","anc",7395.311,48.518044093963,478408.033582092
"PM",5,"t1000","anc",5257.575,40.9089000078558,286775.47994507
"PM",5,"t1000","anc",6135.667,44.1932513448789,361540.098532639
"PM",5,"t1000","anc",8040.29,50.5895621129959,542339.667148667
"PM",5,"t1000","anc",5809.518,43.0026396092459,333099.478476569
"PM",5,"t1000","anc",3879.284,35.1399267004728,181757.007213756
"PM",5,"t1000","anc",8129.667,50.8699653772451,551407.83842471
"PM",5,"t1000","anc",3556.272,33.6451561975658,159535.102561373
"PM",5,"t1000","anc",2290.356,27.0007955008804,82455.2453069525
"PM",5,"t1000","anc",5910.917,43.3762990296756,341858.27110879
"PM",5,"t1000","anc",4698.314,38.6719510058092,242257.29175721
"PM",5,"t1000","anc",3489.37,33.327180612124,155054.485616703
"PM",5,"t1000","anc",1745.73,23.5729318839984,54869.2991704701
"PM",5,"t1000","anc",1969.957,25.0411019816813,65773.1921820359
"PM",5,"t1000","anc",7836.97,49.9458209335454,521898.533708756
"PM",5,"t1000","anc",5801.678,42.97361357688,332425.424625981
"PM",5,"t1000","anc",9554.998,55.1493456522047,702602.516544166
"PM",5,"t1000","anc",4112.92,36.182635297654,198421.712491236
"PM",5,"t1000","anc",3848.969,35.0023554109568,179630.641205007
"PM",5,"t1000","anc",6907.133,46.8893241483208,431827.730896752
"PM",5,"t1000","anc",1048.483,18.2686207578908,25539.1177307942
"PM",5,"t1000","anc",5564.384,42.0856084394999,312240.648308024
"PM",5,"t1000","anc",5337.021,41.2168235926848,293300.070756606
"PM",5,"t1000","anc",7975.478,50.38525076291,535795.27864543
"PM",5,"t1000","anc",5739.48,42.7426394313002,327094.032217545
"PM",5,"t1000","anc",3886.079,35.1706889922734,182234.767877873
"PM",5,"t1000","anc",4909.997,39.5335374869585,258812.733947138
"PM",5,"t1000","anc",4622.526,38.358776374405,236419.254825164
"PM",5,"t1000","anc",1712.802,23.34955694816,53324.2237865632
"PM",5,"t1000","anc",8216.954,51.1423277972116,560312.206616812
"PM",5,"t1000","anc",8012.066,50.5006912483089,539486.495102764
"PM",5,"t1000","anc",2808.326,29.8984603186683,111952.831297179
"PM",5,"t1000","anc",3787.816,34.7231807276514,175366.692708119
"PM",5,"t1000","anc",8441.181,51.8354257565883,583402.948031232
"PM",5,"t1000","anc",5020.804,39.9771378389089,267623.164760193
"PM",5,"t1000","anc",10355.734,57.4136961960264,792747.954350481
"PM",5,"t1000","anc",4412.934,37.4790677482322,220523.536472637
"PM",5,"t1000","anc",8252.495,51.2528120612157,563951.43369483
"PM",5,"t1000","anc",6847.548,46.6866386080433,426251.998436307
"PM",5,"t1000","anc",8617.322,52.3734549655556,601758.567587588
"PM",5,"t1000","anc",3888.17,35.1801499451499,182381.871482978
"PM",5,"t1000","anc",4504.402,37.8654946877238,227415.213336497
"PM",5,"t1000","anc",7010.623,47.2392909473403,441569.146158821
"PM",5,"t1000","anc",3087.434,31.3490153775197,129050.687924103
"PM",5,"t1000","anc",2483.746,28.1176262612875,93116.0556746238
"PM",5,"t1000","anc",223.182,8.42858452044415,2508.14446725569
"PM",5,"t1000","anc",2412.139,27.709343019088,89118.3826142933
"PM",5,"t1000","anc",2921.746,30.4962397143967,118803.02186744
"PM",5,"t1000","anc",12444.861,62.9390362849885,1044356.74405418
"PM",5,"t1000","anc",8323.056,51.471458188605,571199.771873891
"PM",5,"t1000","anc",2250.11,26.7625159131388,80291.4729084171
"PM",5,"t1000","anc",5976.774,43.6172701081377,347587.421244393
"PM",5,"t1000","anc",3552.613,33.627843220835,159288.950651067
"PM",5,"t1000","anc",8169.913,50.9957260675978,555507.527125475
"PM",5,"t1000","anc",6847.548,46.6866386080433,426251.998436307
"PM",5,"t1000","anc",2112.647,25.9321504337092,73047.3064230994
"PM",5,"t1000","anc",4942.925,39.6658782099302,261420.614734425
"PM",5,"t1000","anc",6442.999,45.2865352877903,389041.468763597
"PM",5,"t1000","anc",4237.316,36.7257344880229,207491.389810468
"PM",5,"t1000","anc",2136.69,26.0792935239827,74297.8209063447
"PM",5,"t1000","anc",2872.615,30.2387459015722,115819.033410726
"PM",5,"t1000","anc",3302.253,32.4212858563642,142751.051310715
"PM",5,"t1000","anc",514.311,12.7949316478468,8774.09878764765
"PM",5,"t1000","anc",1604.086,22.5963809511393,48328.7177791857
"PM",5,"t1000","anc",3420.377,32.9960575459502,150478.608427793
"PM",5,"t1000","anc",8440.658,51.8338199180448,583348.729015739
"PM",5,"t1000","anc",6646.319,45.9955328747387,407601.312080667
"PM",5,"t1000","anc",1650.081,22.9180517344742,50422.1889654305
"PM",5,"t1000","anc",5804.292,42.9832935673558,332650.115982206
"PM",5,"t1000","anc",4257.7,36.813964774318,208990.423759485
"PM",5,"t1000","anc",11022.666,59.23363537638,870550.104959495
"PM",5,"t1000","anc",8649.205,52.4702530881096,605101.300481257
"PM",5,"t1000","anc",4197.593,36.5531852247636,204580.525902895
"PM",5,"t1000","anc",5986.182,43.6515854362182,348408.446679669
"PM",5,"t1000","anc",4652.841,38.484351224118,238748.756311969
"PM",5,"t1000","anc",3782.59,34.6992189015826,175003.89123325
"PM",5,"t1000","anc",4332.965,37.1379266517175,214556.448472612
"PM",5,"t1000","anc",1915.599,24.6931994618717,63069.6909279494
"PM",5,"t1000","anc",2941.085,30.5970003694293,119984.505108697
"PM",5,"t1000","anc",8331.419,51.4973109360039,572060.899708175
"PM",5,"t1000","anc",5784.953,42.9116269909284,330988.99372807
"PM",5,"t1000","anc",4836.3,39.2357248250962,253007.64796215
"PM",5,"t1000","anc",4517.469,37.9203776778239,228405.507503815
"PM",5,"t1000","anc",3944.096,35.4322557686911,186330.957664362
"PM",5,"t1000","anc",7547.931,49.0161305850748,493293.828724179
"PM",5,"t1000","anc",2664.068,29.1204255096982,103438.391662361
"PM",5,"t1000","anc",100.876,5.66655345679153,762.15899534307
"PM",5,"t1000","anc",2699.61,29.3140333601608,105515.276799232
"PM",5,"t1000","A",1427.945,21.3196859833046,40591.1186685731
"PM",5,"t1000","A",1735.277,23.5022514744301,54377.2219090594
"PM",5,"t1000","A",2056.721,25.5866103151983,70166.0250054466
"PM",5,"t1000","A",1204.763,19.5828489604665,31456.9224828779
"PM",5,"t1000","A",1512.095,21.9388875595158,44231.5762457415
"PM",5,"t1000","A",1614.016,22.6662138271661,48778.1757019565
"PM",5,"t1000","A",1697.644,23.2460075802404,52617.9270567329
"PM",5,"t1000","A",1417.491,21.241501803699,40146.1835109695
"PM",5,"t1000","A",2221.363,26.5910098285658,78757.7138210833
"PM",5,"t1000","A",3266.711,32.2463394295436,140452.628965632
"PM",5,"t1000","A",2452.385,27.9395488551414,91358.0406921547
"PM",5,"t1000","A",2480.609,28.0998642070827,92939.7014011562
"PM",5,"t1000","A",1038.03,18.1773268429481,25158.1474437138
"PM",5,"t1000","A",2033.201,25.4398895221416,68965.8784217437
"PM",5,"t1000","A",1594.155,22.5263245250822,47880.6038310433
"PM",5,"t1000","A",1821.518,24.0791857682465,58480.8937362732
"PM",5,"t1000","A",2233.907,26.6659836292452,79425.7699883417
"PM",5,"t1000","A",4404.049,37.4413185656947,219857.868783906
"PM",5,"t1000","A",2522.423,28.3357050033589,95299.5120289166
"PM",5,"t1000","A",1303.026,20.3658060914495,35382.8997974894
"PM",5,"t1000","A",897.953,16.9064282812306,20241.5706592211
"PM",5,"t1000","A",2132.509,26.0537655066578,74079.8525691163
"PM",5,"t1000","A",1824.654,24.0999047106996,58631.983373329
"PM",5,"t1000","A",1503.21,21.8743366530356,43842.2954669462
"PM",5,"t1000","A",1499.551,21.8476980054373,43682.3165223354
"PM",5,"t1000","A",3192.491,31.8779147193284,135693.274453631
"PM",5,"t1000","A",1949.573,24.9112095197522,64754.9619694024
"PM",5,"t1000","A",895.34,16.8818119138852,20153.2819719706
"PM",5,"t1000","A",1839.289,24.1963607232389,59338.8001577138
"PM",5,"t1000","A",1390.312,21.0368736859819,38997.0905708065
"PM",5,"t1000","A",1576.384,22.4004154341376,47082.20864497
"PM",5,"t1000","A",1693.463,23.2173645099193,52423.6636734153
"PM",5,"t1000","A",2341.056,27.2980085154555,85208.2221642109
"PM",5,"t1000","A",1647.99,22.9035261331531,50326.3760428999
"PM",5,"t1000","A",1979.888,25.1041415694035,66271.1848580842
"PM",5,"t1000","A",1710.711,23.335299948862,53226.6057477569
"PM",5,"t1000","A",2769.648,29.6918564533975,109647.987789919
"PM",5,"t1000","A",780.352,15.7605125647389,16398.3300012255
"PM",5,"t1000","A",1487.529,21.7599445469213,43158.0647359163
"PM",5,"t1000","A",2554.306,28.5142219276377,97112.0642067953
"PM",5,"t1000","A",1513.663,21.9502596169297,44300.3944300542
"PM",5,"t1000","A",2637.934,28.9772405742913,101920.064182803
"PM",5,"t1000","A",2030.065,25.4202627660632,68806.3809762507
"PM",5,"t1000","A",2769.125,29.6890529249198,109616.931574291
"PM",5,"t1000","A",1725.869,23.4384548329904,53935.6034722112
"PM",5,"t1000","A",1803.747,23.9614378173421,57627.1621049566
"PM",5,"t1000","A",1488.575,21.767593776668,43203.5945414715
"PM",5,"t1000","A",1426.377,21.3079773916995,40524.2784907202
"PM",5,"t1000","A",1129.498,18.9612863441492,28555.6466708585
"PM",5,"t1000","A",1899.396,24.5885445803111,62271.1776288862
"PM",5,"t1000","A",2245.929,26.7376402168717,80067.7887395179
"PM",5,"t1000","A",3654.535,34.1068119281864,166192.717239966
"PM",5,"t1000","A",1887.375,24.5106124247464,61680.9561668743
"PM",5,"t1000","A",1212.08,19.6422261173638,31743.9325764458
"PM",5,"t1000","A",2682.884,29.2230816425016,104536.184225815
"PM",5,"t1000","A",3619.516,33.9430070264909,163809.676027328
"PM",5,"t1000","A",1331.25,20.5851897242209,36538.7117604922
"PM",5,"t1000","A",2073.969,25.6936730799376,71050.5086185668
"PM",5,"t1000","A",2149.234,26.1557341690562,74953.057561463
"PM",5,"t1000","A",1289.436,20.259324431019,34830.8030093805
"PM",5,"t1000","A",2159.688,26.2192685152065,75500.5861080924
"PM",5,"t1000","A",2248.02,26.7500839314363,80179.6315727298
"PM",5,"t1000","A",2273.108,26.8989358295726,81525.5816342508
"PM",5,"t1000","A",1993.478,25.1901519505121,66954.6849733374
"PM",5,"t1000","A",1274.801,20.1440254471886,34239.498378802
"PM",5,"t1000","A",1479.167,21.6986976433338,42794.6633293295
"PM",5,"t1000","A",2779.056,29.7422426702894,110207.143928432
"PM",5,"t1000","A",1747.821,23.5870452490268,54967.9106855991
"PM",5,"t1000","A",2008.635,25.2857346785649,67719.7489014389
"PM",5,"t1000","A",2357.781,27.3953463521873,86122.9694901421
"PM",5,"t1000","A",2431.478,27.8201992343403,90192.2698585538
"PM",5,"t1000","A",2356.213,27.3862354451058,86037.071969092
"PM",5,"t1000","A",1753.57,23.625805110415,55239.3374232938
"PM",5,"t1000","A",1961.594,24.9878923256606,65354.7995448825
"PM",5,"t1000","A",2134.077,26.0633422065829,74161.5721949304
"PM",5,"t1000","A",1959.504,24.9745769777324,65250.3779815661
"PM",5,"t1000","A",1257.553,20.0072874798181,33546.9658561435
"PM",5,"t1000","A",2598.734,28.7611321710733,99656.7094019493
"PM",5,"t1000","A",1975.184,25.0743014704706,66035.1454342
"PM",5,"t1000","A",1665.238,23.0230692621319,51118.5197492454
"PM",5,"t1000","A",1872.74,24.4153979335138,60964.923101345
"PM",5,"t1000","A",2328.511,27.2247694459972,84524.2335032913
"PM",5,"t1000","A",1733.186,23.4880871591396,54278.9651080007
"PM",5,"t1000","A",1447.806,21.467439602249,41440.9171476983
"PM",5,"t1000","A",2237.566,26.6878133009941,79620.991542203
"PM",5,"t1000","A",1430.558,21.339183540129,40702.5863023998
"PM",5,"t1000","A",1844.516,24.2307176539239,59591.9285388602
"PM",5,"t1000","A",1687.191,23.1743300912953,52132.6948814169
"PM",5,"t1000","A",4154.211,36.3638066020796,201417.233850976
"PM",5,"t1000","A",3183.606,31.8335242081997,135127.19822716
"PM",5,"t1000","A",2271.54,26.8896567263684,81441.2411202864
"PM",5,"t1000","A",2390.187,27.5829685118911,87904.6036780419
"PM",5,"t1000","A",2400.118,27.6402114211825,88453.0252743809
"PM",5,"t1000","A",1704.962,23.2960567514695,52958.5220147986
"PM",5,"t1000","A",4115.533,36.1941271591903,198610.832973125
"PM",5,"t1000","A",1825.699,24.1068048670051,58682.3593851818
"PM",5,"t1000","A",1723.255,23.4206981731042,53813.1136403903
"PM",5,"t1000","A",3294.412,32.3827717893715,142242.922634889
"PM",5,"t1000","A",3131.338,31.5711235527496,131813.145177893
"PM",5,"t1000","A",2536.013,28.4119342775288,96070.7129106114
"PM",5,"t1000","A",2116.829,25.957804184109,73264.3102309911
"PM",5,"t1000","A",1756.184,23.6434077314966,55362.8991513742
"PM",5,"t1000","A",1424.286,21.2923534291813,40435.2011949798
"PM",5,"t1000","A",2107.42,25.9000505856928,72776.3794737342
"PM",5,"t1000","A",1456.692,21.5332177048587,41823.021286568
"PM",5,"t1000","A",2540.717,28.4382724351396,96338.1363021209
"PM",5,"t1000","A",2213.523,26.5440436669925,78341.1348931896
"PM",5,"t1000","A",1647.99,22.9035261331531,50326.3760428999
"PM",5,"t1000","A",2137.736,26.0856762007618,74352.385464949
"PM",5,"t1000","A",2020.134,25.3580090625429,68302.1017060679
"PM",5,"t1000","A",1455.124,21.5216252830334,41755.5112911316
"PM",5,"t1000","A",1327.591,20.5568806025774,36388.1729014085
"PM",5,"t1000","A",3022.099,31.0155443080747,124976.060583851
"PM",5,"t1000","A",2176.936,26.3237582877027,76406.8494290645
"PM",5,"t1000","A",1345.885,20.6980313355273,37142.8932053549
"PM",5,"t1000","A",1248.145,19.9323077663091,33171.2137026399
"PM",5,"t1000","A",2981.331,30.8056347327272,122455.725071142
"PM",5,"t1000","A",2528.173,28.3679830069558,95625.5582701926
"PM",5,"t1000","A",112.375,5.98080876302724,896.124512993582
"PM",5,"t1000","A",1770.296,23.7382121961958,56031.5494641022
"PM",5,"t1000","A",2863.729,30.1919401836189,115282.046226793
"PM",5,"t1000","A",1709.666,23.3281715929967,53177.8424196163
"PM",5,"t1000","A",1608.79,22.6294887656266,48541.4603083366
"PM",5,"t1000","A",1134.202,19.0007291841505,28734.2200561625
"PM",5,"t1000","A",1844.516,24.2307176539239,59591.9285388602
"PM",5,"t1000","A",1626.038,22.7504718788538,49324.1757239303
"PM",5,"t1000","A",2568.941,28.5957919513147,97947.8698282697
"PM",5,"t1000","A",2281.471,26.9483723876159,81975.9067993952
"PM",5,"t1000","A",1997.136,25.2132531192139,67139.0606419926
"PM",5,"t1000","A",3287.618,32.3493633847064,141803.132469469
"PM",5,"t1000","A",3130.816,31.5684919599019,131780.186298576
"PM",5,"t1000","A",1588.405,22.4856624266167,47621.7848356669
"PM",5,"t1000","A",2016.475,25.335033604526,68116.6158502486
"PM",5,"t1000","A",1770.819,23.7417184370065,56056.3814678685
"PM",5,"t1000","A",2046.79,25.5247623288077,69658.4377159737
"PM",5,"t1000","A",1118.522,18.868932415854,28140.4213648611
"PM",5,"t1000","A",2291.924,27.0100364231872,82539.9342922358
"PM",5,"t1000","A",2014.907,25.3251814967025,68037.1806319685
"PM",5,"t1000","A",1757.229,23.6504410738755,55412.3212237402
"PM",5,"t1000","A",1917.167,24.7033036164259,63147.1446458564
"PM",5,"t1000","A",888.545,16.8176293757229,19924.2939915356
"PM",5,"t1000","A",3450.169,33.1394463095695,152448.920445922
"PM",5,"t1000","A",2084.945,25.7615722666429,71615.281719301
"PM",5,"t1000","A",3101.023,31.4179292472199,129903.628277336
"PM",5,"t1000","A",3613.766,33.9160352068878,163419.486513939
"PM",5,"t1000","A",2258.996,26.8153083079356,80767.5656085243
"PM",5,"t1000","A",3418.809,32.9884935041617,150375.144651293
"PM",5,"t1000","A",2416.843,27.7363483583202,89379.1991671569
"PM",5,"t1000","A",2079.196,25.7260304383283,71319.2794443338
"PM",5,"t1000","A",1369.405,20.8781021572727,38120.7699795733
"PM",5,"t1000","A",1511.05,21.9313053309195,44185.7318937145
"PM",5,"t1000","A",1920.303,24.7234995372498,63302.1471091726
"PM",5,"t1000","A",2402.731,27.6552532286411,88597.5123270748
"PM",5,"t1000","A",1822.563,24.086091860092,58531.2264517397
"PM",5,"t1000","A",2289.834,26.9977184206328,82427.058082655
"PM",5,"t1000","A",1748.866,23.5940953929304,55017.2149779369
"PM",5,"t1000","A",2688.634,29.2543805699227,104872.429665645
"PM",5,"t1000","A",2423.115,27.7723146291453,89727.3495501351
"PM",5,"t1000","A",3933.12,35.3829193191742,185553.690176841
"PM",5,"t1000","A",2588.803,28.7061245779059,99086.0019008755
"PM",5,"t1000","A",984.195,17.6996892185331,23226.5941739122
"PM",5,"t1000","A",3443.374,33.1067966742212,151998.7771884
"PM",5,"t1000","A",4075.81,36.0190313196615,195742.304057319
"PM",5,"t1000","A",2332.17,27.2461514210953,84723.542612981
"PM",5,"t1000","A",1800.088,23.9371219322793,57451.9012597771
"PM",5,"t1000","A",1895.738,24.5648559331067,62091.3744758878
"PM",5,"t1000","A",3058.687,31.2027292210448,127252.509643906
"PM",5,"t1000","A",1232.465,19.8067108292999,32548.1038163108
"PM",5,"t1000","A",2216.137,26.5597122770125,78479.9481152554
"PM",5,"t1000","A",1697.644,23.2460075802404,52617.9270567329
"PM",5,"t1000","A",2497.335,28.1944395158477,93881.2808110795
"PM",5,"t1000","A",1879.535,24.4596519175652,61297.0291558412
"PM",5,"t1000","A",1138.383,19.0357180889916,28893.2504870674
"PM",5,"t1000","A",1995.568,25.2033534068785,67060.0074019436
"PM",5,"t1000","A",2168.051,26.2699841463723,75939.5538647022
"PM",5,"t1000","A",1892.079,24.5411379349194,61911.6956303525
"PM",5,"t1000","A",727.039,15.2126165185736,14746.8873347296
"PM",5,"t1000","A",1621.857,22.7212041291034,49134.0586202869
"PM",5,"t1000","A",2920.701,30.4907855406659,118739.290425878
"PM",5,"t1000","A",2729.925,29.4781633763076,107297.566873422
"PM",5,"t1000","A",1868.559,24.3881283131301,60760.8755368721
"PM",5,"t1000","A",1915.077,24.6898347889004,63043.9129840306
"PM",5,"t1000","A",1585.792,22.4671598345489,47504.3231044652
"PM",5,"t1000","A",403.504,11.3331069135831,6097.27196274456
"PM",5,"t1000","A",1990.864,25.1736309110825,66823.034040215
"PM",5,"t1000","A",2539.672,28.432423485594,96278.7064246742
"PM",5,"t1000","A",2204.115,26.4875743469648,77842.213242347
"PM",5,"t1000","A",4339.237,37.1647956484964,215022.475167192
"PM",5,"t1000","A",1078.799,18.5308496001988,26654.7493571265
"PM",5,"t1000","A",1817.337,24.0515349536696,58279.6591707961
"PM",5,"t1000","A",2265.268,26.8525082488728,81104.1702078769
"PM",5,"t1000","A",2975.059,30.7732138666091,122069.50249704
"PM",5,"t1000","A",1518.367,21.9843404939794,44507.0628304294
"PM",5,"t1000","A",2426.774,27.793275368941,89930.6640535819
"PM",5,"t1000","A",2084.423,25.7583471497857,71588.3883213305
"PM",5,"t1000","A",2219.795,26.5816232348844,78674.3391315737
"PM",5,"t1000","A",2295.06,27.0285087895165,82709.3991766236
"PM",5,"t1000","A",2875.228,30.2524957223772,115977.097027812
"PM",5,"t1000","A",1885.807,24.500428803076,61604.1068531231
"PM",5,"t1000","A",2066.129,25.6450635957689,70648.0128027498
"PM",5,"t1000","A",2371.371,27.4741848488639,86868.6469323136
"PM",5,"t1000","A",1272.188,20.1233699335967,34134.2796654434
"PM",5,"t1000","A",1728.482,23.4561912656495,54058.1391883098
"PM",5,"t1000","A",1278.983,20.1770397521788,34408.1211111478
"PM",5,"t1000","A",1400.766,21.1158155426241,39437.7552991725
"PM",5,"t1000","A",2423.638,27.7753116261674,89756.4009586948
"PM",5,"t1000","A",1461.396,21.5679575859525,42025.7692590409
"PM",5,"t1000","A",2179.027,26.3363975585388,76516.9618170534
"PM",5,"t1000","A",877.569,16.713434372038,19556.2558512467
"PM",5,"t1000","A",2121.01,25.9834264810221,73481.476534017
"PM",5,"t1000","A",2316.49,27.1544042145264,83870.5410918777
"PM",5,"t1000","A",1561.226,22.2924577013656,46404.752756363
"PM",5,"t1000","A",2494.722,28.1796855177661,93733.9752190034
"PM",5,"t1000","A",1929.711,24.7839885566793,63767.9137889308
"PM",5,"t1000","A",1513.14,21.9464671685477,44277.4364418883
"PM",5,"t1000","A",1673.079,23.0772092347946,51479.9921991213
"PM",5,"t1000","A",1771.341,23.745217457473,56081.1696484503
"PM",5,"t1000","A",1445.716,21.4519391993844,41351.215642103
"PM",5,"t1000","A",1710.711,23.335299948862,53226.6057477569
"PM",5,"t1000","A",2532.354,28.3914302830461,95862.8693906572
"PM",5,"t1000","A",1798.52,23.9266942242189,57376.8507948563
"PM",5,"t1000","A",1824.131,24.0964505891288,58606.7766794641
"PM",5,"t1000","A",1744.685,23.5658754086617,54820.0391164813
"PM",5,"t1000","A",2172.755,26.2984675742763,76186.8358857956
"PM",5,"t1000","A",1446.238,21.455811641014,41373.6134881024
"PM",5,"t1000","A",1599.904,22.5669063042543,48139.8448850688
"PM",5,"t1000","A",2243.838,26.7251907082974,79955.9979580328
"PM",5,"t1000","A",2037.905,25.4693012979033,69205.3552820048
"PM",5,"t1000","A",1732.663,23.4845430512255,54254.3984223541
"PM",5,"t1000","A",1203.718,19.5743541292524,31416.0032050072
"PM",5,"t1000","A",1317.66,20.479848745265,35980.6366635812
"PM",5,"t1000","A",3949.323,35.4557266831894,186701.489162178
"PM",5,"t1000","A",1574.293,22.3855539500352,46988.5611795504
"PM",5,"t1000","A",1901.487,24.6020753301415,62374.0352177131
"PM",5,"t1000","A",948.653,17.3771582388465,21979.857726342
"PM",5,"t1000","A",2549.08,28.485037557872,96814.1860506937
"PM",5,"t1000","A",1386.131,21.0052184193791,38821.3125504965
"PM",5,"t1000","A",2747.173,29.5711400686071,108316.050100928
"PM",5,"t1000","A",2145.576,26.1334661374773,74761.7836551786
"PM",5,"t1000","A",2830.278,30.0150873403441,113268.055156606
"PM",5,"t1000","A",3795.657,34.7591016521243,175911.503332796
"PM",5,"t1000","A",1992.955,25.1868473457759,66928.3378026676
"PM",5,"t1000","A",1823.609,24.0930025782121,58581.6217848678
"PM",5,"t1000","A",3895.487,35.2132364828971,182896.939929402
"PM",5,"t1000","A",1316.092,20.467659727663,35916.4309683993
"PM",5,"t1000","A",1984.069,25.1306342452949,66481.2164752373
"PM",5,"t1000","A",1883.193,24.4834423538054,61476.0630087864
"PM",5,"t1000","A",1341.181,20.6618288508511,36948.3363733511
"PM",5,"t1000","A",2619.118,28.8737104037898,100831.539527137
"PM",5,"t1000","A",2134.077,26.0633422065829,74161.5721949304
"PM",5,"t1000","A",2140.872,26.104802674107,74516.0548140278
"PM",5,"t1000","A",2275.199,26.9113049615858,81638.0988497268
"PM",5,"t1000","A",1760.888,23.6750514014733,55585.4852163167
"PM",5,"t1000","A",1495.892,21.8210268379662,43522.5326382653
"PM",5,"t1000","A",1867.513,24.3813012465855,60709.8627132194
"PM",5,"t1000","A",2483.223,28.1146657547084,93086.6461858722
"PM",5,"t1000","A",2056.721,25.5866103151983,70166.0250054466
"PM",5,"t1000","A",2225.545,26.6160285476046,78980.2256719716
"PM",5,"t1000","A",1339.613,20.6497472517299,36883.5598201755
"PM",5,"t1000","A",2933.245,30.5561922054953,119505.064007744
"PM",5,"t1000","A",2320.149,27.1758415531044,84069.3354714581
"PM",5,"t1000","A",3407.31,32.9329691691,149617.113572755
"PM",5,"t1000","A",1406.515,21.159102758997,39680.7938894275
"PM",5,"t1000","A",1604.086,22.5963809511393,48328.7177791857
"PM",5,"t1000","A",996.739,17.8121272633267,23672.055888428
"PM",5,"t1000","A",3173.152,31.7812153946929,134462.169589468
"PM",5,"t1000","A",1158.245,19.2010633591722,29652.7141739258
"PM",5,"t1000","A",2394.368,27.6070825253613,88135.3532961125
"PM",5,"t1000","A",1858.105,24.3198106708817,60251.6824088249
"PM",5,"t1000","A",3187.787,31.8544206845481,135393.477534311
"PM",5,"t1000","A",2180.072,26.3427118989763,76572.0114867001
"PM",5,"t1000","A",1045.347,18.2412796862656,25424.6226615983
"PM",5,"t1000","A",1910.372,24.6594868942705,62811.7243962419
"PM",5,"t1000","A",2414.753,27.7243530599357,89263.2862993853
"PM",5,"t1000","A",2515.106,28.2945773002561,94885.1481804506
"PM",5,"t1000","A",1377.245,20.9377816207256,38448.6067309816
"PM",5,"t1000","A",2079.719,25.729265791784,71346.1905642977
"PM",5,"t1000","A",2324.853,27.2033765151322,84325.1353351127
"PM",5,"t1000","A",3157.995,31.7052208479768,133499.905215742
"PM",5,"t1000","A",3882.42,35.1541273297699,181977.449370193
"PM",5,"t1000","A",1710.711,23.335299948862,53226.6057477569
"PM",5,"t1000","A",3253.644,32.1817813571992,139610.746429551
"PM",5,"t1000","A",1683.532,23.1491874437694,51963.1971141119
"PM",5,"t1000","A",3340.408,32.6080494707584,145232.252422023
"PM",5,"t1000","A",1831.971,24.1481775813829,58985.0147092582
"PM",5,"t1000","A",3002.761,30.9161529325226,123778.424394419
"PM",5,"t1000","A",2359.872,27.4074914526725,86237.5622258681
"PM",5,"t1000","A",3352.429,32.6666694572501,146016.920029199
"PM",5,"t1000","A",1848.697,24.2581642268807,59794.6605756556
"PM",5,"t1000","A",1577.429,22.4078389286654,47129.0332712076
"PM",5,"t1000","A",3025.758,31.0343146307389,125203.101024634
"PM",5,"t1000","A",2096.967,25.8357374019238,72235.5850033333
"PM",5,"t1000","A",1801.134,23.944075646008,57501.9849927961
"PM",5,"t1000","A",1562.272,22.299924271354,46451.3963883423
"PM",5,"t1000","A",1133.157,18.9919739810891,28694.517680652
"PM",5,"t1000","A",1657.398,22.9688086051768,50757.9432594704
"PM",5,"t1000","A",2644.206,29.0116685302052,102283.77066344
"PM",5,"t1000","A",2152.893,26.1779893382949,75144.5466673195
"PM",5,"t1000","A",1635.969,22.8198401876571,49776.7348426149
"PM",5,"t1000","A",1048.483,18.2686207578908,25539.1177307942
"PM",5,"t1000","A",933.495,17.2377692061107,21455.1618200777
"PM",5,"t1000","A",2376.597,27.5044418335428,87155.965264363
"PM",5,"t1000","A",1391.88,21.0487330825752,39063.0808039663
"PM",5,"t1000","A",1679.873,23.124017458764,51793.883440675
"PM",5,"t1000","A",1181.765,19.3950375778442,30560.502110908
"PM",5,"t1000","A",2677.135,29.1917546089412,104200.357300011
"PM",5,"t1000","A",1274.279,20.1399007806989,34218.4701692375
"PM",5,"t1000","A",3620.561,33.9479065603679,163880.62203215
"PM",5,"t1000","A",1930.757,24.7907047281548,63819.768918424
"PM",5,"t1000","A",1161.904,19.2313683859597,29793.3384708269
"PM",5,"t1000","A",1569.589,22.3520848232403,46778.1152874999
"PM",5,"t1000","A",1178.629,19.3692865858016,30438.9371724491
"PM",5,"t1000","A",1388.221,21.0210482257177,38909.1474519387
"PM",5,"t1000","A",1639.627,22.8453383374786,49943.7780830201
"PM",5,"t1000","A",1813.155,24.0238456888894,58078.6079067177
"PM",5,"t1000","A",1606.699,22.6147778194173,48446.8545435734
"PM",5,"t1000","A",1271.142,20.1150954594662,34092.190230049
"PM",5,"t1000","A",2187.912,26.3900363717095,76985.4363441328
"PM",5,"t1000","A",914.156,17.0582792893723,20791.9044827406
"PM",5,"t1000","A",1154.064,19.1663763004072,29492.2998650042
"PM",5,"t1000","A",2251.156,26.7687356844128,80347.4665978401
"PM",5,"t1000","A",2145.576,26.1334661374773,74761.7836551786
"PM",5,"t1000","A",1987.205,25.1504870206098,66638.8980797211
"PM",5,"t1000","A",4228.953,36.6894746229297,206877.41836675
"PM",5,"t1000","A",2382.347,27.5376942103055,87472.4575851183
