"Time","Condition","Line","EvoTime","Area","Radius","Volume"
"4h","PM",3,"t600",5503.225,41.8536847050984,307106.992014954
"4h","PM",3,"t600",3702.094,34.3280223692204,169447.420859942
"4h","PM",3,"t600",2030.585,25.4235182505591,68832.8197424154
"4h","PM",3,"t600",643.933,14.3167817591799,12292.064304712
"4h","PM",3,"t600",4883.858,39.4281661267398,256748.75275121
"4h","PM",3,"t600",1426.375,21.307962453163,40524.1932588405
"4h","PM",3,"t600",682.611,14.7404826826601,13416.0208326578
"4h","PM",3,"t600",6058.827,43.9156524803774,354769.78796097
"4h","PM",3,"t600",4349.163,37.2072785826208,215760.692456303
"4h","PM",3,"t600",3332.564,32.5697415946181,144720.997770036
"4h","PM",3,"t600",991.511,17.7653526156949,23486.0567164536
"4h","PM",3,"t600",2603.957,28.7900200815749,99957.29909541
"4h","PM",3,"t600",2419.454,27.751326587515,89524.0774899594
"4h","PM",3,"t600",861.365,16.5584116120086,19017.1149575704
"4h","PM",3,"t600",2998.576,30.8946012318244,123519.746377759
"4h","PM",3,"t600",1213.647,19.654918937439,31805.5112048881
"4h","PM",3,"t600",674.771,14.6555887022706,13185.5549922931
"4h","PM",3,"t600",5059.476,40.1308015084376,270721.102790272
"4h","PM",3,"t600",1795.382,23.9058118472564,57226.752381268
"4h","PM",3,"t600",2474.857,28.06726652154,92616.6280289318
"4h","PM",3,"t600",7069.154,47.4360791503228,447110.598226428
"4h","PM",3,"t600",1070.957,18.4633745771929,26364.6403294224
"4h","PM",3,"t600",8088.366,50.7405839626708,547211.218858415
"4h","PM",3,"t600",1335.43,20.617482176697,36710.938964302
"4h","PM",3,"t600",1308.251,20.4065976318893,35595.9356780224
"4h","PM",3,"t600",3443.37,33.1067774449384,151998.512334103
"4h","PM",3,"t600",2303.943,27.0807650206552,83190.0520053112
"4h","PM",3,"t600",6676.104,46.0984804998077,410344.333411584
"4h","PM",3,"t600",1279.504,20.1811489418146,34429.1477275301
"4h","PM",3,"t600",4420.769,37.5123243379403,221111.09406815
"4h","PM",3,"t600",4998.323,39.8875372170284,265827.726246972
"4h","PM",3,"t600",5946.975,43.5084007450038,344991.162027359
"4h","PM",3,"t600",7301.743,48.2101336160074,469357.340879663
"4h","PM",3,"t600",960.673,17.4869011917447,22398.9251047692
"4h","PM",3,"t600",5707.068,42.6217804124036,324327.198792874
"4h","PM",3,"t600",5890.003,43.2994940449907,340045.53309797
"4h","PM",3,"t600",1184.9,19.4207462302347,30682.1896109401
"4h","PM",3,"t600",3795.129,34.7566839621216,175874.798997977
"4h","PM",3,"t600",3283.433,32.3287671358204,141532.454484091
"4h","PM",3,"t600",4232.607,36.7053218543404,207145.602957245
"4h","PM",3,"t600",1949.571,24.9111967419717,64754.8623245899
"4h","PM",3,"t600",4615.204,38.3283845205479,235857.751403694
"4h","PM",3,"t600",1321.318,20.5082564396049,36130.5711763544
"4h","PM",3,"t600",977.921,17.643183448764,23004.8528018649
"4h","PM",3,"t600",1406.513,21.1590877153535,39680.7092530466
"4h","PM",3,"t600",587.485,13.6748778233915,10711.7141307669
"4h","PM",3,"t600",4444.812,37.6141941536483,222917.362059288
"4h","PM",3,"t600",4504.92,37.8676718648913,227454.443116782
"4h","PM",3,"t600",3700.003,34.3183265007151,169303.881343501
"4h","PM",3,"t600",1367.313,20.8621486287395,38033.4493706769
"4h","PM",3,"t600",1107.544,18.7761072798261,27727.1532815037
"4h","PM",3,"t600",7916.93,50.1999709882888,529906.208421751
"4h","PM",3,"t600",1003.01,17.8680720543993,23895.8066017107
"4h","PM",3,"t600",3260.435,32.2153487294434,140048.067379577
"4h","PM",3,"t600",1171.833,19.3133639963733,30176.0496959495
"4h","PM",3,"t600",1016.599,17.9887051225083,24383.0661851157
"4h","PM",3,"t600",4393.59,37.3968331926413,219075.136462476
"4h","PM",3,"t600",4987.87,39.8458069563103,264994.273524228
"4h","PM",3,"t600",1887.373,24.510599438128,61680.8581244506
"4h","PM",3,"t600",5685.115,42.5397262402071,322457.647658793
"4h","PM",3,"t600",3703.139,34.3328669588305,169519.171489409
"4h","PM",3,"t600",1012.94,17.9563029633332,24251.543364905
"4h","PM",3,"t600",5400.781,41.4622959496164,298571.706908087
"4h","PM",3,"t600",571.804,13.4911402838839,10285.7173051813
"4h","PM",3,"t600",802.303,15.9806438110269,17095.0912953578
"4h","PM",3,"t600",6178.519,44.3473074681472,365334.242387719
"4h","PM",3,"t600",5179.691,40.6047639160383,280426.840284038
"4h","PM",3,"t600",3677.528,34.2139374980095,167763.617518907
"4h","PM",3,"t600",943.425,17.3292095714993,21798.412719989
"4h","PM",3,"t600",6329.049,44.8842830714899,378766.43585244
"4h","PM",3,"t600",3914.299,35.2981595721268,184223.400953355
"4h","PM",3,"t600",2353.074,27.3679870856816,85865.1984582043
"4h","PM",3,"t600",8557.204,52.1904457855217,595472.388583532
"4h","PM",3,"t600",2011.769,25.3054531952715,67878.3016922643
"4h","PM",3,"t600",1248.143,19.9322917967577,33171.1339734408
"4h","PM",3,"t600",5467.683,41.7183119675167,304136.673511317
"4h","PM",3,"t600",1119.566,18.8777362529314,28179.8288876659
"4h","PM",3,"t600",1022.349,18.0395064741282,24590.2285390913
"4h","PM",3,"t600",856.139,16.5081043020543,18844.3092120753
"4h","PM",3,"t600",5511.065,41.8834868761123,307763.491467869
"4h","PM",3,"t600",1750.432,23.6046565468016,55091.1282247081
"4h","PM",3,"t600",947.606,17.3675662660914,21943.4799988611
"4h","PM",3,"t600",3684.323,34.2455316033249,168228.799644476
"4h","PM",3,"t600",2477.471,28.0820852508079,92763.4024378724
"4h","PM",3,"t600",6018.581,43.7695537228554,351240.805886476
"4h","PM",3,"t600",5388.237,41.4141172331524,297532.105064012
"4h","PM",3,"t600",1259.642,20.0238982631335,33630.5910079601
"4h","PM",3,"t600",611.005,13.9459288685884,11361.3763578025
"4h","PM",3,"t600",864.501,16.5885266047281,19121.0637844188
"4h","PM",3,"t600",850.389,16.4525750507921,18654.7851264908
"4h","PM",3,"t600",5297.815,41.0651542024717,290074.119881557
"4h","PM",3,"t600",1317.136,20.4757761818343,35959.1759160487
"4h","PM",3,"t600",2761.282,29.6469789209854,109151.558998528
"4h","PM",3,"t600",458.907,12.0861339947456,7395.21532416895
"4h","PM",3,"t600",928.267,17.1894317276101,21275.1762953246
"4h","PM",3,"t600",2799.437,29.8511050523878,111421.717299388
"4h","PM",3,"t600",3494.592,33.3521091054042,155402.68488383
"4h","PM",3,"t600",5744.7,42.7620720166835,327540.366818989
"4h","PM",3,"t600",4701.445,38.6848345330486,242499.495854972
"4h","PM",3,"t600",877.045,16.7084437973159,19538.7427869558
"4h","PM",3,"t600",2457.086,27.9663148270162,91620.8541774052
"4h","PM",3,"t600",141.122,6.70227780370442,1261.11846428583
"4h","PM",3,"t600",1309.819,20.4188231005454,35659.9499396444
"4h","PM",3,"t600",712.926,15.0642422284516,14319.5866066148
"4h","PM",3,"t600",2461.268,27.9901042682553,91854.8639361604
"4h","PM",3,"t600",1738.411,23.5234650413295,54524.6005146168
"4h","PM",3,"t600",5446.777,41.6384794023328,302394.015898133
"4h","PM",3,"t600",8700.939,52.6269408457503,610538.402740643
"4h","PM",3,"t600",5927.113,43.4356842288511,343264.278208958
"4h","PM",3,"t600",1436.306,21.3820111164758,40948.1478115479
"4h","PM",3,"t600",6066.144,43.9421620566681,355412.643609447
"4h","PM",3,"t600",820.597,16.1618110888836,17683.1115921395
"4h","PM",3,"t600",6171.724,44.3229146604527,364731.728213157
"4h","PM",3,"t600",692.019,14.841714494189,13694.3312300723
"4h","PM",3,"t600",1310.341,20.4228914351508,35681.2693147025
"4h","PM",3,"t600",530.513,12.9949041031099,9191.95408060416
"4h","PM",3,"t600",5063.134,40.1453061673875,271014.752795346
"4h","PM",3,"t600",6042.624,43.8568917924132,353347.609213652
"4h","PM",3,"t600",3785.199,34.7111835418068,175184.982975018
"4h","PM",3,"t600",3535.884,33.5485742409284,158165.155841748
"4h","PM",3,"t600",1116.43,18.851278636532,28061.510677578
"4h","PM",3,"t600",740.628,15.3541269496031,15162.2617792409
"4h","PM",3,"t600",1438.919,21.40145189275,41059.9410080853
"4h","PM",3,"t600",1007.714,17.9099226309276,24064.1063654701
"4h","PM",3,"t600",1372.017,20.8980040939853,38229.8891773566
"4h","PM",3,"t600",1220.964,19.7140790267896,32093.5743798202
"4h","PM",3,"t600",3537.974,33.5584877677945,158305.409602366
"4h","PM",3,"t600",488.177,12.4656153200532,8113.90225346347
"4h","PM",3,"t600",3756.452,34.5791238838533,173193.092095665
"4h","PM",3,"t600",4471.991,37.7290199478457,224965.116860782
"4h","PM",3,"t600",4949.192,39.6910158880033,261917.944406372
"4h","PM",3,"t600",964.855,17.5249218324608,22545.344606212
"4h","PM",3,"t600",2314.397,27.1421341396381,83756.8984351679
"4h","PM",3,"t600",4445.335,37.6164070306937,222956.707663718
"4h","PM",3,"t600",6783.252,46.4669363319336,420262.585076615
"4h","PM",3,"t600",2147.141,26.1429953779316,74843.5963183564
"4h","PM",3,"t600",929.835,17.2039435310543,21329.1051109305
"4h","PM",3,"t600",5726.929,42.6958794050743,326021.693260564
"4h","PM",3,"t600",3743.385,34.5189289128749,172290.187611363
"4h","PM",3,"t600",1108.067,18.7805399457527,27746.7954080939
"4h","PM",3,"t600",1315.568,20.4635847384332,35894.9829962282
"4h","PM",3,"t600",4429.655,37.5500063766101,221778.09799491
"4h","PM",3,"t600",4741.69,38.8500553953121,245619.892223197
"4h","PM",3,"t600",752.649,15.4782304391149,15532.8995490259
"4h","PM",3,"t600",4480.877,37.766485776063,225635.969979717
"4h","PM",3,"t600",941.334,17.3099947545033,21725.9821363142
"4h","PM",3,"t600",1868.034,24.3847019651143,60735.2698009339
"4h","PM",3,"t600",3332.564,32.5697415946181,144720.997770036
"4h","PM",3,"t600",903.702,16.9604622803762,20436.2715782674
"4h","PM",3,"t600",3894.437,35.2084904280195,182822.997116034
"4h","PM",3,"t600",860.32,16.5483643083429,18982.5183756715
"4h","PM",3,"t600",3075.931,31.2905616203863,128330.144660742
"4h","PM",3,"t600",997.783,17.8214531721215,23709.2573472519
"4h","PM",3,"t600",541.489,13.1286443306144,9478.68865325344
"4h","PM",3,"t600",1941.208,24.8577090163004,64338.644805486
"4h","PM",3,"t600",4768.347,38.9591066485722,247694.052413865
"4h","PM",3,"t600",7529.629,48.9566680851155,491500.730342747
"4h","PM",3,"t600",2073.444,25.6904208538604,71023.5319692155
"4h","PM",3,"t600",1527.251,22.0485621296283,44898.251414716
"4h","PM",3,"t600",5195.893,40.6682198953084,281743.625435325
"4h","PM",3,"t600",5935.476,43.4663167292401,343991.039673071
"4h","PM",3,"t600",1477.597,21.6871789980973,42726.547501402
"4h","PM",3,"t600",5928.158,43.4395130987852,343355.062790224
"4h","PM",3,"t600",5872.232,43.2341242488478,338507.743874747
"4h","PM",3,"t600",4907.901,39.5250984655486,258647.027045553
"4h","PM",3,"t600",736.446,15.31071658808,15034.0213179002
"4h","PM",3,"t600",3378.559,32.7937300524844,147727.402416522
"4h","PM",3,"t600",1829.879,24.1343857643013,58884.0075839918
"4h","PM",3,"t600",4824.796,39.1890324659848,252105.449447671
"4h","PM",3,"t600",4447.948,37.6274610043173,223153.319892308
"4h","PM",3,"t600",3040.912,31.1119326403058,126144.865745463
"4h","PM",3,"t600",866.592,16.6085761246346,19190.4789346658
"4h","PM",3,"t600",1182.809,19.4036027110216,30601.0078920276
"4h","PM",3,"t600",4572.867,38.1521791553721,232619.788050252
"4h","PM",3,"t600",1253.37,19.9739846311691,33379.7241562245
"4h","PM",3,"t600",3339.359,32.6029290588563,145163.846105404
"4h","PM",3,"t600",5238.23,40.8335694631821,285194.171425499
"4h","PM",3,"t600",817.461,16.1308994749111,17581.8416208804
"4h","PM",3,"t600",2254.289,26.7873566261281,80515.2578418104
"4h","PM",3,"t600",2922.788,30.5016772591172,118866.581697094
"4h","PM",3,"t600",8083.662,50.7258270624367,546733.920857588
"4h","PM",3,"t600",6056.213,43.9061780474547,354540.22169508
"4h","PM",3,"t600",2136.165,26.0760893927712,74270.4393302789
"4h","PM",3,"t600",3332.041,32.5671858082599,144686.931156987
"4h","PM",3,"t600",2420.499,27.7573190563855,89582.0840248826
"4h","PM",3,"t600",957.537,17.458335931204,22289.336816743
"4h","PM",3,"t600",2867.907,30.2139562248259,115534.422073162
"4h","PM",3,"t600",3078.545,31.3038545320169,128493.766467024
"4h","PM",3,"t600",5230.913,40.8050403953643,284596.821692848
"4h","PM",3,"t600",781.919,15.7763287204262,16447.7482356625
"4h","PM",3,"t600",967.991,17.5533787356433,22655.3501809254
"4h","PM",3,"t600",6202.562,44.4335099251444,367468.800251098
"4h","PM",3,"t600",1866.466,24.3744657382662,60658.8154248518
"4h","PM",3,"t600",3290.227,32.3621968025787,141971.964932211
"4h","PM",3,"t600",5380.397,41.3839770526421,296882.967976139
"4h","PM",3,"t600",1023.394,18.0487237128051,24627.9407404567
"4h","PM",3,"t600",1241.349,19.8779691846114,32900.6628924643
"4h","PM",3,"t600",996.215,17.8074446023169,23653.3912326628
"4h","PM",3,"t600",932.449,17.228108864939,21419.1105106713
"4h","PM",3,"t600",1181.241,19.390737176952,30540.1783648532
"4h","PM",3,"t600",5059.998,40.1328716574108,270763.000427674
"4h","PM",3,"t600",3550.518,33.6179264749256,159148.070762533
"4h","PM",3,"t600",5622.917,42.3063833279436,317180.376030947
"4h","PM",3,"t600",2080.239,25.7324821835182,71372.9506732797
"4h","PM",3,"t600",4806.502,39.1146661057226,250672.961155317
"4h","PM",3,"t600",868.16,16.6235950019639,19242.58698254
"4h","PM",3,"t600",3844.783,34.9833165827852,179337.681174814
"4h","PM",3,"t600",4929.853,39.6133935346723,260384.27594278
"4h","PM",3,"t600",5212.096,40.7315809236395,283062.54667437
"4h","PM",3,"t600",1822.038,24.0826225399673,58505.9378766359
"4h","PM",3,"t600",1104.931,18.7539452076341,27629.0872429551
"4h","PM",3,"t600",3470.027,33.2346791683729,153766.978734122
"4h","PM",3,"t600",1679.871,23.1240036934232,51793.7909446327
"4h","PM",3,"t600",1087.683,18.6069947045202,26984.6824282622
"4h","PM",3,"t600",546.716,13.1918576301769,9616.26618151974
"4h","PM",3,"t600",2664.588,29.1232673820554,103468.678382688
"4h","PM",3,"t600",498.107,12.5917585140976,8362.72407757548
"4h","PM",3,"t600",5593.125,42.1941581520679,314662.934419046
"4h","PM",3,"t600",5779.197,42.8902732481819,330495.117980097
"4h","PM",3,"t600",3648.258,34.0775085466808,165764.724233996
"4h","PM",3,"t600",567.1,13.435532607784,10159.0540558324
"4h","PM",3,"t600",4782.459,39.0167141103482,248794.447396616
"4h","PM",3,"t600",5029.683,40.0124708468566,268333.392541907
"4h","PM",3,"t600",1902.007,24.605439067222,62399.6231252395
"4h","PM",3,"t600",4788.208,39.0401580875938,249243.196368375
"4h","PM",3,"t600",976.876,17.6337542337324,22967.9884011088
"4h","PM",3,"t600",779.306,15.749946163792,16365.3700601601
"4h","PM",3,"t600",3980.678,35.5961958798173,188929.325096639
"4h","PM",3,"t600",1033.847,18.1406648417706,25006.2292328934
"4h","PM",3,"t600",1229.85,19.7856870874664,32444.5696860274
"4h","PM",3,"t600",3095.27,31.3887725374552,129542.301296012
"4h","PM",3,"t600",1480.733,21.710180853659,42862.6416346414
"4h","PM",3,"t600",3476.299,33.2647010963698,154184.062875479
"4h","PM",3,"t600",1091.341,18.6382571475367,27120.9255915332
"4h","PM",3,"t600",272.835,9.31912430419052,3390.11103937843
"4h","PM",3,"t600",877.568,16.7134248494597,19556.2224243875
"4h","PM",3,"t600",5212.096,40.7315809236395,283062.54667437
"4h","PM",3,"t600",1008.759,17.9192065247565,24101.5478062757
"4h","PM",3,"t600",2977.146,30.7840056589867,122197.972415506
"4h","PM",3,"t600",948.129,17.3723583337885,21961.6489795421
"4h","PM",3,"t600",1353.201,20.7542105678292,37446.157992796
"4h","PM",3,"t600",917.814,17.0923746120277,20916.8276162181
"4h","PM",3,"t600",4893.788,39.4682290112896,257532.194022268
"4h","PM",3,"t600",4905.287,39.5145713208283,258440.417347509
"4h","PM",3,"t600",981.58,17.6761595964815,23134.0863156191
"4h","PM",3,"t600",3534.838,33.5436116340823,158094.977415195
"4h","PM",3,"t600",4320.416,37.0841087964458,213625.03598654
"4h","PM",3,"t600",2882.542,30.290949406382,116419.911845028
"4h","PM",3,"t600",2259.516,26.818394448409,80795.4551339884
"4h","PM",3,"t600",890.112,16.8324522696732,19977.0236728845
"4h","PM",3,"t600",1803.222,23.957950446232,57602.0044260738
"4h","PM",3,"t600",4549.869,38.0561201850787,230867.148653819
"4h","PM",3,"t600",3587.628,33.793157004781,161649.701704998
"4h","PM",3,"t600",1491.709,21.7904961395865,43340.1056078487
"4h","PM",3,"t600",3357.129,32.6895602585031,146324.094321424
"4h","PM",3,"t600",3532.748,33.5336937094024,157954.785846005
"4h","PM",3,"t600",1246.575,19.9197677288054,33108.6459420475
"4h","PM",3,"t600",5271.158,40.961710206445,287887.528597845
"4h","PM",3,"t600",732.265,15.2671932196581,14906.1749906572
"4h","PM",3,"t600",1422.716,21.2806148414903,40368.361633101
"4h","PM",3,"t600",4952.328,39.7035887801695,262166.925888692
"4h","PM",3,"t600",989.42,17.7466100308754,23411.8011956649
"4h","PM",3,"t600",2264.22,26.846296029342,81047.8938607422
"4h","PM",3,"t600",528.423,12.9692815910095,9137.688914888
"4h","PM",3,"t600",3074.363,31.2825851971613,128232.029966001
"4h","PM",3,"t600",4074.237,36.0120801364735,195628.999118647
"4h","PM",3,"t600",5344.855,41.2470627647456,293946.092871286
"4h","PM",3,"t600",871.819,16.6585895760375,19364.3665407886
"4h","PM",3,"t600",5854.462,43.1686591509086,336972.366119929
"4h","PM",3,"t600",1483.869,21.7331583646201,42998.8799591339
"4h","PM",3,"t600",2718.946,29.4188271656073,106650.936595492
"4h","PM",3,"t600",6106.39,44.0876888245895,358955.496215447
"4h","PM",3,"t600",4512.237,37.8984121818354,228008.823584171
"4h","PM",3,"t600",4965.917,39.7580240337489,263246.729914136
"4h","PM",3,"t600",4903.196,39.5061483910646,258275.185021966
"4h","PM",3,"t600",4674.788,38.5750079224017,240439.978847398
"4h","PM",3,"t600",2705.879,29.348049961064,105883.029440792
"4h","PM",3,"t600",6879.946,46.7969531936709,429280.681249311
"4h","PM",3,"t600",3666.029,34.1604050581441,166977.380793204
"4h","PM",3,"t600",927.222,17.1797534699165,21239.2604958438
"4h","PM",3,"t600",4833.158,39.2229776137442,252761.130716918
"4h","PM",3,"t600",3557.836,33.6525537250978,159640.356180116
"4h","PM",3,"t600",922.518,17.1361197352988,21077.8385412912
"4h","PM",3,"t600",5815.784,43.0258241421302,333638.532843486
"4h","PM",3,"t600",4119.709,36.2124854559907,198913.202993885
"4h","PM",3,"t600",909.451,17.0143246795086,20631.5927921383
"4h","PM",3,"t600",950.742,17.3962805740236,22052.4994473444
"4h","PM",3,"t600",1764.022,23.6961102724836,55733.9464467828
"4h","PM",3,"t600",2898.222,30.3732236510279,117371.126661772
"4h","PM",3,"t600",1191.172,19.4720780541091,30926.1255464924
"4h","PM",3,"t600",3079.067,31.3065083700221,128526.449076479
"4h","PM",3,"t600",3669.165,34.1750127072332,167191.68066658
"4h","PM",3,"t600",4904.765,39.512468777694,258399.165232568
"4h","PM",3,"t600",1801.654,23.9475318077369,57526.8886287153
"4h","PM",3,"t600",857.707,16.5232145041163,18896.1023235761
"4h","PM",3,"t600",2370.845,27.4711376194982,86839.7456926656
"4h","PM",3,"t600",5869.096,43.222578356245,338236.615653766
"4h","PM",3,"t600",1081.411,18.553269585922,26751.613088242
"4h","PM",3,"t600",4181.908,36.484827798841,203434.924334128
"4h","PM",3,"t600",1288.912,20.2552075284585,34809.5733945607
"4h","PM",3,"t600",1097.091,18.6872927772661,27335.5476270715
"4h","PM",3,"t600",921.473,17.1264113506431,21042.0341953482
"4h","PM",3,"t600",4616.772,38.334894937335,235977.959426173
"4h","PM",3,"t600",1858.626,24.3232199866349,60277.025427839
"4h","PM",3,"t600",1842.423,24.2169662722728,59490.5275336795
"4h","PM",3,"t600",1079.32,18.5353237456455,26674.0608335334
"4h","PM",3,"t600",1019.213,18.0118176214129,24477.1715644975
"4h","PM",3,"t600",4246.719,36.7664608242967,208182.436993728
"4h","PM",3,"t600",916.769,17.0826413662182,20881.1147235553
"4h","PM",3,"t600",929.835,17.2039435310543,21329.1051109305
"4h","PM",3,"t600",966.423,17.5391560553921,22600.3250833603
"4h","PM",3,"t600",4005.244,35.7058645292102,190680.932893909
"4h","PM",3,"t600",1217.306,19.6845252498211,31949.454258345
"4h","PM",3,"t600",5148.853,40.4837104575046,277926.232053672
"4h","PM",3,"t600",1543.454,22.165212994012,45614.6488752796
"4h","PM",3,"t600",780.874,15.7657830146137,16414.7867276713
"4h","PM",3,"t600",4544.12,38.0320696255869,230429.717636029
"4h","PM",3,"t600",1663.669,23.0122204499588,51046.29037835
"4h","PM",3,"t600",5766.652,42.8436966400138,329419.585222038
"4h","PM",3,"t600",4449.516,37.6340926758299,223271.330008784
"4h","PM",3,"t600",7501.405,48.8648275528372,488739.815638654
"4h","PM",3,"t600",4453.698,37.6517742407576,223586.175510018
"4h","PM",3,"t600",4586.979,38.2110031720896,233697.425492411
"4h","PM",3,"t600",3425.6,33.0212408323975,150823.416793948
"4h","PM",3,"t600",4388.363,37.3745812961585,218684.306267405
"4h","PM",3,"t600",1417.489,21.2414868184121,40146.0985449922
"4h","PM",3,"t600",5534.063,41.9707870269778,309691.972755837
"4h","PM",3,"t600",4902.674,39.5040453996326,258233.941700797
"4h","PM",3,"t600",987.852,17.7325423356728,23356.1698818388
"4h","PM",3,"t600",4480.877,37.766485776063,225635.969979717
"4h","PM",3,"t600",2112.645,25.9321381589863,73047.2026945222
"4h","PM",3,"t600",1064.685,18.4092303253447,26133.3751852528
"4h","PM",3,"t600",4933.512,39.6280915917782,260674.220540183
"4h","PM",3,"t600",3451.733,33.1469566984185,152552.59238067
"4h","PM",3,"t600",4473.037,37.7334321042479,225044.050585718
"4h","PM",3,"t600",8228.443,51.1780690804158,561487.765704351
"4h","PM",3,"t600",2538.101,28.4236282067045,96189.385566753
"4h","PM",3,"t600",880.182,16.7382983675468,19643.6652449922
"4h","PM",3,"t600",805.962,16.0170431880688,17212.1708825897
"4h","PM",3,"t600",3924.752,35.345259405182,184961.836721342
"4h","PM",3,"t600",1113.294,18.8247838348571,27943.3585261912
"4h","PM",3,"t600",3277.16,32.2978703106888,141127.051556502
"4h","PM",3,"t600",1017.645,17.9979572209044,24420.7082347563
"4h","PM",3,"t600",1375.153,20.921873599544,38361.0363280451
"4h","PM",3,"t600",3804.538,34.799742208268,176529.255495412
"4h","PM",3,"t600",3622.647,33.9576847599192,164022.273096623
"4h","PM",3,"t600",1397.628,21.0921504263382,39305.306688083
"4h","PM",3,"t600",968.513,17.5581110258912,22673.6783786919
"4h","PM",3,"t600",2283.036,26.9576135685913,82060.2696682432
"4h","PM",3,"t600",1405.991,21.1551609586274,39658.6212151754
"4h","PM",3,"t600",1679.871,23.1240036934232,51793.7909446327
"4h","PM",3,"t600",6470.693,45.383758684801,391552.492847241
"4h","PM",3,"t600",5402.349,41.4683143534327,298701.742105271
"4h","PM",3,"t600",3389.535,32.8469557199138,148447.874741464
"4h","PM",3,"t600",5551.311,42.0361412665438,311140.924547358
"4h","PM",3,"t600",1057.89,18.3503908812584,25883.5933458326
"4h","PM",3,"t600",1203.194,19.5700931320477,31395.4915145613
"4h","PM",3,"t600",526.854,12.9500130029076,9097.02153417848
"4h","PM",3,"t600",3891.824,35.1966767534571,182639.028412462
"4h","PM",3,"t600",589.575,13.6991806742888,10768.9259280584
"4h","PM",3,"t600",6291.939,44.7525014604251,375440.012381874
"4h","PM",3,"t600",6690.216,46.1471764413054,411646.10424326
"4h","PM",3,"t600",2103.237,25.8743334230572,72559.8072076142
"4h","PM",3,"t600",941.857,17.3148027557754,21744.0909055284
"4h","PM",3,"t600",7431.889,48.6378838121126,481961.804915357
"4h","PM",3,"t600",5179.168,40.6027139069143,280384.368773127
"4h","PM",3,"t600",2743.511,29.5514242322426,108099.543262432
"4h","PM",3,"t600",572.85,13.5034743047997,10313.953674006
"4h","PM",3,"t600",4643.951,38.4475683789378,238064.831494582
"4h","PM",3,"t600",5202.166,40.692761854772,282254.002889322
"4h","PM",3,"t600",761.012,15.5639854505361,15792.5062609112
"4h","PM",3,"t600",1903.575,24.6155792455166,62476.8016830458
"4h","PM",3,"t600",999.874,17.8401171279264,23783.8256975577
"4h","PM",3,"t600",5662.118,42.4535998018919,320503.055470784
"4h","PM",3,"t600",3141.265,31.6211275039826,132440.454785064
"4h","PM",3,"t600",867.637,16.6185870253414,19225.2013212082
"4h","PM",3,"t600",397.754,11.2520678308099,5967.40665063462
"4h","PM",3,"t600",2733.058,29.4950738414688,107482.330030689
"4h","PM",3,"t600",5660.027,42.4457600964711,320325.530908732
"4h","PM",3,"t600",1011.895,17.9470382592768,24214.0243724946
"4h","PM",3,"t600",1204.239,19.5785898120391,31436.4018888802
"4h","PM",3,"t600",630.344,14.1649118209975,11905.0229025265
"4h","PM",3,"t600",786.1,15.8184512999559,16579.8460891938
"4h","PM",3,"t600",883.318,16.7680902921022,19748.7413075189
"4h","PM",3,"t600",1948.525,24.9045130644281,64702.7550918197
"4h","PM",3,"t600",4250.378,36.7822965218064,208451.551901016
"4h","PM",3,"t600",6655.197,46.0262425101236,408418.281432863
"4h","PM",3,"t600",574.94,13.528085081138,10370.4496487326
"4h","PM",3,"t600",4279.125,36.9064735746483,210569.884980156
"4h","PM",3,"t600",1177.06,19.3563900206493,30378.1765836073
"4h","PM",3,"t600",644.979,14.3284050780586,12322.0271717882
"4h","PM",3,"t600",1231.418,19.7982959727516,32506.637373565
"4h","PM",3,"t600",1266.96,20.0819793197637,33924.0860252904
"4h","PM",3,"t600",1166.084,19.2659301701407,29954.2572220245
"4h","PM",3,"t600",4591.683,38.2305910642518,234057.006759569
"4h","PM",3,"t600",1660.01,22.9869004905828,50877.9795778297
"4h","PM",3,"t600",5587.898,42.1744374756396,314221.939761669
"4h","PM",3,"t600",6226.605,44.5195454700677,369607.499228868
"4h","PM",3,"t600",1266.437,20.0778339800124,33903.08244286
"4h","PM",3,"t600",2763.895,29.6610030658767,109306.530758348
"4h","PM",3,"t600",8603.722,52.3321103203088,600334.571825691
"4h","PM",3,"t600",5642.256,42.3790734346542,318818.108481491
"4h","PM",3,"t600",1864.898,24.3642252108369,60582.393156319
"4h","PM",3,"t600",2656.747,29.0803857469107,103012.30345593
"4h","PM",3,"t600",4075.805,36.019009226481,195741.943867117
"4h","PM",3,"t600",5130.037,40.4096707928762,276404.141767033
"4h","PM",3,"t600",4105.075,36.1481113756435,197854.277740493
"4h","PM",3,"t600",2490.015,28.15308848503,93468.8168320694
"4h","PM",3,"t600",5159.829,40.5268377956857,278815.4039153
"4h","PM",3,"t600",2796.824,29.8371702598637,111265.751833164
"4h","PM",3,"t600",5114.356,40.3478633419836,275137.782627005
"4h","PM",3,"t600",3636.76,34.0237661301297,164981.695615214
"4h","PM",3,"t600",1488.573,21.7675791535546,43203.5074711256
"4h","PM",3,"t600",2641.59,28.9973138798103,102132.019162357
"4h","PM",3,"t600",5446.777,41.6384794023328,302394.015898133
"4h","PM",3,"t600",5551.311,42.0361412665438,311140.924547358
"4h","PM",3,"t600",5480.228,41.7661435967127,305183.986120967
"4h","PM",3,"t600",278.062,9.40796915237487,3487.99829126355
"4h","PM",3,"t600",3496.16,33.3595907001318,155507.288829564
"4h","PM",3,"t600",6053.6,43.8967051952899,354310.792760276
"4h","PM",3,"t600",6347.865,44.9509531118092,380456.775966793
