"Cell_volume","Cell_AR","Cluster_radius","Cluster_ncells","Cluster_packfrac"
25,1.3,21.5968670239378,392,0.232255070235352
25,1.3,19.5575799742819,340,0.271259509387802
25,1.3,20.5279445468108,400,0.275978336882405
25,1.3,26.6394778567392,661,0.208677552348849
25,1.3,20.5905966429989,382,0.261160787142809
25,1.3,20.7055778977178,328,0.220527713333653
25,1.3,26.7830438694708,766,0.237958033371917
25,1.3,24.2556700379344,697,0.291503886411433
25,1.3,22.9953582632527,623,0.305786920626492
25,1.3,20.0069476911908,352,0.262332170682315
25,1.3,21.6250309700054,384,0.226627396389426
25,1.3,25.2358290341319,706,0.262182301127534
25,1.3,26.1253017894209,630,0.210866699737317
25,1.3,20.2881768315543,397,0.283734954439146
25,1.3,21.7335152227961,413,0.24011070561419
25,1.3,21.2190881821322,389,0.243008154793305
25,1.3,21.7831038828278,371,0.214222962618129
25,1.3,20.6605250681655,338,0.228741010897203
25,1.3,20.5815625193965,359,0.245759785943113
25,1.3,21.3478692630631,387,0.237409864957278
25,1.3,21.0372016556619,389,0.249365914915924
25,1.3,21.9897662306901,374,0.209923550996253
25,1.3,26.9463501289597,730,0.222676514071749
25,1.3,22.2157981579473,420,0.2286203718846
25,1.3,22.8307082452997,543,0.272328488946642
25,1.3,20.5997721617258,378,0.258080949715481
25,1.3,24.8869507324665,647,0.250518969112768
25,1.3,21.1305313815804,379,0.239750407171733
25,1.3,21.7779524500211,364,0.210330206064569
25,1.3,22.2159602754696,400,0.217728920910547
25,1.3,25.2680402129604,706,0.261180904930355
25,1.3,21.4212060047842,420,0.255016884907418
25,1.3,20.8134516964186,409,0.270733737662094
25,1.3,24.132836091908,608,0.258184335312924
25,1.3,21.5822771584357,399,0.236882238700918
25,1.3,22.1658284265991,424,0.232362132806194
25,1.3,21.4817703591306,384,0.231191793873563
25,1.3,23.9336703893734,578,0.251623570531625
25,1.3,20.9801812596728,387,0.250112073363508
25,1.4,26.1317348429972,690,0.230778720810221
25,1.4,22.7818928085415,404,0.203921657330934
25,1.4,26.3912751941085,717,0.232803459181414
25,1.4,21.727896594043,392,0.228078532075543
25,1.4,20.866813371577,346,0.227278891572005
25,1.4,27.1699207063369,750,0.223176031069376
25,1.4,22.2102759854179,418,0.227701460240732
25,1.4,21.2975085855078,377,0.232919765183107
25,1.4,26.8423301282676,746,0.23021286345928
25,1.4,22.2185799943464,370,0.201328021293446
25,1.4,24.0353945077654,555,0.238556150384903
25,1.4,25.4280417410172,640,0.232323224260464
25,1.4,26.0130668193992,685,0.232256192067346
25,1.4,27.0635370225234,763,0.229732411448727
25,1.4,28.7537930863527,868,0.217914282139815
25,1.4,25.7846465131544,681,0.237090943766946
25,1.4,22.0228903561234,408,0.227975728746847
25,1.4,25.7114030185422,668,0.23455815360698
25,1.4,26.0554705441276,679,0.229099642629528
25,1.4,26.6158028161437,747,0.236457606940653
25,1.4,25.3025431266945,697,0.256798011328843
25,1.4,25.3777762684853,596,0.217639122494455
25,1.4,26.1833986475609,657,0.218443293044902
25,1.4,26.3136535117746,717,0.234869757692692
25,1.4,21.9964136356753,374,0.209733289272413
25,1.4,21.4613623459639,352,0.212530958853424
25,1.4,20.5155371423158,367,0.253669811908836
25,1.4,20.454858789344,362,0.25244717369503
25,1.4,25.625958475728,618,0.219179292247415
25,1.4,24.7320686303234,477,0.188186493244092
25,1.4,26.1053596924393,661,0.221750094879888
25,1.4,20.3446173578071,334,0.236727814169812
25,1.4,26.6908455899167,765,0.240118618485005
25,1.4,22.4698661796733,384,0.202013859438779
25,1.4,22.6791980811105,411,0.210285892825875
25,1.4,25.5823102488619,668,0.238126965259365
25,1.4,26.2239294548337,741,0.245231527657452
25,1.4,21.6760763582272,365,0.21389579515772
25,1.4,25.1507258879447,583,0.218709869890836
25,1.4,26.8328501740883,735,0.227058791146337
25,1.4,25.3518618815441,676,0.247610190868681
25,1.4,21.1680526365469,385,0.242253136462419
25,1.4,26.2722717087308,712,0.234335730047327
25,1.4,27.439732153499,698,0.201635603121698
25,1.4,23.1173236971952,406,0.196139367449611
25,1.4,25.467376336803,718,0.259431809962573
25,1.4,26.532761702883,661,0.211205629252369
25,1.4,23.7682909581187,503,0.223576173411774
25,1.4,21.4213269105382,401,0.243476284064615
25,1.4,26.6551579640786,665,0.209570072147551
25,1.5,25.7608816519622,695,0.242635328963702
25,1.5,26.0018573214587,642,0.217958251268553
25,1.5,23.5786190086313,440,0.20033137910308
25,1.5,22.6316983688548,390,0.200800397191523
25,1.5,27.817246041829,751,0.208232705047444
25,1.5,21.5845008118439,379,0.2249389077625
25,1.5,28.1366486021251,726,0.194522982586723
25,1.5,27.1457390852261,705,0.210346604020501
25,1.5,26.8991884743338,757,0.232129184224705
25,1.5,26.9161848327799,622,0.19037121349752
25,1.5,23.7755027909205,434,0.192731188312435
25,1.5,24.0661612007174,421,0.180265671662559
25,1.5,26.7590839809564,678,0.21118708981314
25,1.5,26.5470532650769,661,0.210864706250607
25,1.5,24.3834392106565,417,0.171673226584746
25,1.5,26.3545525902462,532,0.17345870043791
25,1.5,28.0154480285418,709,0.192444240505616
25,1.5,27.4902265701812,698,0.200526541820746
25,1.5,27.9530313772113,800,0.218602261402149
25,1.5,22.6747899997563,376,0.192490554501502
25,1.5,27.2669332496425,715,0.210498282284292
25,1.5,25.2477701752923,677,0.251056218631584
25,1.5,27.9642004662593,768,0.20960681508695
25,1.5,25.5070949052323,615,0.221178811952468
25,1.5,23.666449549945,490,0.220621661044784
25,1.5,26.7701294442011,537,0.167060690277924
25,1.5,26.0820555854675,714,0.240172988867534
25,1.5,27.4715609013688,817,0.235192488489031
25,1.5,27.5897401404965,756,0.214847529838416
25,1.5,22.1027559190464,366,0.202298750977731
25,1.5,28.360861370074,729,0.190730732486521
25,1.5,27.3368872209867,715,0.208886444586236
25,1.5,26.475782723071,732,0.235405201856182
25,1.5,27.1972028148792,659,0.195507802492204
25,1.5,25.5120276978126,668,0.240100424906217
25,1.5,25.5802226564065,622,0.221783290679939
25,1.5,27.9405692391954,738,0.201930542325734
25,1.5,22.6357247931871,429,0.220762587778184
25,1.5,26.7097495080253,612,0.191687315899908
25,1.5,26.574181003718,673,0.214035985800244
25,1.5,27.2783791379763,718,0.211115519249777
25,1.5,21.9943892785568,379,0.21259590124047
25,1.5,25.9245816512455,619,0.212034620786083
25,1.5,27.5292870750595,746,0.213405364795341
25,1.5,28.1877209711556,751,0.200129654222262
25,1.5,27.5154449028072,671,0.19224024059948
25,1.5,27.8555823407158,757,0.209030929861598
25,1.5,20.3809138515755,360,0.253794929007248
25,1.5,28.0404364047307,792,0.214398763147707
25,1.5,22.5323213654064,405,0.211294704333574
25,1.6,27.7055666100877,742,0.208235224499552
25,1.6,28.0055644844659,743,0.201886472929429
25,1.6,27.4839572582039,653,0.187727020456118
25,1.6,27.1959083510804,709,0.210371511678643
25,1.6,30.0146611793632,749,0.165322849254194
25,1.6,28.4955514939236,821,0.2117694734237
25,1.6,22.6411703282406,405,0.208261890744192
25,1.6,28.1697022807318,782,0.208790811035524
25,1.6,27.5816709431694,743,0.21133843856233
25,1.6,26.681345924874,621,0.195128092452161
25,1.6,28.4693896782088,714,0.184677990538414
25,1.6,27.9010550136491,757,0.208010569293541
25,1.6,27.0614418458032,834,0.251168199961647
25,1.6,29.6390245066832,752,0.172376287278556
25,1.6,22.6428335446998,380,0.195363161281024
25,1.6,26.4748060679857,691,0.222244531792702
25,1.6,22.8049157855196,388,0.195252996018121
25,1.6,28.3371012562776,723,0.189637154698004
25,1.6,28.0981616865193,727,0.195592450789324
25,1.6,28.4599922434456,681,0.17631699648069
25,1.6,27.5401252181992,681,0.194581156188875
25,1.6,27.6277811288112,617,0.174621833121798
25,1.6,28.5073243994551,740,0.19063987546838
25,1.6,27.9730908533507,702,0.191411110934315
25,1.6,28.4593672485719,744,0.192640951652484
25,1.6,27.730777451165,699,0.195633145875372
25,1.6,27.2935336041466,586,0.172016345740781
25,1.6,28.3229159601607,825,0.216716239820802
25,1.6,27.9373458117088,658,0.180103379562973
25,1.6,27.3350122681185,755,0.220617790898357
25,1.6,27.9336683518801,792,0.216866596236243
25,1.6,29.0834277752636,720,0.174681584329181
25,1.6,28.0771166967273,701,0.189021800723076
25,1.6,28.4162121740107,772,0.200802973324417
25,1.6,27.7583312695339,668,0.18640081152136
25,1.6,23.9896443422373,410,0.177240851541523
25,1.6,22.2506613692155,352,0.190706409659063
25,1.6,27.5828218066524,664,0.188844089831099
25,1.6,28.9825924273281,792,0.194162293053272
25,1.6,28.4259848011252,740,0.192281083465863
25,1.6,26.6134199285682,685,0.21689019081135
25,1.6,26.6723906242196,708,0.222689032481819
25,1.6,26.9843990299854,645,0.1959173342908
25,1.6,28.2486526007291,785,0.207839382236541
25,1.6,27.5605125037747,776,0.22123368477317
25,1.6,26.3737437892448,686,0.2231825145973
25,1.6,27.175716873941,565,0.168018390218746
25,1.6,26.5333443079755,654,0.208955193457137
25,1.6,23.2514503698271,419,0.198936868508125
25,1.6,28.3599993661009,632,0.165367372969211
25,1.7,29.1468453528447,787,0.189693068435566
25,1.7,28.0740246289783,783,0.211202537479574
25,1.7,27.7416163689747,606,0.169405980645221
25,1.7,28.8777425664288,793,0.196532720153359
25,1.7,27.5982084640317,671,0.190515908990762
25,1.7,29.3050670085769,818,0.193988750952019
25,1.7,27.6013742473834,555,0.157526007265524
25,1.7,29.1757229187977,742,0.178316046674956
25,1.7,26.0018176008576,680,0.230860264940285
25,1.7,28.5496852377583,753,0.193126736667921
25,1.7,29.2245964010571,676,0.161641372291812
25,1.7,27.790523712763,749,0.208277820140147
25,1.7,29.2831115452565,658,0.156395995047009
25,1.7,23.3952470951559,405,0.188765887020463
25,1.7,27.8716714158175,692,0.19075171605707
25,1.7,28.4847834201416,677,0.174824100710585
25,1.7,23.6106943206524,421,0.190900567506042
25,1.7,28.8829868073511,825,0.204352070468545
25,1.7,28.5557443638118,709,0.181726046414147
25,1.7,26.5653791491017,627,0.199604755603663
25,1.7,26.9612071676324,598,0.182110330625475
25,1.7,29.8932611243466,801,0.17896332006479
25,1.7,29.5388774141913,810,0.187566147667506
25,1.7,28.381289057843,724,0.189013844139265
25,1.7,27.9620600456567,692,0.188907848535506
25,1.7,28.4712306725241,718,0.185676578057127
25,1.7,26.391447093312,641,0.208122875047385
25,1.7,29.9768340134627,731,0.161961386821021
25,1.7,29.1854628332091,752,0.180538356776131
25,1.7,29.3531718087283,743,0.17533761845705
25,1.7,27.7714692795407,639,0.178055620025385
25,1.7,27.994183367782,645,0.175471951067379
25,1.7,28.4546440518074,629,0.16294557572643
25,1.7,28.9981275957768,830,0.203151307719074
25,1.7,29.2419077956304,760,0.181404427052686
25,1.7,28.784322587393,726,0.181685379553305
25,1.7,28.3897524711129,658,0.171629712556555
25,1.7,27.7405044982454,743,0.207729008412409
25,1.7,27.6343380156171,662,0.187224290053233
25,1.7,28.0995207626818,691,0.18588001870766
25,1.7,27.0191020859137,640,0.193650506276628
25,1.7,27.2001154473799,773,0.229254912869657
25,1.7,28.0234381715709,720,0.195262858828424
25,1.7,28.8266786365697,744,0.185370454702327
25,1.7,29.5153663890004,652,0.151340254160662
25,1.7,22.3807270869418,368,0.195919039851041
25,1.7,26.7252452306059,669,0.209176272763364
25,1.7,28.6549562248276,638,0.16183514082933
25,1.7,25.3975953374204,554,0.201828906088646
25,1.7,27.5937929008065,668,0.189755188825233
25,1.8,29.0598455812721,783,0.190429073665839
25,1.8,30.2222152995238,681,0.147237903830925
25,1.8,29.2422210806461,804,0.191900620734755
25,1.8,27.0204326266523,575,0.173957176192551
25,1.8,28.5451186169628,783,0.200917425854146
25,1.8,30.2686449749232,769,0.165500305845211
25,1.8,28.7223170198079,777,0.19571044482797
25,1.8,29.4589196499864,765,0.178592158761185
25,1.8,29.7648164085637,737,0.166805076159393
25,1.8,29.6865495633696,786,0.17930598112511
25,1.8,29.003730727644,829,0.202788973351549
25,1.8,29.2230240174753,714,0.170755281799462
25,1.8,29.5547561386837,757,0.175010916077773
25,1.8,28.9237772977788,626,0.154404767467689
25,1.8,28.6389510947516,764,0.194121408786975
25,1.8,29.2911040416662,809,0.192128900169072
25,1.8,32.1272510742177,1057,0.190241685371792
25,1.8,31.9036888220069,908,0.166883940487408
25,1.8,27.3281175799686,626,0.183061315888491
25,1.8,27.0230642343438,623,0.188423759759064
25,1.8,29.7982151482709,771,0.173914191803222
25,1.8,30.2539778500397,776,0.167249823000199
25,1.8,30.4172383247739,720,0.152694907809211
25,1.8,28.4013230110138,790,0.205808248769121
25,1.8,29.4921208198713,685,0.159376379785818
25,1.8,29.6584417260267,688,0.157396420008579
25,1.8,27.5763784706433,643,0.182999827187216
25,1.8,30.5975336333045,672,0.140010758991928
25,1.8,30.6472000118007,854,0.17706668721545
25,1.8,28.7729488324569,767,0.192173563381577
25,1.8,31.1703481530421,847,0.166920566669911
25,1.8,29.9055169826923,733,0.163569162625748
25,1.8,29.8599197921825,804,0.180235998837061
25,1.8,29.093302461089,767,0.18589499509199
25,1.8,29.1167359466913,684,0.165378648018741
25,1.8,29.2565464318835,740,0.176365625345491
25,1.8,29.7612757995368,742,0.16799666915598
25,1.8,30.8953179595502,796,0.161096631591365
25,1.8,31.0791954990521,848,0.168592381949361
25,1.8,28.1822494591612,651,0.173582293993185
25,1.8,28.4754692331247,759,0.196191644391806
25,1.8,28.6129493231341,684,0.174268793328425
25,1.8,29.4225773676682,694,0.162618042612537
25,1.8,30.4524366666604,747,0.157872270596528
25,1.8,29.5714705647194,803,0.185331046537489
25,1.8,29.6637064978798,796,0.182007054269437
25,1.8,28.8247191197745,823,0.20509542956272
25,1.8,28.962655954027,805,0.197757117748566
25,1.8,32.7370103037412,952,0.161946401568903
25,1.8,27.7084341220553,719,0.201717854254181
25,1.9,31.1409680448249,813,0.160674004700379
25,1.9,29.6300152840825,717,0.164503418953079
25,1.9,30.09079134726,738,0.161661622577216
25,1.9,31.0406696731365,796,0.158844148370465
25,1.9,29.5940999001153,692,0.159346338022131
25,1.9,29.9227527379219,777,0.173088329522948
25,1.9,31.4414444434662,749,0.143822140532137
25,1.9,31.3551454693391,730,0.1413343739581
25,1.9,30.5118819551091,762,0.160102968455679
25,1.9,31.6383237289379,835,0.157361134617072
25,1.9,30.4317843946359,772,0.163488212188583
25,1.9,29.9865263960321,809,0.179069425154575
25,1.9,26.8793647849392,698,0.214511123905436
25,1.9,30.6669217737253,695,0.143822107305673
25,1.9,30.4416749401506,732,0.154866273376756
25,1.9,28.7180310317224,572,0.144139644568052
25,1.9,28.1169794999457,589,0.158146906598868
25,1.9,32.2942813836633,759,0.134498146747661
25,1.9,29.0467026652618,743,0.180946295301338
25,1.9,28.7078804310668,792,0.199789746024336
25,1.9,30.3719829275972,741,0.157852028088541
25,1.9,30.4583502271415,721,0.15228864962105
25,1.9,28.6921219872166,722,0.182431820121226
25,1.9,30.0139474602056,765,0.168866491651345
25,1.9,30.122303645519,691,0.150891543311598
25,1.9,28.1877528702748,660,0.175878992485992
25,1.9,28.2180175224749,652,0.173188678610119
25,1.9,29.4007213851305,596,0.139966370040388
25,1.9,29.9142766910859,785,0.175019136626032
25,1.9,30.603652894883,787,0.163872594239659
25,1.9,30.1301560889352,824,0.179793698567752
25,1.9,30.963048490613,715,0.143756106711085
25,1.9,29.014116550543,679,0.165917853202513
25,1.9,29.9669646877961,792,0.175650064131315
25,1.9,30.2621733285107,701,0.150962498211889
25,1.9,30.6925776158843,785,0.162039527381962
25,1.9,29.4882628347581,763,0.177594033410958
25,1.9,31.6819176589697,987,0.185239742800748
25,1.9,31.5142146991792,813,0.155032402287782
25,1.9,34.6543864279967,1279,0.183420258954405
25,1.9,33.9942726349216,1237,0.187933343179597
25,1.9,30.4180318455622,719,0.152470898316705
25,1.9,29.7368121569229,686,0.155701317201662
25,1.9,29.9267158846046,667,0.148525167731705
25,1.9,29.7488481888358,785,0.177955161812482
25,1.9,31.019064862879,723,0.144578459804251
25,1.9,29.7416128376404,759,0.172186709856816
25,1.9,29.5945943688602,583,0.134240258176561
25,1.9,29.309884365656,679,0.160945507444817
25,1.9,30.4711834212302,684,0.144291097537044
25,2,32.0239451336639,860,0.156287898498201
25,2,29.6961078850158,589,0.134235720194457
25,2,32.4230089685801,735,0.12870007179275
25,2,31.5665464733539,729,0.138324056215969
25,2,33.2638306809381,1064,0.172534616658677
25,2,30.1088319394383,817,0.178645356955445
25,2,29.7902608895086,709,0.160057015584432
25,2,30.8727501897525,739,0.149889041144716
25,2,31.1104035876209,808,0.16015696295627
25,2,31.8772726817081,816,0.150348149024459
25,2,31.680491780695,774,0.145283607879957
25,2,31.0534325504131,721,0.14370034999012
25,2,32.3267555112069,831,0.14681352533645
25,2,31.2124019069064,829,0.162713789068837
25,2,31.1205125624581,752,0.148911766652691
25,2,31.4624741042918,825,0.158098130554847
25,2,31.5868049048822,755,0.142981963586379
25,2,30.7711048322191,788,0.16141665654126
25,2,31.497065533151,791,0.151083696070767
25,2,31.8180960870165,743,0.137663132003881
25,2,30.8707368317638,753,0.152758501388779
25,2,35.0942938334015,1319,0.182132173777265
25,2,32.1021512029275,826,0.149014674607714
25,2,32.0429333253614,804,0.145851415984755
25,2,31.2203319032206,745,0.146115108507756
25,2,30.797332948852,719,0.146906484178224
25,2,36.1231491070435,1282,0.162323954086383
25,2,30.3710883755776,741,0.157865976651194
25,2,31.0425562477522,786,0.156820023738705
25,2,30.1937311531445,675,0.146354075599016
25,2,30.0626003014604,764,0.167828274636078
25,2,30.2900545662582,724,0.155485465599742
25,2,30.9451617614339,698,0.140581622144448
25,2,31.6445348576384,768,0.144649344622217
25,2,32.841813800418,794,0.133779786435851
25,2,31.0968549594925,802,0.159175551607788
25,2,30.5865213754194,741,0.154553678378782
25,2,30.6888259652927,650,0.134222070213165
25,2,31.5484679445764,737,0.140082558604254
25,2,31.4593314582261,727,0.139359744882942
25,2,35.5160526778843,1351,0.179983492140804
25,2,29.8465962251803,794,0.178232734723602
25,2,30.3443314729066,620,0.132437314993988
25,2,30.3546509154861,748,0.159616310861456
25,2,30.3641019370528,732,0.156056246938032
25,2,32.1459355788375,731,0.131338050686579
25,2,30.494339235239,752,0.158274721505786
25,2,30.6397080979373,687,0.142545747571837
25,2,30.8042001614014,728,0.148645911530928
25,2,31.9656706258709,757,0.138323451901621
50,1,17.1476811777315,200,0.473472969369754
50,1,21.0148456738926,314,0.403861475839111
50,1,18.4757760490973,212,0.401244588132631
50,1,18.3260813850342,191,0.370429810585597
50,1,21.3576693698393,306,0.374922275570108
50,1,20.9577955672454,332,0.430509440687793
50,1,20.2773898085147,274,0.392279675841721
50,1,20.6475827086702,340,0.461054928377764
50,1,18.5400447117006,190,0.355879248234759
50,1,23.1760950487852,416,0.398890722716711
50,1,17.282119675919,207,0.478697011066614
50,1,18.7909256930915,224,0.402981294699245
50,1,20.825725129086,345,0.455932020444164
50,1,22.2648313300891,319,0.344995833224448
50,1,21.2623405923797,315,0.39116387241869
50,1,22.3847412530333,332,0.35331594924581
50,1,20.8242288245635,338,0.446777520268409
50,1,19.055153813437,203,0.350219284709603
50,1,17.6419796739341,207,0.449997176044844
50,1,17.1190337508038,195,0.463957566566452
50,1,21.2624936456202,347,0.430891849530279
50,1,17.5972593277049,195,0.427150484973596
50,1,21.3476608880614,328,0.402442976813994
50,1,17.7722617733248,193,0.41040306883986
50,1,18.736464595737,201,0.364766135532142
50,1,17.9996793470196,212,0.4339332713945
50,1,23.184357257954,370,0.354403447480451
50,1,19.2451492265058,201,0.336599606236664
50,1,18.5361965072075,210,0.393585250621085
50,1,22.2374836801653,313,0.33975730684637
50,1,22.9366582275134,368,0.364031347865415
50,1,22.0922117432418,362,0.400748932656324
50,1,16.5967148749176,193,0.503932426654475
50,1,18.2626328286438,201,0.393901186877557
50,1,21.8972660736109,321,0.36493602805331
50,1,18.4971401462822,233,0.439464253494354
50,1,21.7722848269848,366,0.423302135021234
50,1,22.7958892662767,345,0.347640906810289
50,1,17.2204002904044,191,0.446462549439441
50,1,23.5701366301067,403,0.367366999461495
50,1,22.0893666905364,338,0.374324541464706
