"Condition","Line","EvoTime","ColonyMorph","Replicate","Area","Radius","Volume"
"PA",2,"t600","S","rep3",8533.684,52.1186721124823,593019.037743381
"PA",2,"t600","S","rep3",12006.324,61.8201554990419,989643.755535838
"PA",2,"t600","S","rep3",6381.839,45.0710821451324,383515.186408013
"PA",2,"t600","S","rep3",10688.665,58.3293042955826,831283.191064724
"PA",2,"t600","S","rep3",8326.183,51.4811262801759,571521.704606471
"PA",2,"t600","S","rep3",12126.539,62.1288761277178,1004544.31918525
"PA",2,"t600","S","rep3",12999.926,64.3273267395568,1115000.64985608
"PA",2,"t600","S","rep3",11809.276,61.3107600627571,965380.916467834
"PA",2,"t600","S","rep3",14445.64,67.8099552001918,1306077.6016508
"PA",2,"t600","S","rep3",11844.295,61.4015976451529,969678.181307327
"PA",2,"t600","S","rep3",10900.348,58.9040620945934,856099.700592902
"PA",2,"t600","S","rep3",15222.854,69.6102357712748,1412888.60806892
"PA",2,"t600","S","rep3",11766.94,61.200762512664,960194.267254355
"PA",2,"t600","S","rep3",8849.379,53.0739561582442,626228.737431583
"PA",2,"t600","S","rep3",15956.688,71.2683067088749,1516274.84592243
"PA",2,"t600","S","rep3",9621.367,55.3405478352219,709935.627604967
"PA",2,"t600","S","rep3",13581.661,65.7508704664572,1190674.71084044
"PA",2,"t600","S","rep3",11696.379,61.0169899966598,951570.453920189
"PA",2,"t600","S","rep3",20821.206,81.4100467514253,2260073.80517474
"PA",2,"t600","S","rep3",4124.414,36.2331581692078,199254.059756394
"PA",2,"t600","S","rep3",8277.574,51.3306306002362,566524.124346826
"PA",2,"t600","S","rep3",4870.268,39.373270790786,255677.841050266
"PA",2,"t600","S","rep3",6628.54,45.9339723185869,405966.897163528
"PA",2,"t600","S","rep3",11040.947,59.282734273406,872716.702837012
"PA",2,"t600","S","rep3",8455.283,51.8787063194693,584865.524806668
"PA",2,"t600","S","rep3",20092.077,79.9719122133888,2142402.4240382
"PA",2,"t600","S","rep3",8439.603,51.8305804556188,583239.363073309
"PA",2,"t600","S","rep3",12001.62,61.8080439443047,989062.208483796
"PA",2,"t600","S","rep3",11594.458,60.7505605434447,939159.763596569
"PA",2,"t600","S","rep3",14551.22,68.057308072207,1320422.48315528
"PA",2,"t600","S","rep3",16019.931,71.4094000344645,1525298.21507136
"PA",2,"t600","S","rep3",10618.104,58.1364556515759,823065.243066428
"PA",2,"t600","S","rep3",12189.782,62.2906744306499,1012412.9892568
"PA",2,"t600","S","rep3",20831.66,81.4304815386685,2261776.14006642
"PA",2,"t600","S","rep3",11340.439,60.081393520492,908465.83767218
"PA",2,"t600","S","rep3",22815.727,85.2201353235868,2592479.12326135
"PA",2,"t600","S","rep3",11132.415,59.5277897422769,883584.079258359
"PA",2,"t600","S","rep3",9434.25,54.7997722963283,689326.335715513
"PA",2,"t600","S","rep3",9715.971,55.6119557575079,720432.199190972
"PA",2,"t600","S","rep3",15876.196,71.0883263397835,1504816.26970982
"PA",2,"t600","S","rep3",11968.692,61.7231965171024,984994.571158229
"PA",2,"t600","S","rep3",11809.799,61.3121176892745,965445.048232902
"PA",2,"t600","S","rep3",6935.35,46.9850025981137,434476.583691771
"PA",2,"t600","S","rep3",15955.12,71.2648049969178,1516051.35400323
"PA",2,"t600","S","rep3",9320.83,54.4693706264214,676932.99175449
"PA",2,"t600","S","rep3",8460.51,51.8947393784459,585407.948611647
"PA",2,"t600","S","rep3",9400.276,54.701012638307,685606.155039432
"PA",2,"t600","S","rep3",15620.609,70.5137878213296,1468624.4115546
"PA",2,"t600","S","rep3",6090.71,44.0310482146232,357573.794228384
"PA",2,"t600","S","rep3",10457.121,57.6940637788683,804418.407889791
"PA",2,"t600","S","rep3",12519.589,63.1277193446574,1053777.46760328
"PA",2,"t600","S","rep3",8101.956,50.7831930093617,548590.927068475
"PA",2,"t600","S","rep3",19484.731,78.7539364535626,2045999.02265168
"PA",2,"t600","S","rep3",6908.171,46.8928472663813,431925.076790726
"PA",2,"t600","S","rep3",15872.537,71.0801339750989,1504296.07531295
"PA",2,"t600","S","rep3",9811.62,55.8850216558838,731096.794905737
"PA",2,"t600","S","rep3",13010.902,64.3544771928764,1116413.061357
"PA",2,"t600","S","rep3",12339.79,62.6727783844938,1031158.56530826
"PA",2,"t600","S","rep3",10087.068,56.6640403343086,762098.704009219
"PA",2,"t600","S","rep3",22042.693,83.7639964424707,2461845.41071263
"PA",2,"t600","S","rep3",9184.935,54.0708388547424,662182.853701711
"PA",2,"t600","S","rep3",11471.63,60.4279177172485,924275.618296959
"PA",2,"t600","S","rep3",13023.969,64.3867850575816,1118095.32346614
"PA",2,"t600","S","rep3",9322.398,54.473951998547,677103.814884467
"PA",2,"t600","S","rep3",6566.865,45.7197774571828,400314.14185515
"PA",2,"t600","S","rep3",10218.782,57.0327917548928,777074.221059529
"PA",2,"t600","S","rep3",11782.097,61.2401661907966,962050.104474781
"PA",2,"t600","S","rep3",4870.268,39.373270790786,255677.841050266
"PA",2,"t600","S","rep3",12425.508,62.8900790050051,1041921.5730631
"PA",2,"t600","S","rep3",18869.022,77.4996531941882,1949790.21481801
"PA",2,"t600","S","rep3",13908.332,66.5369038648957,1233889.79894007
"PA",2,"t600","S","rep3",11281.377,59.9247347000088,901378.031701041
"PA",2,"t600","S","rep3",16688.43,72.8841015166281,1621761.63503086
"PA",2,"t600","S","rep3",7950.903,50.3075643317022,533320.752223499
"PA",2,"t600","S","rep3",14076.11,66.9370224316149,1256283.85442651
"PA",2,"t600","S","rep3",11118.825,59.4914440928062,881966.607820262
"PA",2,"t600","S","rep3",10117.906,56.7505903694252,765596.185069799
"PA",2,"t600","S","rep3",10179.582,56.9232956514164,772607.141058449
"PA",2,"t600","S","rep3",16087.878,71.5606778553607,1535012.60657913
"PA",2,"t600","S","rep3",7986.445,50.4198809891803,536900.808568845
"PA",2,"t600","S","rep3",11779.484,61.2333749792038,961730.081111375
"PA",2,"t600","S","rep3",10706.436,58.3777733781791,833357.192661305
"PA",2,"t600","S","rep3",13450.47,65.432542169921,1173464.59397368
"PA",2,"t600","S","rep3",8565.567,52.2159425546416,596345.539226578
"PA",2,"t600","S","rep3",12911.071,64.1071099061628,1103588.59680436
"PA",2,"t600","S","rep3",10342.133,57.3759808467587,791186.699896842
"PA",2,"t600","S","rep3",15818.702,70.959490085508,1496649.37031281
"PA",2,"t600","S","rep3",3955.59,35.4838470672184,187146.067494158
"PA",2,"t600","S","rep3",10413.216,57.5728199740748,799357.613492207
"PA",2,"t600","S","rep3",14797.399,68.6305936992107,1354072.37143214
"PA",2,"t600","S","rep3",10649.987,58.2236734484252,826775.153757298
"PA",2,"t600","S","rep3",10664.1,58.262238690704,828419.119495381
"PA",2,"t600","S","rep3",11760.145,61.1830893013329,959362.668975498
"PA",2,"t600","S","rep3",9328.67,54.4922736353159,677787.251058083
"PA",2,"t600","S","rep3",16379.53,72.2064147430406,1576942.84863477
"PA",2,"t600","S","rep3",7571.965,49.0941067475277,495651.810664725
"PA",2,"t600","S","rep3",6939.008,46.9973919138968,434820.371292887
"PA",2,"t600","S","rep3",10956.274,59.054977181762,862696.681422842
"PA",2,"t600","S","rep3",9950.128,56.2780961937604,746632.347632305
"PA",2,"t600","S","rep3",8105.615,50.7946590509241,548962.600430742
"PA",2,"t600","S","rep3",16272.382,71.969855233696,1561494.63579654
"PA",2,"t600","S","rep3",9237.725,54.2260010820193,667899.847793862
"PA",2,"t600","S","rep3",9489.13,54.9589291224201,695349.89747124
"PA",2,"t600","S","rep3",7894.977,50.1303224634915,527703.657135799
"PA",2,"t600","S","rep3",15430.356,70.0830568834963,1441875.35637413
"PA",2,"t600","S","rep3",15394.291,70.0011072490297,1436823.22041836
"PA",2,"t600","S","rep3",9367.348,54.6051231637102,682006.921676446
"PA",2,"t600","S","rep3",7137.101,47.6635060291647,453572.34205901
