"Condition","Line","EvoTime","Replicate","DNA_content"
"PM",NA,"t0","B",4.4649456512496
"PM",NA,"t0","B",4.49539439089035
"PM",NA,"t0","B",3.42856738953549
"PM",NA,"t0","B",2.45404692381447
"PM",NA,"t0","B",4.02881446674873
"PM",NA,"t0","B",1.873738701487
"PM",NA,"t0","B",4.67478601920071
"PM",NA,"t0","B",4.30233499915023
"PM",NA,"t0","B",4.62182566920504
"PM",NA,"t0","B",3.51810463976853
"PM",NA,"t0","B",4.41014953302856
"PM",NA,"t0","B",1.90987340937812
"PM",NA,"t0","B",4.51594963510727
"PM",NA,"t0","B",4.85203815120947
"PM",NA,"t0","B",2.51092893926482
"PM",NA,"t0","B",2.82669447379662
"PM",NA,"t0","B",3.96684053943239
"PM",NA,"t0","B",1.74302843056914
"PM",NA,"t0","B",2.26094286618079
"PM",NA,"t0","B",3.40177678657741
"PM",NA,"t0","B",4.54974831676513
"PM",NA,"t0","B",2.22308852138756
"PM",NA,"t0","B",3.77164611798004
"PM",NA,"t0","B",3.17226109251253
"PM",NA,"t0","B",3.72009274363156
"PM",NA,"t0","B",4.23099910054343
"PM",NA,"t0","B",3.90844435019032
"PM",NA,"t0","B",1.74862953362173
"PM",NA,"t0","B",2.065793110622
"PM",NA,"t0","B",4.35033296837123
"PM",NA,"t0","B",3.24149322753259
"PM",NA,"t0","B",2.29173999979132
"PM",NA,"t0","B",4.07273443988759
"PM",NA,"t0","B",2.10447824103546
"PM",NA,"t0","B",3.98371978060922
"PM",NA,"t0","B",1.86691375295083
"PM",NA,"t0","B",4.19126878822063
"PM",NA,"t0","B",2.8104048224148
"PM",NA,"t0","B",4.30425116598401
"PM",NA,"t0","B",1.17698649464516
"PM",NA,"t0","B",1.91281242517445
"PM",NA,"t0","B",2.05291146691891
"PM",NA,"t0","B",4.08365971745269
"PM",NA,"t0","B",3.75225218699571
"PM",NA,"t0","B",1.30574486601439
"PM",NA,"t0","B",3.83522801746459
"PM",NA,"t0","B",4.6527836000324
"PM",NA,"t0","B",1.63184162172693
"PM",NA,"t0","B",1.81810733105637
"PM",NA,"t0","B",4.05258565530207
"PM",NA,"t0","B",3.05185524323926
"PM",NA,"t0","B",4.27339596671185
"PM",NA,"t0","B",3.86127716658955
"PM",NA,"t0","B",4.58080451255832
"PM",NA,"t0","B",4.61220016914258
"PM",NA,"t0","B",4.20203326856891
"PM",NA,"t0","B",2.23620689432652
"PM",NA,"t0","B",2.06626210250439
"PM",NA,"t0","B",1.94520859777448
"PM",NA,"t0","B",1.6912874594677
"PM",NA,"t0","B",2.0434333643052
"PM",NA,"t0","B",1.48360892076495
"PM",NA,"t0","B",2.7181250863171
"PM",NA,"t0","B",2.14754509560729
"PM",NA,"t0","B",3.64756426566668
"PM",NA,"t0","B",2.06228683797743
"PM",NA,"t0","B",2.13579349901131
"PM",NA,"t0","B",1.97754670471288
"PM",NA,"t0","B",2.41889039899235
"PM",NA,"t0","B",4.98937684073184
"PM",NA,"t0","B",2.09301697274762
"PM",NA,"t0","B",4.44491299798734
"PM",NA,"t0","B",1.88508830504094
"PM",NA,"t0","B",2.54122134827811
"PM",NA,"t0","B",2.48041766737308
"PM",NA,"t0","B",3.02439911846712
"PM",NA,"t0","B",2.43101272250489
"PM",NA,"t0","B",3.79294728261944
"PM",NA,"t0","B",1.9837865300434
"PM",NA,"t0","B",4.07461040741716
"PM",NA,"t0","B",1.47347869610524
"PM",NA,"t0","B",2.04504580306276
"PM",NA,"t0","B",1.78934696219223
"PM",NA,"t0","B",1.71035532942903
"PM",NA,"t0","B",3.97920405877017
"PM",NA,"t0","B",4.80752858827561
"PM",NA,"t0","B",1.61808452651004
"PM",NA,"t0","B",1.70131495257221
"PM",NA,"t0","B",2.8331620951843
"PM",NA,"t0","B",1.79524286014233
"PM",NA,"t0","B",4.64902273179453
"PM",NA,"t0","B",2.10316506376476
"PM",NA,"t0","B",1.93459151487495
"PM",NA,"t0","B",2.00299286427477
"PM",NA,"t0","B",2.55244142074072
"PM",NA,"t0","B",2.12627519709339
"PM",NA,"t0","B",1.84795754772341
"PM",NA,"t0","B",4.66573224257583
"PM",NA,"t0","B",3.27442985744471
"PM",NA,"t0","B",4.73312860937051
"PM",NA,"t0","B",1.95048363980407
"PM",NA,"t0","B",1.97230739539814
"PM",NA,"t0","B",4.29573784667122
"PM",NA,"t0","B",5.14189300088635
"PM",NA,"t0","B",3.90967712885261
"PM",NA,"t0","B",3.00788167102814
"PM",NA,"t0","B",2.54014936683264
"PM",NA,"t0","B",4.98072952373837
"PM",NA,"t0","B",2.21120292711089
"PM",NA,"t0","B",4.87158394623191
"PM",NA,"t0","B",4.48873917274971
"PM",NA,"t0","B",1.97797996388043
"PM",NA,"t0","B",4.42214232544978
"PM",NA,"t0","B",4.58137176940655
"PM",NA,"t0","B",1.79003928354243
"PM",NA,"t0","B",4.30441642979019
"PM",NA,"t0","B",4.4774387016787
"PM",NA,"t0","B",1.92508214613575
"PM",NA,"t0","B",2.22208800537179
"PM",NA,"t0","B",2.91913947370049
"PM",NA,"t0","B",3.25943998356553
"PM",NA,"t0","B",4.51963010473673
"PM",NA,"t0","B",2.67133309622225
"PM",NA,"t0","B",4.43157129558057
"PM",NA,"t0","B",4.3150960449407
"PM",NA,"t0","B",4.2605813218491
"PM",NA,"t0","B",2.25048658049808
"PM",NA,"t0","B",2.37139268777924
"PM",NA,"t0","B",2.21925172113064
"PM",NA,"t0","B",1.85049903706705
"PM",NA,"t0","B",4.77054522840683
"PM",NA,"t0","B",3.9529717794816
"PM",NA,"t0","B",1.82958199911228
"PM",NA,"t0","B",1.94386862096764
"PM",NA,"t0","B",3.50000155310812
"PM",NA,"t0","B",1.36489590885766
"PM",NA,"t0","B",2.46272550693344
"PM",NA,"t0","B",3.7199453461828
"PM",NA,"t0","B",1.5318972182941
"PM",NA,"t0","B",2.06464519715747
"PM",NA,"t0","B",4.62611359498693
"PM",NA,"t0","B",3.8505707519029
"PM",NA,"t0","B",2.01436926736484
"PM",NA,"t0","B",2.39849148540289
"PM",NA,"t0","B",4.52530267321902
"PM",NA,"t0","B",3.24379798764035
"PM",NA,"t0","B",4.20170720754592
"PM",NA,"t0","B",3.03151886190079
"PM",NA,"t0","B",2.02921174379527
"PM",NA,"t0","B",4.62989232958222
"PM",NA,"t0","B",4.38678927069599
"PM",NA,"t0","B",2.00736565525442
"PM",NA,"t0","B",2.17028896860872
"PM",NA,"t0","B",1.92881174824812
"PM",NA,"t0","B",3.73074555924593
"PM",NA,"t0","B",4.69895026761738
"PM",NA,"t0","B",4.44079480260099
"PM",NA,"t0","B",4.63416238900668
"PM",NA,"t0","B",1.87660178526428
"PM",NA,"t0","B",2.75209349837049
"PM",NA,"t0","B",3.91220521842818
"PM",NA,"t0","B",3.7507156802572
"PM",NA,"t0","B",3.57044413384369
"PM",NA,"t0","B",2.55049398778144
"PM",NA,"t0","B",1.78942736080064
"PM",NA,"t0","B",2.09291870778179
"PM",NA,"t0","B",4.22557666106509
"PM",NA,"t0","B",2.3299248721969
"PM",NA,"t0","B",3.81854083963008
"PM",NA,"t0","B",2.60320420877316
"PM",NA,"t0","B",4.36768120143045
"PM",NA,"t0","B",1.90725152142607
"PM",NA,"t0","B",2.12700325115844
"PM",NA,"t0","B",2.25841477660522
"PM",NA,"t0","B",4.24558251479121
"PM",NA,"t0","B",1.98375973050726
"PM",NA,"t0","B",4.54254817472304
"PM",NA,"t0","B",2.03935536822305
"PM",NA,"t0","B",2.10188315261955
"PM",NA,"t0","B",4.43896796755433
"PM",NA,"t0","B",1.75884015688985
"PM",NA,"t0","B",3.7330503193537
"PM",NA,"t0","B",1.82611145918256
"PM",NA,"t0","B",4.61320515174771
"PM",NA,"t0","B",1.90402664391094
"PM",NA,"t0","B",3.11932307546365
"PM",NA,"t0","B",1.99326909924647
"PM",NA,"t0","B",2.11144165384167
"PM",NA,"t0","B",1.51094444762448
"PM",NA,"t0","B",2.16544718574667
"PM",NA,"t0","B",1.92836062272315
"PM",NA,"t0","B",1.81462339135859
"PM",NA,"t0","B",4.43197328862262
"PM",NA,"t0","B",3.83896655275567
"PM",NA,"t0","B",3.81389112011034
"PM",NA,"t0","B",3.91025331887955
"PM",NA,"t0","B",2.19443981725733
"PM",NA,"t0","B",4.32215325612339
"PM",NA,"t0","B",1.66876691593408
"PM",NA,"t0","B",2.28293188558103
"PM",NA,"t0","B",1.89859973784324
"PM",NA,"t0","B",4.21409752641983
"PM",NA,"t0","B",2.96696324593661
"PM",NA,"t0","B",2.35373626005444
"PM",NA,"t0","B",3.16373437343167
"PM",NA,"t0","B",2.38733841178063
"PM",NA,"t0","B",3.36494975733609
"PM",NA,"t0","B",1.84742155700067
"PM",NA,"t0","B",1.81481992129026
"PM",NA,"t0","B",4.791279136198
"PM",NA,"t0","B",2.45705293845115
"PM",NA,"t0","B",1.57702317055911
"PM",NA,"t0","B",1.44608957017344
"PM",NA,"t0","B",4.97053230023832
"PM",NA,"t0","B",1.23717378621905
"PM",NA,"t0","B",4.02957825352863
"PM",NA,"t0","B",3.20258030106196
"PM",NA,"t0","B",4.24921385193774
"PM",NA,"t0","B",4.69898600033223
"PM",NA,"t0","B",3.77482632960161
"PM",NA,"t0","B",2.89229080508078
"PM",NA,"t0","B",1.37041661330184
"PM",NA,"t0","B",1.29429253090527
"PM",NA,"t0","B",2.20171142472911
"PM",NA,"t0","B",4.04909724901493
"PM",NA,"t0","B",1.71574650278188
"PM",NA,"t0","B",3.97895839635558
"PM",NA,"t0","B",1.54936158267658
"PM",NA,"t0","B",2.09327156834092
"PM",NA,"t0","B",4.05700311217529
"PM",NA,"t0","B",2.88058834096771
"PM",NA,"t0","B",4.27691563912448
"PM",NA,"t0","B",3.05671489245874
"PM",NA,"t0","B",1.10308677374794
"PM",NA,"t0","B",2.0892516379204
"PM",NA,"t0","B",4.5690975818559
"PM",NA,"t0","B",1.71717134478649
"PM",NA,"t0","B",1.10992958864154
"PM",NA,"t0","B",1.47445241258488
"PM",NA,"t0","B",4.18543988911088
"PM",NA,"t0","B",1.91479112425922
"PM",NA,"t0","B",4.17031601755102
"PM",NA,"t0","B",1.15522527130208
"PM",NA,"t0","B",1.92814622643406
"PM",NA,"t0","B",4.39634330532875
"PM",NA,"t0","B",1.1841509039724
"PM",NA,"t0","B",2.09622845049468
"PM",NA,"t0","B",3.93771391024105
"PM",NA,"t0","B",1.88355179830243
"PM",NA,"t0","B",2.00854483484444
"PM",NA,"t0","B",1.59910598833583
"PM",NA,"t0","B",1.13050269921589
"PM",NA,"t0","B",1.57636658192376
"PM",NA,"t0","B",2.02043042912111
"PM",NA,"t0","B",2.9359695823944
"PM",NA,"t0","B",1.56439612244932
"PM",NA,"t0","B",1.13880162223958
"PM",NA,"t0","B",4.45375237832313
"PM",NA,"t0","B",3.61770511582093
"PM",NA,"t0","B",3.44613895206252
"PM",NA,"t0","B",1.70034123609258
"PM",NA,"t0","B",1.75123355521635
"PM",NA,"t0","B",4.16366973258909
"PM",NA,"t0","B",1.4664572176374
"PM",NA,"t0","B",2.73914485582706
"PM",NA,"t0","B",4.77549867600279
"PM",NA,"t0","B",4.73191369706564
"PM",NA,"t0","B",1.8049800249387
"PM",NA,"t0","B",1.77900234124343
"PM",NA,"t0","B",3.02350133400653
"PM",NA,"t0","B",2.11261190025298
"PM",NA,"t0","B",1.87561466901658
"PM",NA,"t0","B",1.90748378407259
"PM",NA,"t0","B",2.38419839946327
"PM",NA,"t0","B",1.99964738884703
"PM",NA,"t0","B",1.28584174384347
"PM",NA,"t0","B",0.908691871790339
"PM",NA,"t0","B",1.35832555591479
"PM",NA,"t0","B",1.75700885525383
"PM",NA,"t0","B",2.12996459990155
"PM",NA,"t0","B",1.7093905461281
"PM",NA,"t0","B",4.00372116774598
"PM",NA,"t0","B",1.17147918996905
"PM",NA,"t0","B",1.52562612683809
"PM",NA,"t0","B",2.25504250164134
"PM",NA,"t0","B",1.83749232886199
"PM",NA,"t0","B",1.29226469933759
"PM",NA,"t0","B",4.49990564614004
"PM",NA,"t0","B",4.62840048873727
"PM",NA,"t0","B",1.56065312056889
"PM",NA,"t0","B",1.86432313112428
"PM",NA,"t0","B",2.31264810456738
"PM",NA,"t0","B",1.94800914930078
"PM",NA,"t0","B",4.27574092612382
"PM",NA,"t0","B",1.4944984656152
"PM",NA,"t0","B",1.86766413996266
"PM",NA,"t0","B",3.95660758321749
"PM",NA,"t0","B",4.0644444500426
"PM",NA,"t0","B",4.25372064059808
"PM",NA,"t0","B",2.62903002843032
"PM",NA,"t0","B",2.56884273685644
"PM",NA,"t0","B",1.44951097762024
"PM",NA,"t0","B",3.57208783872675
"PM",NA,"t0","B",3.38353523564696
"PM",NA,"t0","B",0.928340398367966
"PM",NA,"t0","B",4.104683953552
"PM",NA,"t0","B",1.84655950525494
"PM",NA,"t0","B",2.0702730997462
"PM",NA,"t0","B",3.73113415251992
"PM",NA,"t0","B",1.83301233973779
"PM",NA,"t0","B",3.78367910970546
"PM",NA,"t0","B",2.11213844178123
"PM",NA,"t0","B",2.0792732772988
"PM",NA,"t0","B",4.27167186322038
"PM",NA,"t0","B",4.20218066601767
"PM",NA,"t0","B",2.33385993741965
"PM",NA,"t0","B",2.53933644756982
"PM",NA,"t0","B",3.23302904070272
"PM",NA,"t0","B",2.14888507241413
"PM",NA,"t0","B",1.68268034177843
"PM",NA,"t0","B",1.42364049206952
"PM",NA,"t0","B",1.66371520337229
"PM",NA,"t0","B",1.80146481911542
"PM",NA,"t0","B",4.31062052240586
"PM",NA,"t0","B",3.44309273812163
"PM",NA,"t0","B",1.39803800188016
"PM",NA,"t0","B",4.01238635109688
"PM",NA,"t0","B",3.54494437520953
"PM",NA,"t0","B",2.01679909197458
"PM",NA,"t0","B",3.86876763693979
"PM",NA,"t0","B",3.00692135431657
"PM",NA,"t0","B",1.92116048068106
"PM",NA,"t0","B",4.48486217318859
"PM",NA,"t0","B",1.99013355351846
"PM",NA,"t0","B",1.13092255861536
"PM",NA,"t0","B",1.92889661344589
"PM",NA,"t0","B",2.33527584624555
"PM",NA,"t0","B",2.52343985605135
"PM",NA,"t0","B",3.73717744791877
"PM",NA,"t0","B",1.4637995969705
"PM",NA,"t0","B",4.47682677893691
"PM",NA,"t0","B",3.70465174422741
"PM",NA,"t0","B",3.91999941685463
"PM",NA,"t0","B",1.57073867933503
"PM",NA,"t0","B",1.65899401842286
"PM",NA,"t0","B",1.13239653310289
"PM",NA,"t0","B",4.74283450804139
"PM",NA,"t0","B",4.8181501377645
"PM",NA,"t0","B",3.97825267523731
"PM",NA,"t0","B",2.30550602818692
"PM",NA,"t0","B",2.10282560297369
"PM",NA,"t0","B",1.31127003704793
"PM",NA,"t0","B",1.88456571408627
"PM",NA,"t0","B",4.43137029905955
"PM",NA,"t0","B",3.59786899249034
"PM",NA,"t0","B",1.82233272458727
"PM",NA,"t0","B",4.31156743934936
"PM",NA,"t0","B",3.74259542080775
"PM",NA,"t0","B",2.62075790494276
"PM",NA,"t0","B",2.62507263026079
"PM",NA,"t0","B",3.70388349085815
"PM",NA,"t0","B",1.86823139681089
"PM",NA,"t0","B",4.54971705063964
"PM",NA,"t0","B",2.01879119082741
"PM",NA,"t0","B",2.02927427604625
"PM",NA,"t0","B",4.01683954068494
"PM",NA,"t0","B",2.1395409674811
"PM",NA,"t0","B",4.824452495346
"PM",NA,"t0","B",1.99951339116634
"PM",NA,"t0","B",4.32399795752747
"PM",NA,"t0","B",3.76219481490246
"PM",NA,"t0","B",2.17302698788403
"PM",NA,"t0","B",2.07795116684939
"PM",NA,"t0","B",2.17989660231376
"PM",NA,"t0","B",4.55772117876583
"PM",NA,"t0","B",4.64032181572879
"PM",NA,"t0","B",3.81720979600195
"PM",NA,"t0","B",1.9603369359237
"PM",NA,"t0","B",3.50611631393667
"PM",NA,"t0","B",3.7237642800823
"PM",NA,"t0","B",4.33343139424762
"PM",NA,"t0","B",4.82104895425663
"PM",NA,"t0","B",2.1216612102885
"PM",NA,"t0","B",2.21746508538819
"PM",NA,"t0","B",3.21393883779461
"PM",NA,"t0","B",1.83628188314648
"PM",NA,"t0","B",4.27225698642603
"PM",NA,"t0","B",2.37787370893498
"PM",NA,"t0","B",3.98852583075642
"PM",NA,"t0","B",4.27170759593523
"PM",NA,"t0","B",1.49487365912112
"PM",NA,"t0","B",4.25618173133331
"PM",NA,"t0","B",3.5661874741873
"PM",NA,"t0","B",5.04162700301988
"PM",NA,"t0","B",2.5392471157827
"PM",NA,"t0","B",4.22480840769583
"PM",NA,"t0","B",1.7726821173045
"PM",NA,"t0","B",1.70322218622728
"PM",NA,"t0","B",4.61463446034167
"PM",NA,"t0","B",1.65082015990113
"PM",NA,"t0","B",4.06965249323185
"PM",NA,"t0","B",1.18471369423127
"PM",NA,"t0","B",1.87998745999623
"PM",NA,"t0","B",1.30933600385673
"PM",NA,"t0","B",2.29918133765864
"PM",NA,"t0","B",1.66307201450501
"PM",NA,"t0","B",1.78451857909825
"PM",NA,"t0","B",1.76622789568489
"PM",NA,"t0","B",2.03792159303973
"PM",NA,"t0","B",4.46176097303867
"PM",NA,"t0","B",1.83147583299928
"PM",NA,"t0","B",3.17939423571428
"PM",NA,"t0","B",1.86516731651258
"PM",NA,"t0","B",4.48077077733837
"PM",NA,"t0","B",2.1369146129397
"PM",NA,"t0","B",1.20193239619916
"PM",NA,"t0","B",3.51965007968575
"PM",NA,"t0","B",0.993976928956336
"PM",NA,"t0","B",1.87748170336744
"PM",NA,"t0","B",3.7512248714438
"PM",NA,"t0","B",4.43682400466338
"PM",NA,"t0","B",2.04151273088206
"PM",NA,"t0","B",0.950646545612493
"PM",NA,"t0","B",2.02064035882085
"PM",NA,"t0","B",1.7100426681741
"PM",NA,"t0","B",4.5481224782395
"PM",NA,"t0","B",4.98767507018716
"PM",NA,"t0","B",2.28377160437998
"PM",NA,"t0","B",2.55420125694703
"PM",NA,"t0","B",1.85588127724119
"PM",NA,"t0","B",2.30648867784527
"PM",NA,"t0","B",1.73854844144494
"PM",NA,"t0","B",1.7446408693267
"PM",NA,"t0","B",1.90860489800097
"PM",NA,"t0","B",2.03144503847333
"PM",NA,"t0","B",4.50234887051785
"PM",NA,"t0","B",4.49915972571757
"PM",NA,"t0","B",4.42103461128945
"PM",NA,"t0","B",2.11053940279173
"PM",NA,"t0","B",5.15660147963609
"PM",NA,"t0","B",2.07373917308656
"PM",NA,"t0","B",2.06187144516731
"PM",NA,"t0","B",2.17840476146881
"PM",NA,"t0","B",2.07939387521142
"PM",NA,"t0","B",2.32100062666335
"PM",NA,"t0","B",2.09378969270623
"PM",NA,"t0","B",1.86461345943242
"PM",NA,"t0","B",4.40044810094704
"PM",NA,"t0","B",3.43455708586207
"PM",NA,"t0","B",0.825649042481121
"PM",NA,"t0","B",2.10516162920695
"PM",NA,"t0","B",1.90641180262711
"PM",NA,"t0","B",4.51723601284184
"PM",NA,"t0","B",5.25250808629097
"PM",NA,"t0","B",2.46314536633291
"PM",NA,"t0","B",3.34280440730839
"PM",NA,"t0","B",4.84185879406685
"PM",NA,"t0","B",4.35973960555525
"PM",NA,"t0","B",4.60037264052754
"PM",NA,"t0","B",4.07176518999731
"PM",NA,"t0","B",4.54441967566326
"PM",NA,"t0","B",1.86438119678591
"PM",NA,"t0","B",4.64793735058099
"PM",NA,"t0","B",4.95950429111803
"PM",NA,"t0","B",3.34012445369471
"PM",NA,"t0","B",2.22618386781136
"PM",NA,"t0","B",2.08639302073248
"PM",NA,"t0","B",3.38045328899123
"PM",NA,"t0","B",1.73482777251128
"PM",NA,"t0","B",4.77364504141999
"PM",NA,"t0","B",2.04626518195698
"PM",NA,"t0","B",2.9525763616205
"PM",NA,"t0","B",4.51119718403235
"PM",NA,"t0","B",4.05897287808134
"PM",NA,"t0","B",1.98897224028587
"PM",NA,"t0","B",3.8532283725698
"PM",NA,"t0","B",2.7341512089269
"PM",NA,"t0","B",1.7141563969711
"PM",NA,"t0","B",3.8558859932367
"PM",NA,"t0","B",3.89695628236634
"PM",NA,"t0","B",4.33841610796907
"PM",NA,"t0","B",2.12599380196395
"PM",NA,"t0","B",4.44592691377118
"PM",NA,"t0","B",4.27323070290567
"PM",NA,"t0","B",2.2732215203208
"PM",NA,"t0","B",1.96780507332716
"PM",NA,"t0","B",1.93028125614629
"PM",NA,"t0","B",4.86713968982256
"PM",NA,"t0","B",3.66674380036191
"PM",NA,"t0","B",2.20854530644399
"PM",NA,"t0","B",2.18292048330786
"PM",NA,"t0","B",4.58167996407212
"PM",NA,"t0","B",4.67817169393266
"PM",NA,"t0","B",1.8123409641976
"PM",NA,"t0","B",2.0790186817055
"PM",NA,"t0","B",1.29005820419566
"PM",NA,"t0","B",2.31099546650561
"PM",NA,"t0","B",1.83869830798814
"PM",NA,"t0","B",4.67858262015342
"PM",NA,"t0","B",2.18412199584466
"PM",NA,"t0","B",2.42529102153969
"PM",NA,"t0","B",2.18106684872507
"PM",NA,"t0","B",1.98102171123195
"PM",NA,"t0","B",4.65832663742336
"PM",NA,"t0","B",2.28092192037077
"PM",NA,"t0","B",1.97376797011759
"PM",NA,"t0","B",3.85878034313948
"PM",NA,"t0","B",4.35720258280096
"PM",NA,"t0","B",4.72512894783368
"PM",NA,"t0","B",4.2904449382842
"PM",NA,"t0","B",4.04400087055958
"PM",NA,"t0","B",2.62087403626602
"PM",NA,"t0","B",2.11677476153289
"PM",NA,"t0","B",3.3881536890412
"PM",NA,"t0","B",3.65601058613912
"PM",NA,"t0","B",2.67133756281161
"PM",NA,"t0","B",2.81561733219341
"PM",NA,"t0","B",3.80628005184749
"PM",NA,"t0","B",1.9701634325072
"PM",NA,"t0","B",1.86596236941798
"PM",NA,"t0","B",1.33411217501519
"PM",NA,"t0","B",3.68211333433636
"PM",NA,"t0","B",1.99171025956118
"PM",NA,"t0","B",2.78447180461309
"PM",NA,"t0","B",1.96822939931599
"PM",NA,"t0","B",1.73362179338512
"PM",NA,"t0","B",1.90006031256269
"PM",NA,"t0","B",3.09770478297997
"PM",NA,"t0","B",1.96895298679168
"PM",NA,"t0","B",2.21814400697032
"PM",NA,"t0","B",2.94897629059946
"PM",NA,"t0","B",1.88978269045423
"PM",NA,"t0","B",1.90425890655746
"PM",NA,"t0","B",2.37593074256507
"PM",NA,"t0","B",1.98513990661831
"PM",NA,"t0","B",1.84775655120238
"PM",NA,"t0","B",3.92727102432641
"PM",NA,"t0","B",4.90738365992131
"PM",NA,"t0","B",1.97462555527397
"PM",NA,"t0","B",2.6306915996708
"PM",NA,"t0","B",1.89308349998841
"PM",NA,"t0","B",1.91611323470863
"PM",NA,"t0","B",1.90379884785378
"PM",NA,"t0","B",4.61081999303153
"PM",NA,"t0","B",1.72548366757825
"PM",NA,"t0","B",1.98409025811962
"PM",NA,"t0","B",4.16764053052669
"PM",NA,"t0","B",4.07735289328183
"PM",NA,"t0","B",4.45276079548607
"PM",NA,"t0","B",1.84039561194347
"PM",NA,"t0","B",3.11610266453788
"PM",NA,"t0","B",4.32566399535731
"PM",NA,"t0","B",4.37436768569658
"PM",NA,"t0","B",4.0808680991051
"PM",NA,"t0","B",1.16347506184286
"PM",NA,"t0","B",3.58978446575574
"PM",NA,"t0","B",2.3802856671873
"PM",NA,"t0","B",4.38728952870387
"PM",NA,"t0","B",4.47721537221089
"PM",NA,"t0","B",4.62044102650464
"PM",NA,"t0","B",3.52994110156228
"PM",NA,"t0","B",3.71960141880238
"PM",NA,"t0","B",1.88770125981427
"PM",NA,"t0","B",1.31607608719513
"PM",NA,"t0","B",2.48476365881659
"PM",NA,"t0","B",2.25015605288573
"PM",NA,"t0","B",1.69660716739085
"PM",NA,"t0","B",1.97596553208081
"PM",NA,"t0","B",4.70622187508917
"PM",NA,"t0","B",1.75282812761649
"PM",NA,"t0","B",3.85389389438387
"PM",NA,"t0","B",4.01422211932225
"PM",NA,"t0","B",4.39664256681561
"PM",NA,"t0","B",4.71161751503138
"PM",NA,"t0","B",4.87146781490865
"PM",NA,"t0","B",4.30444322932632
"PM",NA,"t0","B",4.88666315189822
"PM",NA,"t0","B",1.9942026164219
"PM",NA,"t0","B",2.03100284612708
"PM",NA,"t0","B",3.78293765587234
"PM",NA,"t0","B",1.6510479559583
"PM",NA,"t0","B",3.29586055317543
"PM",NA,"t0","B",1.89650490743521
"PM",NA,"t0","B",4.57584659837301
"PM",NA,"t0","B",2.04228545084067
"PM",NA,"t0","B",4.08168548495728
"PM",NA,"t0","B",2.27592380688126
"PM",NA,"t0","B",2.04840021166921
"PM",NA,"t0","B",2.53620536843117
"PM",NA,"t0","B",1.96134191852883
"PM",NA,"t0","B",3.98387164464733
"PM",NA,"t0","B",2.41840800734189
"PM",NA,"t0","B",4.94929366784991
"PM",NA,"t0","B",1.904366104702
"PM",NA,"t0","B",3.7744913353999
"PM",NA,"t0","B",1.9441678824545
"PM",NA,"t0","B",1.75062609906392
"PM",NA,"t0","B",3.0129869826622
"PM",NA,"t0","B",4.20294891938692
"PM",NA,"t0","B",1.62040268638587
"PM",NA,"t0","B",2.49262485608339
"PM",NA,"t0","B",1.87728070684642
"PM",NA,"t0","B",4.52989879366648
"PM",NA,"t0","B",1.887647660742
"PM",NA,"t0","B",4.84751349619171
"PM",NA,"t0","B",4.48446911332525
"PM",NA,"t0","B",1.70972107374046
"PM",NA,"t0","B",4.67825655913042
"PM",NA,"t0","B",1.82025576053667
"PM",NA,"t0","B",1.77550946836693
"PM",NA,"t0","B",2.03217755912774
"PM",NA,"t0","B",4.05330030959905
"PM",NA,"t0","B",2.08490117988753
"PM",NA,"t0","B",1.72529160423593
"PM",NA,"t0","B",4.50873162670776
"PM",NA,"t0","B",1.75534728401335
"PM",NA,"t0","B",4.34972997880815
"PM",NA,"t0","B",3.78134755006156
"PM",NA,"t0","B",5.20641288413568
"PM",NA,"t0","B",4.78728600531362
"PM",NA,"t0","B",4.66956904283274
"PM",NA,"t0","B",2.22658139426406
"PM",NA,"t0","B",4.42431755446621
"PM",NA,"t0","B",4.52776376395424
"PM",NA,"t0","B",1.79165618888935
"PM",NA,"t0","B",1.86263476034766
"PM",NA,"t0","B",2.23503218132586
"PM",NA,"t0","B",2.42458976701077
"PM",NA,"t0","B",2.23831512450262
"PM",NA,"t0","B",4.84770555953403
"PM",NA,"t0","B",2.58397107500566
"PM",NA,"t0","B",2.02818889483271
"PM",NA,"t0","B",2.0246066901691
"PM",NA,"t0","B",1.92619432688543
"PM",NA,"t0","B",1.56518670876536
"PM",NA,"t0","B",2.3871686813851
"PM",NA,"t0","B",1.93069664895641
"PM",NA,"t0","B",3.5031906979084
"PM",NA,"t0","B",3.98109342606781
"PM",NA,"t0","B",3.431671669138
"PM",NA,"t0","B",4.49191045119257
"PM",NA,"t0","B",1.88913056840824
"PM",NA,"t0","B",2.81376369761061
"PM",NA,"t0","B",4.48475497504404
"PM",NA,"t0","B",4.42580046213245
"PM",NA,"t0","B",4.82184847375137
"PM",NA,"t0","B",4.20731724377722
"PM",NA,"t0","B",3.46208020947455
"PM",NA,"t0","B",2.00719592485889
"PM",NA,"t0","B",2.00272040232405
"PM",NA,"t0","B",4.41686728342018
"PM",NA,"t0","B",2.16790380989254
"PM",NA,"t0","B",4.7258391355413
"PM",NA,"t0","B",1.84528652728844
"PM",NA,"t0","B",4.12186245621569
"PM",NA,"t0","B",4.39339088976435
"PM",NA,"t0","B",2.23270955486067
"PM",NA,"t0","B",2.07110835195579
"PM",NA,"t0","B",4.75470223596063
"PM",NA,"t0","B",4.62108421537192
"PM",NA,"t0","B",1.90743465158967
"PM",NA,"t0","B",1.96723334988957
"PM",NA,"t0","B",4.58292167591313
"PM",NA,"t0","B",3.23391342539523
"PM",NA,"t0","B",3.15542205063991
