"Condition","Line","EvoTime","Replicate","DNA_content"
"PA",NA,"t0","B",2.42811269196455
"PA",NA,"t0","B",2.53570307715043
"PA",NA,"t0","B",2.75437560981813
"PA",NA,"t0","B",2.81401490983268
"PA",NA,"t0","B",4.00283132772424
"PA",NA,"t0","B",2.24780543808102
"PA",NA,"t0","B",5.47409823550355
"PA",NA,"t0","B",2.42079101776086
"PA",NA,"t0","B",2.36581965260508
"PA",NA,"t0","B",2.42451066349085
"PA",NA,"t0","B",4.25648764305794
"PA",NA,"t0","B",3.3357430054734
"PA",NA,"t0","B",2.91179895627588
"PA",NA,"t0","B",2.38985032827962
"PA",NA,"t0","B",4.64470545065917
"PA",NA,"t0","B",2.33839277865533
"PA",NA,"t0","B",2.38638797029776
"PA",NA,"t0","B",5.1289283437023
"PA",NA,"t0","B",4.72734627535579
"PA",NA,"t0","B",2.30193878028578
"PA",NA,"t0","B",2.66792692644931
"PA",NA,"t0","B",3.70467893412256
"PA",NA,"t0","B",2.28396539330986
"PA",NA,"t0","B",2.67487369564859
"PA",NA,"t0","B",2.31847135587221
"PA",NA,"t0","B",3.94531648940132
"PA",NA,"t0","B",2.11982316108688
"PA",NA,"t0","B",3.88630938213928
"PA",NA,"t0","B",1.97344848564132
"PA",NA,"t0","B",2.29323510332075
"PA",NA,"t0","B",2.15964395341757
"PA",NA,"t0","B",2.13623811941703
"PA",NA,"t0","B",2.50183665841912
"PA",NA,"t0","B",2.21036639519009
"PA",NA,"t0","B",4.52050897910168
"PA",NA,"t0","B",3.2269029369395
"PA",NA,"t0","B",3.65311846939902
"PA",NA,"t0","B",2.1670685427205
"PA",NA,"t0","B",5.22491872698716
"PA",NA,"t0","B",2.09534406962275
"PA",NA,"t0","B",3.53493518006905
"PA",NA,"t0","B",4.95101754141556
"PA",NA,"t0","B",3.25325655342566
"PA",NA,"t0","B",2.28444321341352
"PA",NA,"t0","B",4.70598404118319
"PA",NA,"t0","B",5.02809359967424
"PA",NA,"t0","B",4.61641114944433
"PA",NA,"t0","B",2.13985485004777
"PA",NA,"t0","B",4.31510514315853
"PA",NA,"t0","B",2.24074840270397
"PA",NA,"t0","B",2.34402370479993
"PA",NA,"t0","B",2.21353471003124
"PA",NA,"t0","B",4.8436035821141
"PA",NA,"t0","B",4.95320081173533
"PA",NA,"t0","B",4.0818039642405
"PA",NA,"t0","B",2.05867688997618
"PA",NA,"t0","B",2.27576894076256
"PA",NA,"t0","B",2.30108605517772
"PA",NA,"t0","B",2.8014372144888
"PA",NA,"t0","B",4.95256861898281
"PA",NA,"t0","B",4.9125714007677
"PA",NA,"t0","B",3.02107273844233
"PA",NA,"t0","B",4.78562562584456
"PA",NA,"t0","B",4.38629298752448
"PA",NA,"t0","B",2.78095710973833
"PA",NA,"t0","B",4.58044232225695
"PA",NA,"t0","B",2.35424905501813
"PA",NA,"t0","B",2.68168079435603
"PA",NA,"t0","B",4.60078275651558
"PA",NA,"t0","B",4.25133453701699
"PA",NA,"t0","B",4.9782312340883
"PA",NA,"t0","B",2.26900594852623
"PA",NA,"t0","B",2.17275827749324
"PA",NA,"t0","B",2.91434242944302
"PA",NA,"t0","B",2.82856269421932
"PA",NA,"t0","B",2.20907260537096
"PA",NA,"t0","B",2.13345941173732
"PA",NA,"t0","B",4.70384487733452
"PA",NA,"t0","B",1.54962205370007
"PA",NA,"t0","B",2.42071015589717
"PA",NA,"t0","B",2.33523916597121
"PA",NA,"t0","B",2.43557403666007
"PA",NA,"t0","B",2.26022140969751
"PA",NA,"t0","B",3.44851590101431
"PA",NA,"t0","B",4.63169404168274
"PA",NA,"t0","B",4.24354974486669
"PA",NA,"t0","B",2.33193853171674
"PA",NA,"t0","B",1.72229153700365
"PA",NA,"t0","B",4.83093032274949
"PA",NA,"t0","B",4.73851256362426
"PA",NA,"t0","B",2.32890253628891
"PA",NA,"t0","B",2.30525411669728
"PA",NA,"t0","B",4.84104540678993
"PA",NA,"t0","B",2.35025006830447
"PA",NA,"t0","B",2.07412150594199
"PA",NA,"t0","B",2.22938363531552
"PA",NA,"t0","B",2.48342955781066
"PA",NA,"t0","B",2.40772080015629
"PA",NA,"t0","B",2.76746052957973
"PA",NA,"t0","B",4.67910114704375
"PA",NA,"t0","B",2.15552734944762
"PA",NA,"t0","B",4.52867602733491
"PA",NA,"t0","B",4.80345934232864
"PA",NA,"t0","B",2.97695891625727
"PA",NA,"t0","B",4.84235389876609
"PA",NA,"t0","B",3.91672814504576
"PA",NA,"t0","B",2.47574032968109
"PA",NA,"t0","B",2.4698668179454
"PA",NA,"t0","B",2.1829248190833
"PA",NA,"t0","B",4.55453712156037
"PA",NA,"t0","B",4.69028948854778
"PA",NA,"t0","B",4.77110724577199
"PA",NA,"t0","B",2.25219403195612
"PA",NA,"t0","B",2.24424016499991
"PA",NA,"t0","B",4.85274832379019
"PA",NA,"t0","B",2.32915247295851
"PA",NA,"t0","B",4.43744179185103
"PA",NA,"t0","B",2.74456191999692
"PA",NA,"t0","B",2.37901483854445
"PA",NA,"t0","B",2.21676918457905
"PA",NA,"t0","B",5.16102315251082
"PA",NA,"t0","B",2.34902978927052
"PA",NA,"t0","B",2.35016185536226
"PA",NA,"t0","B",2.29483763843762
"PA",NA,"t0","B",2.35216134871909
"PA",NA,"t0","B",5.57513880973011
"PA",NA,"t0","B",3.57180818991411
"PA",NA,"t0","B",4.88657063605039
"PA",NA,"t0","B",4.55710999904159
"PA",NA,"t0","B",2.24405638803696
"PA",NA,"t0","B",2.43416998066318
"PA",NA,"t0","B",3.4400695117974
"PA",NA,"t0","B",2.83495813252977
"PA",NA,"t0","B",4.71583448639698
"PA",NA,"t0","B",4.72343550158434
"PA",NA,"t0","B",3.77347032689172
"PA",NA,"t0","B",2.47908507040667
"PA",NA,"t0","B",3.64282695947416
"PA",NA,"t0","B",2.33932636562709
"PA",NA,"t0","B",5.01153161977373
"PA",NA,"t0","B",-0.0932925374688458
"PA",NA,"t0","B",2.51211346618695
"PA",NA,"t0","B",3.01490518356593
"PA",NA,"t0","B",2.25501684610694
"PA",NA,"t0","B",2.32536666752187
"PA",NA,"t0","B",2.62398217907016
"PA",NA,"t0","B",4.24800449844845
"PA",NA,"t0","B",2.16726702184048
"PA",NA,"t0","B",2.32862319530523
"PA",NA,"t0","B",2.23411772988096
"PA",NA,"t0","B",4.83153311118795
"PA",NA,"t0","B",2.17117044453341
"PA",NA,"t0","B",2.33415120635058
"PA",NA,"t0","B",2.22192964169852
"PA",NA,"t0","B",2.05791972888885
"PA",NA,"t0","B",4.64413206653479
"PA",NA,"t0","B",2.1475293760203
"PA",NA,"t0","B",4.94353414348449
"PA",NA,"t0","B",4.25814163572444
"PA",NA,"t0","B",3.77571240583964
"PA",NA,"t0","B",2.4114919034359
"PA",NA,"t0","B",3.26084286645599
"PA",NA,"t0","B",4.84204515346834
"PA",NA,"t0","B",4.43441314750172
"PA",NA,"t0","B",2.36177655942031
"PA",NA,"t0","B",2.4138515996401
"PA",NA,"t0","B",4.62415183512353
"PA",NA,"t0","B",2.2309053085687
"PA",NA,"t0","B",2.31625133015985
"PA",NA,"t0","B",2.3002112768341
"PA",NA,"t0","B",2.20771265584518
"PA",NA,"t0","B",2.40543461473727
"PA",NA,"t0","B",4.83227557011824
"PA",NA,"t0","B",4.65807706248297
"PA",NA,"t0","B",1.27747777589422
"PA",NA,"t0","B",4.9479300884381
"PA",NA,"t0","B",3.46693035270129
"PA",NA,"t0","B",2.31749366242935
"PA",NA,"t0","B",2.33445995164833
"PA",NA,"t0","B",2.25334080020489
"PA",NA,"t0","B",4.56787197799158
"PA",NA,"t0","B",2.12748298490238
"PA",NA,"t0","B",2.47646808645435
"PA",NA,"t0","B",4.96787356445678
"PA",NA,"t0","B",1.59553689012198
"PA",NA,"t0","B",2.28008402385249
"PA",NA,"t0","B",3.39198610721276
"PA",NA,"t0","B",2.95025979908078
"PA",NA,"t0","B",2.29460975500357
"PA",NA,"t0","B",4.97708446583952
"PA",NA,"t0","B",2.38104373621535
"PA",NA,"t0","B",2.28258339054852
"PA",NA,"t0","B",5.0094880199458
"PA",NA,"t0","B",4.30103517887554
"PA",NA,"t0","B",2.1947233001043
"PA",NA,"t0","B",3.13745501353545
"PA",NA,"t0","B",3.05661520307568
"PA",NA,"t0","B",4.80065123033486
"PA",NA,"t0","B",2.28417122350836
"PA",NA,"t0","B",2.81098626548337
"PA",NA,"t0","B",2.10864952173989
"PA",NA,"t0","B",2.88776828060133
"PA",NA,"t0","B",2.11713266634938
"PA",NA,"t0","B",2.27405613946793
"PA",NA,"t0","B",5.1163432972799
"PA",NA,"t0","B",4.88713666909626
"PA",NA,"t0","B",4.95159827661846
"PA",NA,"t0","B",2.39471674225838
"PA",NA,"t0","B",4.84496353163989
"PA",NA,"t0","B",5.07741198544986
"PA",NA,"t0","B",2.00580793327648
"PA",NA,"t0","B",2.33793701178723
"PA",NA,"t0","B",2.5120914129514
"PA",NA,"t0","B",4.42446713826719
"PA",NA,"t0","B",3.28795364402947
"PA",NA,"t0","B",4.5340570168099
"PA",NA,"t0","B",4.74814247648252
"PA",NA,"t0","B",4.14672868970932
"PA",NA,"t0","B",3.73377450289584
"PA",NA,"t0","B",2.1214036429682
"PA",NA,"t0","B",2.20131721753473
"PA",NA,"t0","B",4.79288114034159
"PA",NA,"t0","B",2.27115246345341
"PA",NA,"t0","B",2.36184271912697
"PA",NA,"t0","B",2.29089746035211
"PA",NA,"t0","B",4.99223503866462
"PA",NA,"t0","B",2.30118897027697
"PA",NA,"t0","B",2.26952052402247
"PA",NA,"t0","B",3.47666318065879
"PA",NA,"t0","B",4.5220085991193
"PA",NA,"t0","B",4.66159087801446
"PA",NA,"t0","B",2.40187669273467
"PA",NA,"t0","B",4.09538140626279
"PA",NA,"t0","B",2.81218449128176
"PA",NA,"t0","B",2.32849822697043
"PA",NA,"t0","B",2.23884447336787
"PA",NA,"t0","B",2.25103991262883
"PA",NA,"t0","B",2.62437178623161
"PA",NA,"t0","B",4.53796779058135
"PA",NA,"t0","B",3.61458411580894
"PA",NA,"t0","B",4.60015791484157
"PA",NA,"t0","B",2.17171442434372
"PA",NA,"t0","B",2.20763914506
"PA",NA,"t0","B",4.50564509833877
"PA",NA,"t0","B",3.3205042197061
"PA",NA,"t0","B",4.16931855399439
"PA",NA,"t0","B",2.14745586523513
"PA",NA,"t0","B",2.07415826133458
"PA",NA,"t0","B",2.35220545519019
"PA",NA,"t0","B",2.33275450143221
"PA",NA,"t0","B",2.4171228295805
"PA",NA,"t0","B",4.64935133228239
"PA",NA,"t0","B",2.23449263488536
"PA",NA,"t0","B",4.6159039250266
"PA",NA,"t0","B",2.45859761457768
"PA",NA,"t0","B",2.48020243434137
"PA",NA,"t0","B",3.04128820436616
"PA",NA,"t0","B",2.8705300014772
"PA",NA,"t0","B",2.51936162960546
"PA",NA,"t0","B",2.38960039161002
"PA",NA,"t0","B",2.04733417582329
"PA",NA,"t0","B",2.92069376128236
"PA",NA,"t0","B",2.36631217486577
"PA",NA,"t0","B",2.34643485855376
"PA",NA,"t0","B",2.28755271962653
"PA",NA,"t0","B",4.74497416164137
"PA",NA,"t0","B",2.00369082266337
"PA",NA,"t0","B",2.11463329965334
"PA",NA,"t0","B",5.01042160691755
"PA",NA,"t0","B",4.95503858136477
"PA",NA,"t0","B",2.18485815273347
"PA",NA,"t0","B",2.00288955510493
"PA",NA,"t0","B",2.59422501323029
"PA",NA,"t0","B",2.35607212249053
"PA",NA,"t0","B",4.25269448654278
"PA",NA,"t0","B",2.26366906552234
"PA",NA,"t0","B",2.43686782647919
"PA",NA,"t0","B",1.9599445544042
"PA",NA,"t0","B",2.08694178687696
"PA",NA,"t0","B",2.25035626232668
"PA",NA,"t0","B",2.24267438527562
"PA",NA,"t0","B",4.57061393027871
"PA",NA,"t0","B",2.26438212013856
"PA",NA,"t0","B",2.67313149003988
"PA",NA,"t0","B",2.14291289871115
"PA",NA,"t0","B",2.22375270917092
"PA",NA,"t0","B",2.27390176681905
"PA",NA,"t0","B",2.65350411039747
"PA",NA,"t0","B",2.22115777845415
"PA",NA,"t0","B",2.30784169633553
"PA",NA,"t0","B",2.5344092873313
"PA",NA,"t0","B",2.68058548365689
"PA",NA,"t0","B",2.18130758180939
"PA",NA,"t0","B",2.13337854987362
"PA",NA,"t0","B",3.83847591422424
"PA",NA,"t0","B",4.22564251759744
"PA",NA,"t0","B",2.07016662569944
"PA",NA,"t0","B",4.88808495822505
"PA",NA,"t0","B",2.00765305398444
"PA",NA,"t0","B",2.20787437957257
"PA",NA,"t0","B",4.8927014355342
"PA",NA,"t0","B",4.70068391357189
"PA",NA,"t0","B",2.12035978981868
"PA",NA,"t0","B",4.37403873963538
"PA",NA,"t0","B",2.1324155585878
"PA",NA,"t0","B",2.09869616142685
"PA",NA,"t0","B",4.74803221030476
"PA",NA,"t0","B",4.99610905704348
"PA",NA,"t0","B",2.45220217626723
"PA",NA,"t0","B",2.35502826934101
"PA",NA,"t0","B",1.98095393680795
"PA",NA,"t0","B",2.1671935110553
"PA",NA,"t0","B",2.35360951118709
"PA",NA,"t0","B",2.3505514625237
"PA",NA,"t0","B",1.91919017510176
"PA",NA,"t0","B",1.98238739711891
"PA",NA,"t0","B",3.97283157629328
"PA",NA,"t0","B",4.21378522794829
"PA",NA,"t0","B",2.13011467101174
"PA",NA,"t0","B",2.02891972413631
"PA",NA,"t0","B",2.07823075883342
"PA",NA,"t0","B",1.74773361975361
"PA",NA,"t0","B",3.8599043081035
"PA",NA,"t0","B",2.09168323252091
"PA",NA,"t0","B",1.82770600294828
"PA",NA,"t0","B",2.00306598098936
"PA",NA,"t0","B",2.41653474329908
"PA",NA,"t0","B",1.95715114456745
"PA",NA,"t0","B",1.88020005464358
"PA",NA,"t0","B",2.05620692759422
"PA",NA,"t0","B",1.94574227070789
"PA",NA,"t0","B",3.5929572428097
"PA",NA,"t0","B",2.17405206731237
"PA",NA,"t0","B",1.84731132935514
"PA",NA,"t0","B",4.47772570212834
"PA",NA,"t0","B",1.95267433775014
"PA",NA,"t0","B",4.48798780773912
"PA",NA,"t0","B",1.92898916276593
"PA",NA,"t0","B",3.26147505920851
"PA",NA,"t0","B",4.39301922436823
"PA",NA,"t0","B",4.15284478703609
"PA",NA,"t0","B",2.01804747900854
"PA",NA,"t0","B",4.34400223281183
"PA",NA,"t0","B",4.60426716773299
"PA",NA,"t0","B",1.97838841040525
"PA",NA,"t0","B",1.85941855567388
"PA",NA,"t0","B",2.06072048980412
"PA",NA,"t0","B",2.11369971268159
"PA",NA,"t0","B",4.16540042914442
"PA",NA,"t0","B",2.08323684330401
"PA",NA,"t0","B",2.57498724074932
"PA",NA,"t0","B",1.92719549960759
"PA",NA,"t0","B",3.74707260393446
"PA",NA,"t0","B",2.33562142205414
"PA",NA,"t0","B",3.6569630834638
"PA",NA,"t0","B",3.39547786950869
"PA",NA,"t0","B",2.08738285158802
"PA",NA,"t0","B",2.57964782452958
"PA",NA,"t0","B",2.01929716235656
"PA",NA,"t0","B",2.11441276729781
"PA",NA,"t0","B",2.11145028265516
"PA",NA,"t0","B",2.18417450243132
"PA",NA,"t0","B",2.10534888748542
"PA",NA,"t0","B",2.31532509426661
"PA",NA,"t0","B",3.98924653462343
"PA",NA,"t0","B",4.27312313374362
"PA",NA,"t0","B",4.11211981204772
"PA",NA,"t0","B",2.19048907887807
"PA",NA,"t0","B",2.61221310236324
"PA",NA,"t0","B",2.32992433620287
"PA",NA,"t0","B",2.03990223544183
"PA",NA,"t0","B",2.10841428722732
"PA",NA,"t0","B",2.09086726280544
"PA",NA,"t0","B",3.63321174877293
"PA",NA,"t0","B",2.0937488855844
"PA",NA,"t0","B",1.9072005660393
"PA",NA,"t0","B",3.55639297826238
"PA",NA,"t0","B",2.09641732708634
"PA",NA,"t0","B",2.4217613601252
"PA",NA,"t0","B",4.22735531889207
"PA",NA,"t0","B",1.91841096077887
"PA",NA,"t0","B",4.45077664828224
"PA",NA,"t0","B",1.96542110789993
"PA",NA,"t0","B",3.07369910955094
"PA",NA,"t0","B",2.62459966966566
"PA",NA,"t0","B",2.11724293252715
"PA",NA,"t0","B",2.2143874351393
"PA",NA,"t0","B",2.14975675281118
"PA",NA,"t0","B",4.26987395703878
"PA",NA,"t0","B",3.81031393242272
"PA",NA,"t0","B",4.36583493600957
"PA",NA,"t0","B",2.09973266349785
"PA",NA,"t0","B",3.13558048851342
"PA",NA,"t0","B",1.98919449582635
"PA",NA,"t0","B",1.98715824707693
"PA",NA,"t0","B",4.33299766827075
"PA",NA,"t0","B",1.73759648247762
"PA",NA,"t0","B",4.28190032149382
"PA",NA,"t0","B",2.07320262112727
"PA",NA,"t0","B",2.08249438437371
"PA",NA,"t0","B",2.12153596238152
"PA",NA,"t0","B",2.24927565378457
"PA",NA,"t0","B",1.90156228881618
"PA",NA,"t0","B",2.2205990964868
"PA",NA,"t0","B",2.20796259251478
"PA",NA,"t0","B",2.0165405079124
"PA",NA,"t0","B",2.73002883776732
"PA",NA,"t0","B",3.85742699464302
"PA",NA,"t0","B",2.08204596858413
"PA",NA,"t0","B",3.65085433721555
"PA",NA,"t0","B",4.36022606310052
"PA",NA,"t0","B",2.05937524243537
"PA",NA,"t0","B",1.90130500106806
"PA",NA,"t0","B",4.27668105574622
"PA",NA,"t0","B",4.10079915113038
"PA",NA,"t0","B",4.2117195748848
"PA",NA,"t0","B",1.98030704189838
"PA",NA,"t0","B",2.07001960412908
"PA",NA,"t0","B",2.1642530796482
"PA",NA,"t0","B",2.05248728186423
"PA",NA,"t0","B",3.2882550382487
"PA",NA,"t0","B",1.89882768760757
"PA",NA,"t0","B",1.82386138888349
"PA",NA,"t0","B",4.69957390071571
"PA",NA,"t0","B",4.10232082438355
"PA",NA,"t0","B",1.91451488916446
"PA",NA,"t0","B",1.95323301971749
"PA",NA,"t0","B",4.30150564790068
"PA",NA,"t0","B",2.06488120024517
"PA",NA,"t0","B",4.27016064910097
"PA",NA,"t0","B",4.32477181140938
"PA",NA,"t0","B",1.9669427811531
"PA",NA,"t0","B",1.93672249736661
"PA",NA,"t0","B",4.09746911256184
"PA",NA,"t0","B",3.89628479568788
"PA",NA,"t0","B",1.94225050841196
"PA",NA,"t0","B",2.0871255638399
"PA",NA,"t0","B",4.44071302179143
"PA",NA,"t0","B",2.19379706421106
"PA",NA,"t0","B",2.13364318870026
"PA",NA,"t0","B",1.97094911894528
"PA",NA,"t0","B",2.61740296379677
"PA",NA,"t0","B",2.44778417807806
"PA",NA,"t0","B",2.62462907397973
"PA",NA,"t0","B",2.06344038885569
"PA",NA,"t0","B",4.45862760013921
"PA",NA,"t0","B",2.05131846037991
"PA",NA,"t0","B",2.50262322382053
"PA",NA,"t0","B",3.16982181224913
"PA",NA,"t0","B",4.45526815725659
"PA",NA,"t0","B",2.35596920739129
"PA",NA,"t0","B",2.43355249006769
"PA",NA,"t0","B",4.37725116094764
"PA",NA,"t0","B",3.65097195447183
"PA",NA,"t0","B",4.48046765441546
"PA",NA,"t0","B",2.09515294158129
"PA",NA,"t0","B",3.75804041308295
"PA",NA,"t0","B",2.71374619885049
"PA",NA,"t0","B",1.85355239501671
"PA",NA,"t0","B",2.45556897022837
"PA",NA,"t0","B",4.18922527462047
"PA",NA,"t0","B",2.11114888843593
"PA",NA,"t0","B",2.0314411440679
"PA",NA,"t0","B",4.45024737062896
"PA",NA,"t0","B",3.34105048416323
"PA",NA,"t0","B",1.88039118268504
"PA",NA,"t0","B",2.29891013593646
"PA",NA,"t0","B",4.03802094058874
"PA",NA,"t0","B",2.06443278445559
"PA",NA,"t0","B",4.75878683817623
"PA",NA,"t0","B",1.8449369309939
"PA",NA,"t0","B",4.36706991720055
"PA",NA,"t0","B",2.0216715607178
"PA",NA,"t0","B",2.13742164305839
"PA",NA,"t0","B",4.13529041153569
"PA",NA,"t0","B",2.70176394086654
"PA",NA,"t0","B",4.24888662787058
"PA",NA,"t0","B",3.79269339721566
"PA",NA,"t0","B",2.28150278200641
"PA",NA,"t0","B",1.97013314922981
"PA",NA,"t0","B",2.14958032692676
"PA",NA,"t0","B",2.30119632135548
"PA",NA,"t0","B",2.13554711803636
"PA",NA,"t0","B",4.22953858921185
"PA",NA,"t0","B",2.96071303273303
"PA",NA,"t0","B",2.51897937352253
"PA",NA,"t0","B",2.00646217926456
"PA",NA,"t0","B",2.08527309205343
"PA",NA,"t0","B",4.31131198664337
"PA",NA,"t0","B",1.99374481342884
"PA",NA,"t0","B",2.23594079735336
"PA",NA,"t0","B",4.45509173137216
"PA",NA,"t0","B",2.02297270161544
"PA",NA,"t0","B",3.67385586189761
"PA",NA,"t0","B",0.251193704030252
"PA",NA,"t0","B",2.1273653676461
"PA",NA,"t0","B",4.3228752331518
"PA",NA,"t0","B",3.01119288891446
"PA",NA,"t0","B",2.70005113957191
"PA",NA,"t0","B",2.07696637332836
"PA",NA,"t0","B",2.24190252203126
"PA",NA,"t0","B",4.2151525285526
"PA",NA,"t0","B",2.34604525139231
"PA",NA,"t0","B",3.11623244985468
"PA",NA,"t0","B",4.56975385409213
"PA",NA,"t0","B",2.06979172069503
"PA",NA,"t0","B",2.31983865647651
"PA",NA,"t0","B",2.33525386812825
"PA",NA,"t0","B",2.22950125257181
"PA",NA,"t0","B",2.14107512908171
"PA",NA,"t0","B",2.74657611551079
"PA",NA,"t0","B",2.0694462200047
"PA",NA,"t0","B",3.31340307785794
"PA",NA,"t0","B",4.29317687594006
"PA",NA,"t0","B",1.95249791186571
"PA",NA,"t0","B",2.16036435911231
"PA",NA,"t0","B",2.15193267205244
"PA",NA,"t0","B",3.86284473951061
"PA",NA,"t0","B",2.06380794278158
"PA",NA,"t0","B",3.88313371621961
"PA",NA,"t0","B",4.11322247382539
"PA",NA,"t0","B",2.09572632570568
"PA",NA,"t0","B",2.24711443670035
"PA",NA,"t0","B",2.29205893075791
"PA",NA,"t0","B",2.14988172114599
"PA",NA,"t0","B",2.27566602566332
"PA",NA,"t0","B",2.54266454850674
"PA",NA,"t0","B",3.51989487342172
"PA",NA,"t0","B",3.22729989517946
"PA",NA,"t0","B",2.07418766564865
"PA",NA,"t0","B",2.23871215395455
"PA",NA,"t0","B",2.14442722088581
"PA",NA,"t0","B",2.94923064808829
"PA",NA,"t0","B",3.52126217402602
"PA",NA,"t0","B",3.47111311637789
"PA",NA,"t0","B",4.41255839106843
"PA",NA,"t0","B",2.62183566414298
"PA",NA,"t0","B",2.06786573812338
"PA",NA,"t0","B",1.73705250266731
"PA",NA,"t0","B",2.27911368148814
"PA",NA,"t0","B",2.33984829220185
"PA",NA,"t0","B",2.15302063167307
"PA",NA,"t0","B",2.07379805848721
"PA",NA,"t0","B",4.57130493165938
"PA",NA,"t0","B",2.33914993974266
"PA",NA,"t0","B",2.03488144881421
"PA",NA,"t0","B",4.16870106339889
"PA",NA,"t0","B",1.69929736340011
"PA",NA,"t0","B",2.2600523348916
"PA",NA,"t0","B",4.27564455367521
"PA",NA,"t0","B",1.64877340074757
"PA",NA,"t0","B",2.13056308680132
"PA",NA,"t0","B",4.084082798581
"PA",NA,"t0","B",2.22367919838574
"PA",NA,"t0","B",4.00313272194347
"PA",NA,"t0","B",4.41997562929284
"PA",NA,"t0","B",2.38006604277249
"PA",NA,"t0","B",2.32970380384734
"PA",NA,"t0","B",4.34458296801473
"PA",NA,"t0","B",2.03633696236072
"PA",NA,"t0","B",2.21313040071276
"PA",NA,"t0","B",2.24253471478379
"PA",NA,"t0","B",5.14377017122965
"PA",NA,"t0","B",5.03626799898598
"PA",NA,"t0","B",2.31728048115233
"PA",NA,"t0","B",3.16724893476791
"PA",NA,"t0","B",3.6714520592223
"PA",NA,"t0","B",2.09307258636077
"PA",NA,"t0","B",4.80931080082877
"PA",NA,"t0","B",2.37789747460975
"PA",NA,"t0","B",2.92623647448475
"PA",NA,"t0","B",4.45310694017237
"PA",NA,"t0","B",2.29771191013807
"PA",NA,"t0","B",2.01787840420264
"PA",NA,"t0","B",3.36345657148535
"PA",NA,"t0","B",4.18263135719004
"PA",NA,"t0","B",3.45763123837632
"PA",NA,"t0","B",4.00996922496498
"PA",NA,"t0","B",2.36171775079217
"PA",NA,"t0","B",2.11830148783371
"PA",NA,"t0","B",4.80513538823069
"PA",NA,"t0","B",4.37664837250919
"PA",NA,"t0","B",4.78610344594822
"PA",NA,"t0","B",2.35362421334412
"PA",NA,"t0","B",4.40767727493264
"PA",NA,"t0","B",2.19867082926834
"PA",NA,"t0","B",2.23816082306572
"PA",NA,"t0","B",5.54880724647951
"PA",NA,"t0","B",2.15863685566063
"PA",NA,"t0","B",2.22085638423492
"PA",NA,"t0","B",2.01513645191551
"PA",NA,"t0","B",2.16662747800944
"PA",NA,"t0","B",2.04854710377872
"PA",NA,"t0","B",2.05931643380723
"PA",NA,"t0","B",4.16234238048104
"PA",NA,"t0","B",3.41842793664113
"PA",NA,"t0","B",2.38770381335244
"PA",NA,"t0","B",2.20944015929685
"PA",NA,"t0","B",2.14167056644165
"PA",NA,"t0","B",2.32344068495021
"PA",NA,"t0","B",2.2870013887377
"PA",NA,"t0","B",2.27672458096987
"PA",NA,"t0","B",2.10015902605188
"PA",NA,"t0","B",2.3441780774488
"PA",NA,"t0","B",4.56338782009575
"PA",NA,"t0","B",2.77997206521695
"PA",NA,"t0","B",2.03441833086759
"PA",NA,"t0","B",4.87264769333776
"PA",NA,"t0","B",4.94791538628107
"PA",NA,"t0","B",2.27325487190949
"PA",NA,"t0","B",2.27906222393852
"PA",NA,"t0","B",4.75709609011715
"PA",NA,"t0","B",2.47823969637713
"PA",NA,"t0","B",2.22202520571925
"PA",NA,"t0","B",2.12257246445252
"PA",NA,"t0","B",2.22409085878274
"PA",NA,"t0","B",2.33935576994116
"PA",NA,"t0","B",4.75378075370564
"PA",NA,"t0","B",2.32069138158457
"PA",NA,"t0","B",2.25288503333679
"PA",NA,"t0","B",4.95788344875115
"PA",NA,"t0","B",3.69435801988363
"PA",NA,"t0","B",2.169759037458
"PA",NA,"t0","B",5.06028397250349
"PA",NA,"t0","B",2.18574763323412
"PA",NA,"t0","B",4.89764136029813
"PA",NA,"t0","B",4.94363705858373
"PA",NA,"t0","B",4.89240739239349
"PA",NA,"t0","B",2.16589237015766
"PA",NA,"t0","B",4.98182591148348
"PA",NA,"t0","B",2.19827387102838
"PA",NA,"t0","B",2.34352383146072
"PA",NA,"t0","B",2.08494229352013
"PA",NA,"t0","B",2.39262168488082
"PA",NA,"t0","B",4.84638964087234
"PA",NA,"t0","B",4.7837805051366
"PA",NA,"t0","B",2.40439076158775
"PA",NA,"t0","B",2.40188404381319
"PA",NA,"t0","B",4.92104719429867
"PA",NA,"t0","B",2.20417678707814
"PA",NA,"t0","B",2.36287922119798
"PA",NA,"t0","B",2.39508429618427
"PA",NA,"t0","B",2.21475498906519
"PA",NA,"t0","B",2.17993293012657
"PA",NA,"t0","B",4.60088567161483
"PA",NA,"t0","B",4.46239870341881
"PA",NA,"t0","B",2.23728604472211
"PA",NA,"t0","B",4.78207505492048
"PA",NA,"t0","B",2.2020523253865
"PA",NA,"t0","B",-0.0538907566136718
"PA",NA,"t0","B",3.71164775655739
"PA",NA,"t0","B",2.22257653660808
"PA",NA,"t0","B",1.98241680143298
"PA",NA,"t0","B",1.98850349444568
"PA",NA,"t0","B",2.25947895076722
"PA",NA,"t0","B",2.18889389483972
"PA",NA,"t0","B",2.39256287625268
"PA",NA,"t0","B",2.55749902495558
"PA",NA,"t0","B",2.75167041292359
"PA",NA,"t0","B",4.05358317381083
"PA",NA,"t0","B",2.20588958837277
"PA",NA,"t0","B",4.32171376274599
"PA",NA,"t0","B",2.48210636367747
"PA",NA,"t0","B",2.39178366192979
"PA",NA,"t0","B",1.96423758425857
