"Time","Condition","Ploidy","Replicate","Area","Radius","Volume"
"4h","PM","2N","Rep2",1691.37,23.2030125672223,52326.5058210971
"4h","PM","2N","Rep2",1069.389,18.4498534106967,26306.7603853487
"4h","PM","2N","Rep2",578.076,13.5649292576696,10455.4133940755
"4h","PM","2N","Rep2",354.372,10.6207396628823,5018.25700775326
"4h","PM","2N","Rep2",787.668,15.8342196344062,16629.4774813246
"4h","PM","2N","Rep2",385.21,11.0732177462948,5687.35227740029
"4h","PM","2N","Rep2",1776.043,23.7767122451259,56304.6177946267
"4h","PM","2N","Rep2",693.587,14.8585194090312,13740.9012018023
"4h","PM","2N","Rep2",807.007,16.0274235708526,17245.6573515241
"4h","PM","2N","Rep2",2747.17,29.5711239222916,108315.872674136
"4h","PM","2N","Rep2",848.821,16.4373999130158,18603.213642088
"4h","PM","2N","Rep2",2145.05,26.1302625581631,74734.2929338504
"4h","PM","2N","Rep2",1448.85,21.4751781971043,41485.7492411661
"4h","PM","2N","Rep2",2085.466,25.7647908025694,71642.1269544949
"4h","PM","2N","Rep2",1504.776,21.8857277076203,43910.8237292828
"4h","PM","2N","Rep2",3276.115,32.2927204300754,141059.554389035
"4h","PM","2N","Rep2",1215.738,19.6718434420699,31887.7434701003
"4h","PM","2N","Rep2",1317.659,20.4798409739687,35980.5957038915
"4h","PM","2N","Rep2",2370.845,27.4711376194982,86839.7456926656
"4h","PM","2N","Rep2",1076.707,18.5128734296784,26577.2538824649
"4h","PM","2N","Rep2",1167.129,19.2745609327891,29994.5320359003
"4h","PM","2N","Rep2",327.193,10.2053303028434,4452.1501837043
"4h","PM","2N","Rep2",830.528,16.2593134280772,18005.0867503921
"4h","PM","2N","Rep2",338.692,10.3831118635677,4688.90256439396
"4h","PM","2N","Rep2",1386.652,21.0091656259007,38843.2020446485
"4h","PM","2N","Rep2",2273.105,26.8989180792426,81525.420240689
"4h","PM","2N","Rep2",1946.435,24.8911531133884,64598.6821470109
"4h","PM","2N","Rep2",1729.003,23.4597260883718,54082.5823812975
"4h","PM","2N","Rep2",355.94,10.6442106747404,5051.60046342282
"4h","PM","2N","Rep2",2531.829,28.388487117612,95833.0599339952
"4h","PM","2N","Rep2",930.881,17.2136174338996,21365.1058806479
"4h","PM","2N","Rep2",313.604,9.99115876897077,4177.68980611241
"4h","PM","2N","Rep2",2234.428,26.6690930173089,79453.557563306
"4h","PM","2N","Rep2",1637.535,22.8307595027405,49848.2236830934
"4h","PM","2N","Rep2",964.855,17.5249218324608,22545.344606212
"4h","PM","2N","Rep2",927.745,17.1845979108497,21257.233051735
"4h","PM","2N","Rep2",2617.024,28.8621657465314,100710.640600867
"4h","PM","2N","Rep2",2238.609,26.6940325915739,79676.6688077209
"4h","PM","2N","Rep2",1136.814,19.0225953789734,28833.5369908697
"4h","PM","2N","Rep2",1432.124,21.3508601101004,40769.4389124232
"4h","PM","2N","Rep2",902.134,16.9457419684866,20383.1066466649
"4h","PM","2N","Rep2",3135.516,31.5921784796088,132077.041463559
"4h","PM","2N","Rep2",834.709,16.3001879371554,18141.2180971134
"4h","PM","2N","Rep2",447.408,11.9337500207486,7119.00697237746
"4h","PM","2N","Rep2",1295.707,20.3085289397716,35085.2041426195
"4h","PM","2N","Rep2",1410.172,21.1865921945831,39835.6521176261
"4h","PM","2N","Rep2",435.909,11.7793948985714,6846.32566778848
"4h","PM","2N","Rep2",2600.299,28.7697910790785,99746.7452975156
"4h","PM","2N","Rep2",1237.69,19.8486514159228,32755.3031612981
"4h","PM","2N","Rep2",2225.542,26.6160106086026,78980.0659758542
"4h","PM","2N","Rep2",644.979,14.3284050780586,12322.0271717882
"4h","PM","2N","Rep2",496.017,12.5653139560946,8310.14577674689
"4h","PM","2N","Rep2",333.988,10.3107556593468,4591.55821487189
"4h","PM","2N","Rep2",917.291,17.0875040250885,20898.9515395699
"4h","PM","2N","Rep2",616.754,14.011384497736,11522.1032460223
"4h","PM","2N","Rep2",610.482,13.9399589646904,11346.7920382428
"4h","PM","2N","Rep2",1346.406,20.7020371127378,37164.4626410838
"4h","PM","2N","Rep2",428.592,11.6801143290331,6674.67141401191
"4h","PM","2N","Rep2",557.692,13.3236210185374,9907.30247076018
"4h","PM","2N","Rep2",3627.874,33.9821741510035,164377.39475453
"4h","PM","2N","Rep2",3058.16,31.2000410501624,127219.623383953
"4h","PM","2N","Rep2",422.843,11.6015131428453,6540.82482914686
"4h","PM","2N","Rep2",844.117,16.3917902071678,18448.7850324052
"4h","PM","2N","Rep2",3198.759,31.9091932398702,136093.092078365
"4h","PM","2N","Rep2",1645.898,22.8889843603889,50230.5781077272
"4h","PM","2N","Rep2",1234.031,19.8192902788488,32610.1581361307
"4h","PM","2N","Rep2",1324.454,20.5325790390702,36259.2752514836
"4h","PM","2N","Rep2",3323.678,32.5262903801151,144142.554344
"4h","PM","2N","Rep2",758.399,15.5372423348515,15711.2387326787
"4h","PM","2N","Rep2",349.668,10.5500133308974,4918.66941518433
"4h","PM","2N","Rep2",293.22,9.66099502260565,3777.0626140379
"4h","PM","2N","Rep2",2468.585,28.0316786936675,92264.775397343
"4h","PM","2N","Rep2",1218.351,19.6929725572832,31990.6037441847
"4h","PM","2N","Rep2",1574.291,22.3855397305977,46988.4716373631
"4h","PM","2N","Rep2",2513.012,28.2827962496373,94766.6751585248
"4h","PM","2N","Rep2",301.06,9.78929897053369,3929.5551307585
"4h","PM","2N","Rep2",738.014,15.3270072859004,15082.061273462
"4h","PM","2N","Rep2",489.222,12.4789502418515,8139.96932695879
"4h","PM","2N","Rep2",1366.268,20.8541749195828,37989.855812038
"4h","PM","2N","Rep2",534.172,13.0396406592577,9287.21457364937
"4h","PM","2N","Rep2",1031.234,18.1177254965643,24911.4860462986
"4h","PM","2N","Rep2",669.544,14.5987148213478,13032.642555126
"4h","PM","2N","Rep2",271.267,9.29230691999669,3360.92829502232
"4h","PM","2N","Rep2",442.704,11.8708491631016,7007.02987720228
"4h","PM","2N","Rep2",1070.957,18.4633745771929,26364.6403294224
"4h","PM","2N","Rep2",1155.108,19.1750435725707,29532.3283080334
"4h","PM","2N","Rep2",1479.165,21.6986829737901,42794.5765345682
"4h","PM","2N","Rep2",3197.191,31.9013714958752,135993.037112358
"4h","PM","2N","Rep2",3007.461,30.9403388574235,124069.149920648
"4h","PM","2N","Rep2",388.869,11.1256841196577,5768.57821056958
"4h","PM","2N","Rep2",3352.425,32.6666499688856,146016.658695922
"4h","PM","2N","Rep2",498.63,12.5983672969089,8375.89851367691
"4h","PM","2N","Rep2",1102.318,18.731756914885,27531.1370918697
"4h","PM","2N","Rep2",2882.542,30.290949406382,116419.911845028
"4h","PM","2N","Rep2",489.745,12.4856187355325,8153.0257968445
"4h","PM","2N","Rep2",2322.759,27.1911226859498,84211.2332518588
"4h","PM","2N","Rep2",905.793,16.9800726363604,20507.2412446757
"4h","PM","2N","Rep2",311.513,9.95779431273669,4135.97650632473
"4h","PM","2N","Rep2",930.881,17.2136174338996,21365.1058806479
"4h","PM","2N","Rep2",1676.735,23.1024095498798,51648.824902157
"4h","PM","2N","Rep2",554.034,13.2798531423337,9809.98687447961
"4h","PM","2N","Rep2",494.449,12.5454376134788,8270.77211006265
"4h","PM","2N","Rep2",1627.081,22.7577671998333,49371.6408176959
"4h","PM","2N","Rep2",1916.12,24.6965572320209,63095.4229912266
"4h","PM","2N","Rep2",296.878,9.72107002291782,3847.9624350184
"4h","PM","2N","Rep2",1049.528,18.2777224573168,25577.3086602437
"4h","PM","2N","Rep2",1361.563,20.8182363220822,37793.7870685375
"4h","PM","2N","Rep2",716.062,15.0973379680173,14414.1733600726
"4h","PM","2N","Rep2",2925.924,30.5180362314226,119057.939523185
"4h","PM","2N","Rep2",591.666,13.7234520846185,10826.2666681305
"4h","PM","2N","Rep2",1741.024,23.5411374254357,54647.5803266423
"4h","PM","2N","Rep2",1013.986,17.9655717485405,24289.1176466875
"4h","PM","2N","Rep2",3289.705,32.3596295425063,141938.180138841
"4h","PM","2N","Rep2",661.181,14.507255042112,12789.2285279982
"4h","PM","2N","Rep2",915.723,17.0728932494138,20845.3880333773
"4h","PM","2N","Rep2",712.403,15.058715677208,14303.8322994534
"4h","PM","2N","Rep2",497.585,12.5851589070922,8349.58172638061
"4h","PM","2N","Rep2",2368.232,27.4559949442159,86696.2210916405
"4h","PM","2N","Rep2",935.585,17.2570552199749,21527.2560106402
"4h","PM","2N","Rep2",642.365,14.2993401959129,12247.1942199301
"4h","PM","2N","Rep2",2044.697,25.5117084757242,69551.6183802505
"4h","PM","2N","Rep2",2713.719,29.3905356539276,106343.540032321
"4h","PM","2N","Rep2",1971.523,25.0510531063811,65851.6364979357
"4h","PM","2N","Rep2",294.788,9.68679176654207,3807.39996170054
"4h","PM","2N","Rep2",1180.196,19.3821581469806,30499.6606885785
"4h","PM","2N","Rep2",1491.186,21.7866758808879,43317.3147468236
"4h","PM","2N","Rep2",1957.411,24.9612353986116,65145.8623237756
"4h","PM","2N","Rep2",1341.179,20.6618134451478,36948.2537260665
"4h","PM","2N","Rep2",533.649,13.0332556351855,9273.57844861478
"4h","PM","2N","Rep2",1133.678,18.9963395197356,28714.309592073
"4h","PM","2N","Rep2",1760.886,23.6750379565193,55585.390516138
"4h","PM","2N","Rep2",903.179,16.9555538008521,20418.5335017331
"4h","PM","2N","Rep2",771.988,15.6758225434984,16135.3958582803
"4h","PM","2N","Rep2",868.683,16.628601470352,19259.9778814264
"4h","PM","2N","Rep2",3304.862,32.4340908161942,142920.258990652
"4h","PM","2N","Rep2",1689.28,23.1886723322521,52229.5471965691
"4h","PM","2N","Rep2",2675.564,29.1831881794544,104108.650264232
"4h","PM","2N","Rep2",2942.127,30.6024200106504,120048.2749049
"4h","PM","2N","Rep2",1660.532,22.9905143901684,50901.9797884469
"4h","PM","2N","Rep2",1874.306,24.4256039747965,61041.4081114467
"4h","PM","2N","Rep2",3282.387,32.3236172539701,141464.828089876
"4h","PM","2N","Rep2",619.368,14.0410454591488,11595.4323252561
"4h","PM","2N","Rep2",570.236,13.472629893896,10243.4381069009
"4h","PM","2N","Rep2",2113.167,25.9353416645577,73074.2775190245
"4h","PM","2N","Rep2",872.864,16.6685704394207,19399.193424046
"4h","PM","2N","Rep2",2612.32,28.8362147633083,100439.227400647
"4h","PM","2N","Rep2",263.427,9.1570420108099,3216.28280770883
"4h","PM","2N","Rep2",3238.483,32.1067151097421,138636.068091657
"4h","PM","2N","Rep2",2854.841,30.1450512320483,114745.770939136
"4h","PM","2N","Rep2",1403.377,21.135486110874,39548.0734557601
"4h","PM","2N","Rep2",1385.606,21.0012401575616,38799.2591596777
"4h","PM","2N","Rep2",589.575,13.6991806742888,10768.9259280584
"4h","PM","2N","Rep2",1315.046,20.4595244956096,35873.6211331379
"4h","PM","2N","Rep2",934.54,17.2474149087392,21491.1988384175
"4h","PM","2N","Rep2",603.687,13.8621621784134,11157.8761319998
"4h","PM","2N","Rep2",835.754,16.3103881197735,18175.2961502042
"4h","PM","2N","Rep2",480.337,12.365112850268,7919.22828154559
"4h","PM","2N","Rep2",388.869,11.1256841196577,5768.57821056958
"4h","PM","2N","Rep2",2419.454,27.751326587515,89524.0774899594
"4h","PM","2N","Rep2",702.473,14.9533976298762,14005.8107910027
"4h","PM","2N","Rep2",2537.578,28.4206995755293,96159.6559832966
"4h","PM","2N","Rep2",2746.647,29.5683089465233,108284.942750722
"4h","PM","2N","Rep2",2931.151,30.5452834525644,119377.117516357
"4h","PM","2N","Rep2",542.535,13.1413185830313,9506.16703659316
"4h","PM","2N","Rep2",1457.213,21.5370681425198,41845.4609055542
"4h","PM","2N","Rep2",659.613,14.4900427520194,12743.760759717
"4h","PM","2N","Rep2",455.771,12.0447671266767,7319.54074412344
"4h","PM","2N","Rep2",2882.02,30.2882065857226,116388.289525579
"4h","PM","2N","Rep2",1576.382,22.4004012241338,47082.1190433367
"4h","PM","2N","Rep2",1511.571,21.9350858892487,44208.5862835968
"4h","PM","2N","Rep2",1067.299,18.4318155159516,26229.6776911461
"4h","PM","2N","Rep2",1189.604,19.4592577927264,30865.081209678
"4h","PM","2N","Rep2",2799.96,29.853893362829,111452.943013582
"4h","PM","2N","Rep2",250.883,8.93636051060206,2989.30791197517
"4h","PM","2N","Rep2",1908.28,24.6459812060061,62708.5773543963
"4h","PM","2N","Rep2",950.742,17.3962805740236,22052.4994473444
"4h","PM","2N","Rep2",622.504,14.076547069113,11683.6091422815
"4h","PM","2N","Rep2",1694.506,23.2245131703067,52472.1025522184
"4h","PM","2N","Rep2",429.115,11.68723863065,6686.89253998849
"4h","PM","2N","Rep2",3105.724,31.44173425494,130199.131569586
"4h","PM","2N","Rep2",1494.845,21.8133890492149,43476.8474043649
"4h","PM","2N","Rep2",1668.373,23.0447308455124,51262.9423132267
"4h","PM","2N","Rep2",392.005,11.1704550907059,5838.49899710954
"4h","PM","2N","Rep2",2041.561,25.4921370141317,69391.6703129437
"4h","PM","2N","Rep2",931.403,17.218443103871,21383.0794163663
"4h","PM","2N","Rep2",2004.451,25.2593857738264,67508.2680983096
"4h","PM","2N","Rep2",2229.724,26.641005849278,79202.7868350342
"4h","PM","2N","Rep2",272.313,9.3102051554392,3380.38652865748
"4h","PM","2N","Rep2",576.508,13.5465196956283,10412.902635583
"4h","PM","2N","Rep2",815.37,16.1102554882807,17514.4253566392
"4h","PM","2N","Rep2",273.358,9.32805198674561,3399.86351332374
"4h","PM","2N","Rep2",2436.179,27.8470799225581,90453.9617582104
"4h","PM","2N","Rep2",305.764,9.86548042616783,4022.01167603571
"4h","PM","2N","Rep2",2571.029,28.6074107245872,98067.3101170995
"4h","PM","2N","Rep2",607.346,13.9041086062423,11259.4729940891
"4h","PM","2N","Rep2",1793.814,23.8953704757823,57151.8001261934
"4h","PM","2N","Rep2",3245.8,32.1429654601959,139106.183054272
"4h","PM","2N","Rep2",4058.034,35.9403998401514,194463.152699905
"4h","PM","2N","Rep2",630.344,14.1649118209975,11905.0229025265
"4h","PM","2N","Rep2",556.647,13.3111323039984,9879.46915149836
"4h","PM","2N","Rep2",276.494,9.38140574063935,3458.53653180312
"4h","PM","2N","Rep2",2596.64,28.7495423069704,99536.282047962
"4h","PM","2N","Rep2",765.716,15.6120137333115,15939.1582770885
"4h","PM","2N","Rep2",2147.664,26.1461791357939,74870.9435566609
"4h","PM","2N","Rep2",578.599,13.571064137939,10469.6055188632
"4h","PM","2N","Rep2",1204.762,19.5828408332028,31456.8833171881
"4h","PM","2N","Rep2",2229.201,26.6378812331385,79174.9219770581
"4h","PM","2N","Rep2",2924.356,30.5098578417023,118962.247784706
"4h","PM","2N","Rep2",2837.07,30.0510803265947,113676.024616229
"4h","PM","2N","Rep2",295.31,9.69536448458413,3817.51744792338
"4h","PM","2N","Rep2",733.31,15.2780830812454,14938.094805744
"4h","PM","2N","Rep2",2609.707,28.8217892946125,100288.567032901
"4h","PM","2N","Rep2",1678.826,23.116810181822,51745.4692937433
"4h","PM","2N","Rep2",291.652,9.63512921165435,3746.80627311655
"4h","PM","2N","Rep2",870.251,16.6436022771914,19312.1487004374
"4h","PM","2N","Rep2",1150.926,19.1403010442878,29372.0934929307
"4h","PM","2N","Rep2",3117.745,31.5025245988331,130955.784740518
"4h","PM","2N","Rep2",2498.377,28.2003208938161,93940.0441516394
"4h","PM","2N","Rep2",559.26,13.3423381364417,9949.11470158185
"4h","PM","2N","Rep2",1562.793,22.3036423473572,46474.6348466045
"4h","PM","2N","Rep2",1938.595,24.8409732862154,64208.7821437209
"4h","PM","2N","Rep2",2236.518,26.6815627358669,79565.0604358606
"4h","PM","2N","Rep2",2372.936,27.483249227146,86954.6553174225
"4h","PM","2N","Rep2",1087.683,18.6069947045202,26984.6824282622
"4h","PM","2N","Rep2",678.43,14.6952705345519,13292.9498516747
"4h","PM","2N","Rep2",2310.215,27.1176008103609,83529.9842081439
"4h","PM","2N","Rep2",248.792,8.89904226326843,2952.01403035077
"4h","PM","2N","Rep2",884.886,16.7829664227046,19801.3493678952
"4h","PM","2N","Rep2",2250.63,26.765608140706,80319.307532956
"4h","PM","2N","Rep2",1463.485,21.5833672947871,42115.9123805486
"4h","PM","2N","Rep2",499.153,12.6049726147381,8389.0798607525
"4h","PM","2N","Rep2",674.248,14.6499079908254,13170.2282173307
"4h","PM","2N","Rep2",1140.995,19.0575441383793,28992.7500988934
"4h","PM","2N","Rep2",1704.96,23.2960430877846,52958.4288305989
"4h","PM","2N","Rep2",1107.544,18.7761072798261,27727.1532815037
"4h","PM","2N","Rep2",1151.449,19.1446493866156,29392.1165220921
"4h","PM","2N","Rep2",1615.06,22.6735432780144,48825.5104087866
"4h","PM","2N","Rep2",2666.156,29.1318350418958,103560.022383948
"4h","PM","2N","Rep2",997.783,17.8214531721215,23709.2573472519
"4h","PM","2N","Rep2",548.284,13.2107614328771,9657.6654952848
"4h","PM","2N","Rep2",1621.332,22.717526370319,49110.2032867227
"4h","PM","2N","Rep2",771.466,15.6705218373437,16119.0330663575
"4h","PM","2N","Rep2",2925.924,30.5180362314226,119057.939523185
"4h","PM","2N","Rep2",487.131,12.4522533369104,8087.83816035
"4h","PM","2N","Rep2",893.248,16.8620778439046,20082.6897465495
"4h","PM","2N","Rep2",877.045,16.7084437973159,19538.7427869558
"4h","PM","2N","Rep2",2036.857,25.4627516156966,69151.9784902571
"4h","PM","2N","Rep2",1672.554,23.0735882206527,51455.7630304075
"4h","PM","2N","Rep2",1068.344,18.440836668794,26268.209613448
"4h","PM","2N","Rep2",3028.368,31.0476967487547,125365.135076844
"4h","PM","2N","Rep2",435.909,11.7793948985714,6846.32566778848
"4h","PM","2N","Rep2",758.399,15.5372423348515,15711.2387326787
"4h","PM","2N","Rep2",343.919,10.4629258692989,4797.86533605785
"4h","PM","2N","Rep2",2991.258,30.8568791929183,123067.8489878
"4h","PM","2N","Rep2",2807.277,29.8928757792952,111890.11018543
"4h","PM","2N","Rep2",644.456,14.3225945977138,12307.0426987523
"4h","PM","2N","Rep2",1528.296,22.0561040488828,44944.3407913218
"4h","PM","2N","Rep2",3023.664,31.0235739994286,125073.151804545
"4h","PM","2N","Rep2",451.067,11.9824490581543,7206.51646575267
"4h","PM","2N","Rep2",1772.385,23.7522139520479,56130.7569672005
"4h","PM","2N","Rep2",1133.155,18.9919572208499,28694.4417127896
"4h","PM","2N","Rep2",1149.881,19.1316097136363,29332.0993455011
"4h","PM","2N","Rep2",3040.39,31.1092622036321,126112.386281735
"4h","PM","2N","Rep2",279.63,9.43445777316181,3517.54323614565
"4h","PM","2N","Rep2",2879.929,30.2772170485895,116261.64722337
"4h","PM","2N","Rep2",489.745,12.4856187355325,8153.0257968445
"4h","PM","2N","Rep2",1276.368,20.1564022783986,34302.6491510334
"4h","PM","2N","Rep2",4297.418,36.9852759143983,211921.587266002
"4h","PM","2N","Rep2",1802.177,23.9510074058075,57551.9395647679
"4h","PM","2N","Rep2",2884.11,30.2991868841646,116514.917179317
"4h","PM","2N","Rep2",1465.053,21.5949265727675,42183.6159469504
"4h","PM","2N","Rep2",2057.764,25.5930972067294,70219.4054406778
"4h","PM","2N","Rep2",563.442,13.3921304836522,10060.9183786266
"4h","PM","2N","Rep2",397.232,11.2446819745407,5955.66334681431
"4h","PM","2N","Rep2",1583.7,22.4523354408683,47410.3515169374
"4h","PM","2N","Rep2",1139.95,19.0488150485854,28952.9289528465
"4h","PM","2N","Rep2",939.766,17.2955719332839,21671.7206046059
"4h","PM","2N","Rep2",1186.991,19.4378746294749,30763.44299242
"4h","PM","2N","Rep2",237.294,8.69097383105578,2749.7545923554
"4h","PM","2N","Rep2",606.301,13.8921417464377,11230.4259106759
"4h","PM","2N","Rep2",302.628,9.81475849096799,3960.29431013955
"4h","PM","2N","Rep2",510.652,12.7493364533032,8680.63221140289
"4h","PM","2N","Rep2",2550.645,28.4937803677444,96903.3579014471
"4h","PM","2N","Rep2",503.334,12.6576533469847,8494.70305300157
"4h","PM","2N","Rep2",2038.948,25.4758180597732,69258.4910417847
"4h","PM","2N","Rep2",2427.294,27.79625292867,89959.5706083243
"4h","PM","2N","Rep2",1161.902,19.2313518343542,29793.2615453864
"4h","PM","2N","Rep2",1059.981,18.3685173998061,25960.3725892852
"4h","PM","2N","Rep2",1811.585,24.0134423846783,58003.1893632632
"4h","PM","2N","Rep2",273.358,9.32805198674561,3399.86351332374
"4h","PM","2N","Rep2",2159.163,26.2160814917533,75473.0575493048
"4h","PM","2N","Rep2",533.649,13.0332556351855,9273.57844861478
"4h","PM","2N","Rep2",868.683,16.628601470352,19259.9778814264
"4h","PM","2N","Rep2",2746.647,29.5683089465233,108284.942750722
"4h","PM","2N","Rep2",2411.614,27.7063273975321,89089.2893872959
"4h","PM","2N","Rep2",1022.871,18.0441112718443,24609.0641876569
"4h","PM","2N","Rep2",1211.034,19.6337488703686,31702.8499059706
"4h","PM","2N","Rep2",1718.027,23.3851444047429,53568.4126483297
"4h","PM","2N","Rep2",2060.9,25.6125915212845,70379.986488287
"4h","PM","2N","Rep2",326.671,10.1971863192522,4441.50006946193
"4h","PM","2N","Rep2",1283.685,20.2140947421803,34598.0402788209
"4h","PM","2N","Rep2",1914.029,24.6830782752572,62992.1701708164
"4h","PM","2N","Rep2",493.926,12.5388009332318,8257.65305299661
"4h","PM","2N","Rep2",1295.184,20.3044298523023,35063.9635650992
"4h","PM","2N","Rep2",316.74,10.0409896598818,4240.5107531613
"4h","PM","2N","Rep2",2410.568,27.7003181519326,89031.3340358239
"4h","PM","2N","Rep2",273.358,9.32805198674561,3399.86351332374
"4h","PM","2N","Rep2",1574.291,22.3855397305977,46988.4716373631
"4h","PM","2N","Rep2",2984.463,30.8218117223783,122648.742237872
"4h","PM","2N","Rep2",176.664,7.49892643868262,1766.38712048457
"4h","PM","2N","Rep2",581.213,13.6016853322866,10540.6351160457
"4h","PM","2N","Rep2",1846.081,24.2409948846176,59667.7867701197
"4h","PM","2N","Rep2",601.074,13.8321291393638,11085.5109204186
"4h","PM","2N","Rep2",490.79,12.4989323160077,8179.13465516458
"4h","PM","2N","Rep2",2887.769,30.3184007116978,116736.716939759
"4h","PM","2N","Rep2",1033.325,18.1360845592665,24987.2927696054
"4h","PM","2N","Rep2",2576.778,28.6393769467999,98396.4219336283
"4h","PM","2N","Rep2",971.649,17.5865142254113,22783.8919474755
"4h","PM","2N","Rep2",2694.903,29.2884664536462,105239.434815107
"4h","PM","2N","Rep2",1826.743,24.1136964486376,58732.701588898
"4h","PM","2N","Rep2",323.535,10.1481224384845,4377.69705751345
"4h","PM","2N","Rep2",377.37,10.9599544592657,5514.61068572411
"4h","PM","2N","Rep2",391.482,11.1630009792619,5826.81859915122
"4h","PM","2N","Rep2",230.499,8.56563543792739,2632.4938704091
"4h","PM","2N","Rep2",1598.334,22.5558310337634,48069.0021860255
"4h","PM","2N","Rep2",2068.74,25.6612625165609,70781.9736246803
"4h","PM","2N","Rep2",323.012,10.1399168120847,4367.08641240682
"4h","PM","2N","Rep2",1960.024,24.9778905505949,65276.353264719
"4h","PM","2N","Rep2",894.816,16.8768711293129,20135.5924219296
"4h","PM","2N","Rep2",3045.616,31.135986933443,126437.679973713
"4h","PM","2N","Rep2",867.115,16.6135871189294,19207.854126174
"4h","PM","2N","Rep2",606.301,13.8921417464377,11230.4259106759
"4h","PM","2N","Rep2",931.403,17.218443103871,21383.0794163663
"4h","PM","2N","Rep2",1333.339,20.6013345522665,36624.7504141126
"4h","PM","2N","Rep2",416.048,11.5079186444376,6383.79538157461
"4h","PM","2N","Rep2",667.454,14.57591186763,12971.6675729294
"4h","PM","2N","Rep2",752.649,15.4782304391149,15532.8995490259
"4h","PM","2N","Rep2",1095.523,18.673933743101,27276.9652213909
"4h","PM","2N","Rep2",504.902,12.6773537520244,8534.42835213953
"4h","PM","2N","Rep2",1397.105,21.088203658368,39283.2463628323
"4h","PM","2N","Rep2",1344.838,20.689978992634,37099.5599579946
"4h","PM","2N","Rep2",2105.327,25.8871859758774,72667.9887853813
"4h","PM","2N","Rep2",557.692,13.3236210185374,9907.30247076018
"4h","PM","2N","Rep2",441.659,11.8568303530938,6982.23444922275
"4h","PM","2N","Rep2",1694.506,23.2245131703067,52472.1025522184
"4h","PM","2N","Rep2",980.012,17.662035788061,23078.6760223057
"4h","PM","2N","Rep2",992.556,17.7747120199186,23523.1960848564
"4h","PM","2N","Rep2",571.804,13.4911402838839,10285.7173051813
"4h","PM","2N","Rep2",2478.516,28.0880071536716,92822.1001846525
"4h","PM","2N","Rep2",1220.442,19.709864385985,32072.9950812803
"4h","PM","2N","Rep2",782.964,15.7868673816564,16480.7317768149
"4h","PM","2N","Rep2",2838.115,30.0566142908098,113738.837157282
"4h","PM","2N","Rep2",3198.237,31.9065895303586,136059.780239741
"4h","PM","2N","Rep2",376.847,10.9523570832357,5503.15054632816
"4h","PM","2N","Rep2",2257.425,26.8059824445672,80683.3265599027
"4h","PM","2N","Rep2",2899.79,30.381438821374,117466.38997311
"4h","PM","2N","Rep2",883.84,16.7730441424531,19766.249779821
"4h","PM","2N","Rep2",2053.06,25.5638278614235,69978.7632388989
"4h","PM","2N","Rep2",315.172,10.0161052035368,4209.06121227882
"4h","PM","2N","Rep2",735.924,15.3052894346994,15018.0397625889
"4h","PM","2N","Rep2",865.024,16.5935436536699,19138.4180072962
"4h","PM","2N","Rep2",1102.84,18.7361915788383,27550.6953610747
"4h","PM","2N","Rep2",527.9,12.9628619107211,9124.12640355953
"4h","PM","2N","Rep2",786.623,15.8237125100133,16596.3949410189
"4h","PM","2N","Rep2",2827.662,30.0012127985892,113111.052512646
"4h","PM","2N","Rep2",3171.58,31.7733421097433,134362.26182456
"4h","PM","2N","Rep2",534.172,13.0396406592577,9287.21457364937
"4h","PM","2N","Rep2",1237.167,19.8444573360004,32734.5436653435
"4h","PM","2N","Rep2",1084.024,18.575671079681,26848.6310219735
"4h","PM","2N","Rep2",379.983,10.9978336722181,5571.98644302729
"4h","PM","2N","Rep2",909.974,17.0192162090447,20649.3923341456
"4h","PM","2N","Rep2",634.525,14.2118113036576,12023.6660899378
"4h","PM","2N","Rep2",1756.182,23.6433942685483,55362.8045777702
"4h","PM","2N","Rep2",1853.399,24.2889939014186,60022.9293438605
"4h","PM","2N","Rep2",674.248,14.6499079908254,13170.2282173307
"4h","PM","2N","Rep2",2649.953,29.0431788518818,102617.411904108
"4h","PM","2N","Rep2",3536.929,33.5535313704854,158235.27754224
"4h","PM","2N","Rep2",1200.58,19.5488230631549,31293.2346575499
"4h","PM","2N","Rep2",2056.196,25.5833444790075,70139.1607791432
"4h","PM","2N","Rep2",2611.275,28.8304465460488,100378.965739378
"4h","PM","2N","Rep2",766.239,15.6173444887273,15955.4912315972
"4h","PM","2N","Rep2",553.511,13.2735836687564,9796.09942676935
"4h","PM","2N","Rep2",2862.158,30.183657618321,115187.196162051
"4h","PM","2N","Rep2",650.205,14.3863365575164,12472.0906151732
"4h","PM","2N","Rep2",2889.337,30.3266307330144,116831.808349648
"4h","PM","2N","Rep2",1759.318,23.6644947620078,55511.162127608
"4h","PM","2N","Rep2",596.37,13.7778977650231,10955.6331868357
"4h","PM","2N","Rep2",655.432,14.4440467086345,12622.7872297783
"4h","PM","2N","Rep2",309.422,9.92431768953216,4094.40297084056
"4h","PM","2N","Rep2",2544.895,28.4616450297536,96575.8641706597
"4h","PM","2N","Rep2",382.597,11.0355972889672,5629.58188795597
"4h","PM","2N","Rep2",4274.943,36.8884347698868,210261.274667312
"4h","PM","2N","Rep2",1516.275,21.9691903053646,44415.1120403557
"4h","PM","2N","Rep2",2959.375,30.6919911283898,121105.481660771
"4h","PM","2N","Rep2",894.816,16.8768711293129,20135.5924219296
"4h","PM","2N","Rep2",2775.917,29.7254406918661,110020.474865391
